시군구,번지,본번,부번,건물명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세(만원),층,건축년도,도로명
경기도 가평군 청평면 청평리,75-12,0075,0012,영투아트빌,전세,61.56,202006,5,"         6,500",             0,4,2005,강변나루로40번길 9
경기도 가평군 청평면 청평리,308-1,0308,0001,청평빌라 나동,월세,57.24,202006,19,"         2,000",            20,2,1990,톳골길 12
경기도 가평군 청평면 청평리,626-16,0626,0016,행운빌라,전세,54.48,202006,11,"         6,000",             0,2,1991,강변나루로40번길 13
경기도 고양덕양구 고양동,1035,1035,0000,(1035-0),월세,43.38,202006,22,"         1,000",            47,3,2012,보광로 22
경기도 고양덕양구 고양동,255-11,0255,0011,금강하이츠힐(255-11),월세,44.61,202006,16,"         2,000",            25,4,2001,혜음로13번길 56
경기도 고양덕양구 고양동,319-12,0319,0012,나성그린타운(319-12),월세,58.95,202006,10,"         2,000",            40,1,1994,읍내로 83-40
경기도 고양덕양구 고양동,411-17,0411,0017,명성빌라(411-17),전세,36.18,202006,18,"         3,500",             0,3,1993,동헌로 388-4
경기도 고양덕양구 고양동,1073,1073,0000,보라빌라,전세,67.68,202006,24,"         6,000",             0,2,1986,보광로 21
경기도 고양덕양구 고양동,199-6,0199,0006,산수그린빌라(199-6),월세,41.04,202006,24,"         2,000",            30,2,1986,읍내로6번길 29
경기도 고양덕양구 고양동,201-2,0201,0002,산수그린빌라(201-2),전세,43.38,202006,26,"         6,500",             0,2,1986,읍내로6번길 23
경기도 고양덕양구 고양동,240-15,0240,0015,성신피스빌,전세,43.9,202006,18,"        13,000",             0,4,2016,혜음로 17-18
경기도 고양덕양구 고양동,870,0870,0000,세중더클래스24,월세,17.76,202006,16,"         2,000",            15,2,2012,푸른마을로120번길 25
경기도 고양덕양구 고양동,11-40,0011,0040,신성빌라(11-40),전세,36.56,202006,17,"         4,500",             0,2,1992,혜음로 101
경기도 고양덕양구 고양동,390,0390,0000,예원빌라트(390-0),월세,39.94,202006,10,"         1,000",            40,4,2004,읍내로 87-26
경기도 고양덕양구 고양동,314-1,0314,0001,우원화인힐,전세,51.75,202006,12,"         9,000",             0,3,2003,동헌로 408-47
경기도 고양덕양구 고양동,319-4,0319,0004,인창빌라(319-4),전세,59.89,202006,21,"         8,000",             0,2,1993,대양로311번길 20
경기도 고양덕양구 고양동,387-6,0387,0006,중앙가든빌라(387-6),전세,28.08,202006,21,"         3,800",             0,2,1991,동헌로 408-9
경기도 고양덕양구 고양동,314-2,0314,0002,진성그린빌,전세,56.4,202006,11,"         9,000",             0,3,2009,동헌로 408-57
경기도 고양덕양구 고양동,1041,1041,0000,청림빌라(425-5),전세,36.6,202006,2,"         3,500",             0,3,1991,보광로 24-12
경기도 고양덕양구 고양동,1038,1038,0000,청림빌라101동(425-2),전세,39.27,202006,3,"         6,000",             0,1,2001,보광로 24
경기도 고양덕양구 고양동,1007,1007,0000,현대썬타운  13동,전세,61.63,202006,25,"        10,000",             0,4,2009,보광로 18-14
경기도 고양덕양구 고양동,998,0998,0000,현대썬타운 8동,월세,63.08,202006,9,"         2,000",            45,2,2009,보광로 18-21
경기도 고양덕양구 관산동,210-32,0210,0032,경원주택 C,전세,51,202006,15,"         1,000",             0,3,1994,통일로737번길 104-10
경기도 고양덕양구 관산동,180-24,0180,0024,동호주택 9동,전세,41.31,202006,15,"         5,800",             0,2,1991,통일로754번길 25-11
경기도 고양덕양구 관산동,산42-2,0042,0002,럭키이클래스101동102동103동,전세,78.66,202006,6,"        17,000",             0,1,2016,고골길11번길 5-12
경기도 고양덕양구 관산동,672-64,0672,0064,리더스빌3차,전세,55.06,202006,11,"        12,500",             0,2,2014,고골길11번길 7-3
경기도 고양덕양구 관산동,617-10,0617,0010,엘리시아102동,월세,47.92,202006,24,"         4,500",            20,4,2014,고골길 138-14
경기도 고양덕양구 관산동,537-3,0537,0003,예성빌라D동,전세,34.8,202006,16,"         4,000",             0,2,1989,동헌로23번길 25-1
경기도 고양덕양구 관산동,548-4,0548,0004,정우빌라 3,전세,36.12,202006,25,"         4,150",             0,1,1991,동헌로23번길 61-2
경기도 고양덕양구 관산동,163-25,0163,0025,정원주택(163-25),전세,36.06,202006,29,"         4,000",             0,3,1989,통일로 734-6
경기도 고양덕양구 관산동,672-37,0672,0037,"청담힐타운 4단지(7,8동)",전세,56.55,202006,4,"        12,000",             0,3,2015,통일로 1060-22
경기도 고양덕양구 관산동,657-29,0657,0029,훼미리타운(657-29),전세,61.39,202006,13,"        11,000",             0,4,2010,고골길 57
경기도 고양덕양구 내유동,594,0594,0000,(594-0),전세,55.52,202006,30,"        15,000",             0,3,2012,통일로1170번길 105-13
경기도 고양덕양구 내유동,698-7,0698,0007,(698-7),월세,46.58,202006,8,"         2,000",            35,1,2014,명봉산로6번길 20-27
경기도 고양덕양구 내유동,752-22,0752,0022,S-쉐르빌A동B동,전세,74.67,202006,15,"        25,000",             0,3,2016,유산길 83
경기도 고양덕양구 내유동,666-1,0666,0001,경도그린타운(666-1),월세,55.38,202006,4,"         2,500",            40,1,2003,유산길17번길 34
경기도 고양덕양구 내유동,690-4,0690,0004,골든트리빌리지,전세,49.52,202006,29,"        26,500",             0,4,2020,통일로1290번길 9
경기도 고양덕양구 내유동,278-1,0278,0001,광산쉐르빌2차,전세,58.45,202006,22,"        10,000",             0,4,2013,내유길 38-86
경기도 고양덕양구 내유동,245-12,0245,0012,"내유파크타운601동,602동",전세,58.575,202006,19,"        10,000",             0,2,2016,내유길80번길 44-18
경기도 고양덕양구 내유동,245-13,0245,0013,내유파크타운701동702동,전세,47.025,202006,2,"        10,000",             0,1,2016,내유길80번길 44-14
경기도 고양덕양구 내유동,444-59,0444,0059,"노블레스(301동,302동)",월세,69.02,202006,30,"         2,000",            60,1,2019,내유길 23-1
경기도 고양덕양구 내유동,694-13,0694,0013,"동원베스트빌(694-13)101동,201동",월세,59.64,202006,19,"         1,000",            30,-1,2003,유산길17번길 79
경기도 고양덕양구 내유동,438,0438,0000,렉슬빌라(산438-0),전세,59.43,202006,9,"        13,500",             0,3,2008,내유길 26-8
경기도 고양덕양구 내유동,705-2,0705,0002,메이플101 102동,전세,51.87,202006,1,"        11,000",             0,4,2018,명봉산로6번길 124
경기도 고양덕양구 내유동,398-6,0398,0006,명품그린타운(107동),월세,51.53,202006,27,"         2,000",            50,3,2013,통일로1031번길 514-6
경기도 고양덕양구 내유동,655-4,0655,0004,미성빌라(655-4),월세,36.8325,202006,13,           500,            40,2,2001,유산길37번길 22
경기도 고양덕양구 내유동,280-14,0280,0014,삼성힐스104동,전세,60.6676,202006,12,"        18,000",             0,2,2019,통일로1108번길 98-6
경기도 고양덕양구 내유동,278-10,0278,0010,스위트빌Ⅱ,전세,50.11,202006,30,"        10,500",             0,4,2013,내유길 38-92
경기도 고양덕양구 내유동,308-11,0308,0011,신성골든빌5차(308-11),월세,63.21,202006,29,"         2,300",            40,2,2002,통일로1267번길 36
경기도 고양덕양구 내유동,655-5,0655,0005,신성하이츠빌라(655-5),전세,50.22,202006,23,"         4,500",             0,-1,2001,유산길37번길 26
경기도 고양덕양구 내유동,653-2,0653,0002,양지그린타운(653-2),월세,45.675,202006,18,"         2,000",            20,-1,2002,유산길37번길 16-20
경기도 고양덕양구 내유동,275-12,0275,0012,예은탑스빌,월세,57.85,202006,1,"         1,000",            58,4,2016,내유길 38-16
경기도 고양덕양구 내유동,132,0132,0000,우봉빌리지(132-0),월세,66.4,202006,13,"         2,200",            40,5,2008,내유길131번길 32
경기도 고양덕양구 내유동,294-11,0294,0011,청담힐타운 9단지,월세,56.535,202006,23,"         2,000",            60,1,2015,통일로 1060-34
경기도 고양덕양구 내유동,637-9,0637,0009,킹스빌타운3차(637-9),전세,36.69,202006,18,"         6,500",             0,2,2002,유산길42번길 65
경기도 고양덕양구 내유동,702-9,0702,0009,휴그린201동,월세,51.04,202006,2,"         1,000",            52,1,2014,명봉산로6번길 20-79
경기도 고양덕양구 내유동,702-48,0702,0048,휴그린227동,전세,56.04,202006,23,"        20,000",             0,4,2019,명봉산로6번길 20-51
경기도 고양덕양구 대장동,57-4,0057,0004,(57-4),전세,64.19,202006,21,"        12,000",             0,2,2013,대장길 66-14
경기도 고양덕양구 대장동,238-13,0238,0013,로덴하우스101동,전세,37.199,202006,25,"        19,000",             0,4,2019,대주로 120-1
경기도 고양덕양구 동산동,343,0343,0000,동산마을화성파크드림PATIO,전세,59.9978,202006,24,"        29,000",             0,2,2016,동산1로 50
경기도 고양덕양구 동산동,53-177,0053,0177,동산파크빌 B동,월세,118.78,202006,10,"         3,000",            70,3,2015,고양대로2002번길 47-21
경기도 고양덕양구 동산동,53-79,0053,0079,동우아이파크101동,전세,52.565,202006,24,"        23,000",             0,2,2020,고양대로2002번길 114
경기도 고양덕양구 동산동,53-76,0053,0076,동우아이파크102동,전세,60.51,202006,24,"        23,000",             0,2,2020,고양대로2002번길 112
경기도 고양덕양구 동산동,53-75,0053,0075,동우아이파크104동,전세,57.47,202006,19,"        22,000",             0,2,2019,고양대로2002번길 112-2
경기도 고양덕양구 동산동,194-30,0194,0030,스타캐슬108동,월세,66.96,202006,15,"         5,000",            70,3,2017,고양대로1916번길 64
경기도 고양덕양구 동산동,56-38,0056,0038,태영아트빌(5동),전세,57.65,202006,16,"        25,000",             0,2,2020,고양대로1978번길 92-5
경기도 고양덕양구 벽제동,512-68,0512,0068,늘푸른마을108동,전세,63.19,202006,5,"        13,000",             0,4,2009,보광로 74-2
경기도 고양덕양구 벽제동,575-1,0575,0001,로뎀빌라101동102동,전세,51.53,202006,29,"         6,000",             0,2,2009,보광로 192-32
경기도 고양덕양구 벽제동,575-19,0575,0019,로뎀빌라105동106동,전세,51.525,202006,5,"         5,700",             0,3,2009,보광로 192-28
경기도 고양덕양구 삼송동,48-13,0048,0013,삼송블루빌,전세,23.41,202006,18,"        12,500",             0,4,2016,삼송로185번길 57
경기도 고양덕양구 삼송동,58-16,0058,0016,세솔빌리지 D동,전세,43.15,202006,27,"        17,500",             0,4,2015,삼송로193번길 28-6
경기도 고양덕양구 삼송동,58-10,0058,0010,하준빌딩,전세,56.28,202006,18,"        17,100",             0,3,2016,삼송로193번길 28-3
경기도 고양덕양구 성사동,496-14,0496,0014,대성빌라가동(496-14),전세,33.12,202006,6,"         6,500",             0,3,1989,마상로161번길 16
경기도 고양덕양구 성사동,494-54,0494,0054,동양주택A동(494-54),월세,35.43,202006,17,           800,            40,1,1990,마상로154번길 11-13
경기도 고양덕양구 성사동,494-54,0494,0054,동양주택A동(494-54),전세,35.43,202006,29,"         5,000",             0,-1,1990,마상로154번길 11-13
경기도 고양덕양구 성사동,421-10,0421,0010,미도다세대(421-10),전세,36.55,202006,3,"         4,000",             0,3,1989,마상로 202-6
경기도 고양덕양구 성사동,424-13,0424,0013,서인하이츠빌라(424-13),전세,76.29,202006,19,"        13,000",             0,4,1992,마상로 201-13
경기도 고양덕양구 성사동,494-47,0494,0047,조광빌라나동(494-47),전세,41.36,202006,18,"         8,500",             0,2,1991,고양대로1395번길 75-3
경기도 고양덕양구 성사동,488-40,0488,0040,종건그린빌라(488-40),월세,45.54,202006,19,"         4,000",            40,3,1986,고양대로1407번길 69
경기도 고양덕양구 원흥동,410-9,0410,0009,"엘리제 104동,105동",전세,81.97,202006,4,"        24,800",             0,-1,2020,고양대로1730번길 128
경기도 고양덕양구 주교동,556,0556,0000,개나리빌라(556)1동,전세,34.8,202006,23,"         5,000",             0,2,1989,마상로107번길 88
경기도 고양덕양구 주교동,558,0558,0000,대당맨숀,월세,63.42,202006,6,           100,            15,2,1984,원당로135번길 53
경기도 고양덕양구 주교동,551-16,0551,0016,대원다세대(551-16)나동,전세,36.18,202006,26,"         6,500",             0,3,1990,원당로135번길 74-1
경기도 고양덕양구 주교동,551-4,0551,0004,대원다세대(551-4)라동,전세,36.18,202006,8,"         5,000",             0,2,1990,원당로141번길 73
경기도 고양덕양구 주교동,309-1,0309,0001,동보빌하우스(309-1),전세,77.29,202006,5,"        14,000",             0,3,2003,마상로75번길 16
경기도 고양덕양구 주교동,309-1,0309,0001,동보빌하우스(309-1),전세,77.29,202006,29,"        14,000",             0,4,2003,마상로75번길 16
경기도 고양덕양구 주교동,596-1,0596,0001,동원2차주택(596-1),월세,50.58,202006,15,           200,            20,2,1986,고양대로1315번길 86-21
경기도 고양덕양구 주교동,594-15,0594,0015,밀양주택(594-15),전세,56.17,202006,26,"         8,000",             0,3,1992,고양대로1315번길 62
경기도 고양덕양구 주교동,560-1,0560,0001,삼일(560-1),월세,47.79,202006,6,"         2,500",            25,3,1985,원당로125번길 68
경기도 고양덕양구 주교동,590,0590,0000,삼혜청송마을(590)104동,전세,66.97,202006,10,"        12,000",             0,5,2004,원당로59번길 94-30
경기도 고양덕양구 주교동,623-3,0623,0003,성림주택(623-3)나동,전세,35.98,202006,12,"         8,000",             0,1,1988,마상로126번길 9
경기도 고양덕양구 주교동,587-13,0587,0013,세인다세대(587-13)사동,전세,45.96,202006,10,"         5,000",             0,1,1989,원당로59번길 28-2
경기도 고양덕양구 주교동,591-8,0591,0008,세인다세대(591-8)나동,월세,35.34,202006,22,           500,            20,3,1988,원당로59번길 90-6
경기도 고양덕양구 주교동,618-33,0618,0033,세인주택(618-33)다동,전세,36.24,202006,29,"         3,500",             0,-1,1990,마상로126번길 25
경기도 고양덕양구 주교동,559,0559,0000,영신빌라(559),전세,42.51,202006,8,"         4,000",             0,1,1986,원당로135번길 55
경기도 고양덕양구 주교동,559-1,0559,0001,오익(559-1),전세,49.67,202006,5,"         9,000",             0,3,1985,원당로125번길 56
경기도 고양덕양구 주교동,559-1,0559,0001,오익(559-1),전세,49.67,202006,24,"         9,000",             0,2,1985,원당로125번길 56
경기도 고양덕양구 주교동,559-1,0559,0001,오익(559-1),전세,49.67,202006,30,"         8,000",             0,2,1985,원당로125번길 56
경기도 고양덕양구 주교동,581-17,0581,0017,중앙하이츠빌(581-17)A동,전세,61.35,202006,16,"        13,000",             0,4,2002,마상로 100
경기도 고양덕양구 주교동,595-1,0595,0001,청라주택(595-1),월세,64.67,202006,1,"         2,000",            45,3,1984,고양대로1315번길 86-24
경기도 고양덕양구 주교동,592,0592,0000,초원다세대,월세,48.5,202006,4,           500,            40,3,1985,고양대로1315번길 94
경기도 고양덕양구 주교동,562-20,0562,0020,태평(562-20),전세,40.92,202006,25,"         7,000",             0,4,1991,원당로125번길 79
경기도 고양덕양구 주교동,621-15,0621,0015,파크뷰(621-15),전세,53.48,202006,22,"         1,000",             0,4,2001,마상로140번길 3
경기도 고양덕양구 주교동,305-1,0305,0001,현대그린빌라(305-1)1동,전세,36.12,202006,6,"         5,000",             0,1,1991,마상로63번길 18-9
경기도 고양덕양구 주교동,309-14,0309,0014,현대그린빌라(309-14)11동,전세,36.57,202006,12,"         4,300",             0,1,1991,마상로63번길 14-6
경기도 고양덕양구 주교동,571-1,0571,0001,효자빌라(571-1),월세,55.26,202006,19,"         1,000",            40,2,1985,원당로101번길 40-12
경기도 고양덕양구 지축동,182-9,0182,0009,수린나몽마르뜨204동,전세,45.38,202006,30,"        14,500",             0,3,2016,흥국사길 35-1
경기도 고양덕양구 토당동,871-12,0871,0012,거성빌라(871-12),전세,34.76,202006,26,"         8,000",             0,4,1991,지도로54번길 28
경기도 고양덕양구 토당동,833-15,0833,0015,경성빌라(833-15),월세,36.39,202006,18,           800,            25,3,1990,토당로168번길 7-18
경기도 고양덕양구 토당동,878-2,0878,0002,기민빌라,월세,57.39,202006,12,"         2,000",            35,1,1992,행당로11번길 8-10
경기도 고양덕양구 토당동,841-16,0841,0016,대광주택(841-16),전세,18.45,202006,8,"         2,500",             0,5,2001,지도로103번길 1
경기도 고양덕양구 토당동,434-3,0434,0003,대당주택,전세,62.18,202006,16,"        13,000",             0,2,1981,토당로32번길 6
경기도 고양덕양구 토당동,434-3,0434,0003,대당주택,월세,57.29,202006,26,"         1,000",            45,1,1981,토당로32번길 6
경기도 고양덕양구 토당동,880-4,0880,0004,대성주택(880-4),월세,31.95,202006,22,           500,            35,2,1990,행당로 23-20
경기도 고양덕양구 토당동,900-6,0900,0006,도시형생활주택 A동,전세,29.1,202006,24,"        11,500",             0,5,2015,지도로92번길 64
경기도 고양덕양구 토당동,876-5,0876,0005,두성주택(876-5),전세,51.24,202006,4,"         9,000",             0,1,1991,지도로42번길 20
경기도 고양덕양구 토당동,373-66,0373,0066,리스빌라,월세,59.04,202006,6,"         1,000",            35,4,1992,지도로54번길 7
경기도 고양덕양구 토당동,99-11,0099,0011,선경빌라,전세,53.25,202006,9,"         8,000",             0,1,1986,지도로115번길 7
경기도 고양덕양구 토당동,99-11,0099,0011,선경빌라,전세,50.82,202006,25,"        11,000",             0,1,1986,지도로115번길 7
