시군구,번지,본번,부번,건물명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세(만원),층,건축년도,도로명
경기도 가평군 조종면 현리,249-8,0249,0008,조종리버빌3차,전세,59.88,202004,3,"        13,500",             0,3,2020,조종내길 107
경기도 가평군 조종면 현리,249-8,0249,0008,조종리버빌3차,전세,72.62,202004,3,"        13,000",             0,3,2020,조종내길 107
경기도 가평군 조종면 현리,249-8,0249,0008,조종리버빌3차,전세,72.62,202004,6,"        13,000",             0,5,2020,조종내길 107
경기도 가평군 조종면 현리,249-8,0249,0008,조종리버빌3차,전세,84.71,202004,18,"        19,800",             0,3,2020,조종내길 107
경기도 가평군 조종면 현리,222-12,0222,0012,태양빌라,전세,42.84,202004,27,"         3,000",             0,3,1988, 58
경기도 가평군 청평면 청평리,429-4,0429,0004,다미빌딩,월세,21.2,202004,17,           500,            38,4,2013,청평중앙로26번길 4
경기도 가평군 청평면 청평리,429-4,0429,0004,다미빌딩,전세,17.88,202004,19,"         4,000",             0,5,2013,청평중앙로26번길 4
경기도 가평군 청평면 청평리,688-8,0688,0008,대성주택라동,전세,36.99,202004,6,"         4,100",             0,2,1991,강변나루로40번길 22
경기도 가평군 청평면 청평리,487-15,0487,0015,보석빌리지,전세,59.6544,202004,7,"        14,000",             0,3,2019,갈오현로 53
경기도 가평군 청평면 청평리,319-111,0319,0111,아산빌라3동,월세,34.79,202004,25,"         1,000",            25,2,1998,청평중앙로82번길 9
경기도 고양덕양구 고양동,239-3,0239,0003,239-3,월세,17.85,202004,18,"         1,000",            35,3,2012,혜음로13번길 46
경기도 고양덕양구 고양동,27-11,0027,0011,건흥(27-11),전세,35.83,202004,14,"         4,000",             0,1,1992,혜음로81번길 11-10
경기도 고양덕양구 고양동,857,0857,0000,뉴월드타운(351-2),전세,39.72,202004,4,"         6,500",             0,5,2003,보광로12번길 56
경기도 고양덕양구 고양동,1100,1100,0000,세중더클래스23,월세,19.44,202004,8,           500,            35,3,2011,보광로 27
경기도 고양덕양구 고양동,1100,1100,0000,세중더클래스23,월세,19.44,202004,24,"         1,000",            30,4,2011,보광로 27
경기도 고양덕양구 고양동,319-9,0319,0009,인창빌라(319-9),월세,58.89,202004,23,            50,            10,2,1993,대양로311번길 14-7
경기도 고양덕양구 고양동,875,0875,0000,한화그린빌A,월세,24,202004,27,           500,            30,4,2002,보광로12번길 49
경기도 고양덕양구 고양동,1006,1006,0000,현대썬타운 4동,월세,65.94,202004,6,"         4,000",            30,3,2009,보광로 18-13
경기도 고양덕양구 관산동,207-15,0207,0015,(삼성빌라 19동,전세,36.44,202004,29,"         5,000",             0,1,1991,통일로781번길 48-3
경기도 고양덕양구 관산동,207-5,0207,0005,(삼성빌라5동,전세,43.52,202004,16,"         4,000",             0,4,1991,통일로781번길 42-1
경기도 고양덕양구 관산동,580-1,0580,0001,가온빌리지,전세,45.48,202004,13,"         9,000",             0,3,2013,고골길83번길 21-26
경기도 고양덕양구 관산동,338-24,0338,0024,동남빌라나동,전세,35.64,202004,4,"         4,500",             0,3,1992,통일로780번길 50-1
경기도 고양덕양구 관산동,186-17,0186,0017,동아빌라 1동,전세,35.44,202004,6,"         4,500",             0,3,1990,통일로 749-26
경기도 고양덕양구 관산동,338-16,0338,0016,동우빌라3동,월세,36.12,202004,22,           500,            30,2,1989,통일로802번길 20
경기도 고양덕양구 관산동,180-6,0180,0006,동호주택 7동,월세,39.3,202004,18,"         1,000",            35,1,1991,통일로754번길 25-9
경기도 고양덕양구 관산동,540-85,0540,0085,리더스빌B동,월세,38.745,202004,15,           370,            30,-1,2002,동헌로3번길 9
경기도 고양덕양구 관산동,540-85,0540,0085,리더스빌B동,월세,38.745,202004,30,"         3,000",            25,2,2002,동헌로3번길 9
경기도 고양덕양구 관산동,345-13,0345,0013,리치빌리지,월세,15.51,202004,29,             0,            39,3,2020,통일로802번길 40
경기도 고양덕양구 관산동,163-10,0163,0010,미래주택 시동,월세,41.16,202004,16,"         1,000",            15,-1,1989,통일로742번길 18
경기도 고양덕양구 관산동,207-11,0207,0011,삼성빌라23동,전세,36.3,202004,24,"         3,000",             0,-1,1991,통일로781번길 47-6
경기도 고양덕양구 관산동,247-12,0247,0012,세인주택5동,전세,35.73,202004,17,"         2,000",             0,-1,1990,통일로799번길 42-10
경기도 고양덕양구 관산동,248-12,0248,0012,세인주택9동,전세,36.4,202004,2,"         2,700",             0,-1,1990,통일로799번길 42
경기도 고양덕양구 관산동,617-13,0617,0013,엘리시아106동,월세,46.72,202004,30,"         1,000",            50,2,2014,고골길 138-11
경기도 고양덕양구 관산동,581-4,0581,0004,요산아트빌103동104동,전세,59.87,202004,29,"        11,000",             0,4,2012,고골길 71-3
경기도 고양덕양구 관산동,581-6,0581,0006,요산아트빌106동,월세,59.87,202004,22,"         2,000",            50,2,2012,고골길 71-4
경기도 고양덕양구 관산동,145-1,0145,0001,자성빌라,전세,40.92,202004,2,"         1,000",             0,3,1991,통일로726번길 74-7
경기도 고양덕양구 관산동,684-11,0684,0011,정일타운,전세,54.01,202004,24,"         7,000",             0,3,2018,통일로1018번길 27
경기도 고양덕양구 관산동,672-65,0672,0065,"청담힐타운 2단지 3,4동",전세,56.55,202004,16,"        13,000",             0,3,2015,통일로 1060-14
경기도 고양덕양구 관산동,655-16,0655,0016,청솔빌리지(655-16),전세,65.2,202004,10,"         8,000",             0,4,2003,고골길 59-95
경기도 고양덕양구 관산동,540-54,0540,0054,힐타운,월세,40.53,202004,11,           500,            50,1,2014,동헌로3번길 53-16
경기도 고양덕양구 내유동,752-22,0752,0022,S-쉐르빌A동B동,전세,74.67,202004,21,"        24,000",             0,3,2016,유산길 83
경기도 고양덕양구 내유동,431-43,0431,0043,골드맨션(11동),월세,60.47,202004,29,"         2,000",            50,4,2010,통일로1154번길 24-38
경기도 고양덕양구 내유동,431-37,0431,0037,"골드맨션(7,8동)",월세,59.94,202004,2,"         1,000",            55,1,2010,통일로1154번길 24-41
경기도 고양덕양구 내유동,278-1,0278,0001,광산쉐르빌2차,월세,58.45,202004,7,"         1,000",            35,-1,2013,내유길 38-86
경기도 고양덕양구 내유동,579-1,0579,0001,럭키이클래스2차,전세,56.12,202004,10,"         3,000",             0,3,2016,통일로 1244-25
경기도 고양덕양구 내유동,685-9,0685,0009,럭키이클래스5차(105동),전세,50.12,202004,3,"        19,900",             0,2,2019,통일로1290번길 42
경기도 고양덕양구 내유동,289-20,0289,0020,리더스파크B동,월세,57.94,202004,9,"         4,000",            50,2,2020,통일로1108번길 72
경기도 고양덕양구 내유동,289-20,0289,0020,리더스파크B동,월세,57.94,202004,9,"         4,000",            50,2,2020,통일로1108번길 72
경기도 고양덕양구 내유동,630,0630,0000,"마이닷홈(3,4동)",월세,57.87,202004,20,"         1,000",            48,1,2005,유산길50번길 18-8
경기도 고양덕양구 내유동,399-4,0399,0004,명품그린타운(110동),전세,55.54,202004,17,"        12,000",             0,4,2013,통일로 1161-26
경기도 고양덕양구 내유동,656-2,0656,0002,미성빌라(656-2),월세,58.32,202004,1,"         1,000",            40,-1,2001,유산길37번길 9
경기도 고양덕양구 내유동,653-15,0653,0015,미성빌라트(653-15),전세,44.8,202004,2,"         3,500",             0,-1,2000,유산길 53
경기도 고양덕양구 내유동,276-2,0276,0002,스위트빌,월세,50.88,202004,15,"         1,000",            50,4,2013,내유길 38-72
경기도 고양덕양구 내유동,308-11,0308,0011,신성골든빌5차(308-11),전세,63.21,202004,21,"         9,000",             0,1,2002,통일로1267번길 36
경기도 고양덕양구 내유동,655,0655,0000,양지그린타운(655-0),월세,59.895,202004,29,"         3,000",            35,3,2002,유산길37번길 16-26
경기도 고양덕양구 내유동,738-1,0738,0001,진흥타운,월세,60.55,202004,7,           500,            45,4,2014,명봉산로6번길 117
경기도 고양덕양구 내유동,294-11,0294,0011,청담힐타운 9단지,전세,56.535,202004,7,"        12,000",             0,4,2015,통일로 1060-34
경기도 고양덕양구 내유동,699-8,0699,0008,클래식(6동),월세,44.69,202004,7,"         2,000",            30,2,2013,명봉산로6번길 20-39
경기도 고양덕양구 내유동,589-7,0589,0007,트윈빌2차,전세,58.96,202004,2,"        21,000",             0,2,2018,통일로1214번길 6-29
경기도 고양덕양구 내유동,587-7,0587,0007,현대드림빌1동,전세,56.605,202004,9,"        22,000",             0,2,2019,통일로1214번길 14-5
경기도 고양덕양구 내유동,431-17,0431,0017,화인빌A동,전세,31.51,202004,21,"        14,000",             0,2,2012,통일로1108번길 177
경기도 고양덕양구 내유동,477-5,0477,0005,화인타운,월세,35.95,202004,7,"         1,000",            60,4,2013,통일로 1194
경기도 고양덕양구 내유동,477-1,0477,0001,화인타운,월세,40.46,202004,28,"         1,000",            40,1,2013,통일로 1194-1
경기도 고양덕양구 내유동,668-6,0668,0006,휴그린(668-6),전세,66.51,202004,18,"        14,500",             0,1,2012,유산길17번길 48-10
경기도 고양덕양구 내유동,702-29,0702,0029,휴그린216동,전세,47.42,202004,6,"        12,000",             0,2,2017,명봉산로6번길 20-72
경기도 고양덕양구 덕은동,196,0196,0000,(196-0),전세,57.69,202004,28,"        16,000",             0,2,2015,덕은2로 6
경기도 고양덕양구 동산동,53-59,0053,0059,LG하우스,전세,54.5,202004,1,"        15,000",             0,2,2018,고양대로2002번길 96-2
경기도 고양덕양구 동산동,56-79,0056,0079,경진하이빌4동,전세,56.77,202004,8,"        25,500",             0,2,2018,고양대로1978번길 53
경기도 고양덕양구 동산동,343,0343,0000,동산마을화성파크드림PATIO,전세,59.9978,202004,2,"        35,000",             0,4,2016,동산1로 50
경기도 고양덕양구 동산동,343,0343,0000,동산마을화성파크드림PATIO,전세,59.9978,202004,9,"        30,000",             0,4,2016,동산1로 50
경기도 고양덕양구 동산동,56-130,0056,0130,코지캐슬2차나동,전세,45.21,202004,2,"        17,000",             0,3,2016,고양대로1978번길 75
경기도 고양덕양구 벽제동,512-40,0512,0040,상곡마을108동,전세,46.1,202004,3,"         7,000",             0,3,2006,보광로 78-30
경기도 고양덕양구 삼송동,65-5,0065,0005,JT 하우스 2(B동),월세,32.86,202004,3,"         6,000",            40,2,2020,삼송로193번길 109
경기도 고양덕양구 삼송동,143-73,0143,0073,삼송 힐하우스 102동,월세,55.454,202004,22,"         6,010",            46,4,2018,세솔로1길 24
경기도 고양덕양구 삼송동,48-8,0048,0008,삼송클래식(B동),전세,70.568,202004,21,"        20,000",             0,3,2010,삼송로185번길 64
경기도 고양덕양구 삼송동,58-13,0058,0013,세솔빌리지 E동,전세,50.96,202004,15,"        16,000",             0,2,2015,삼송로193번길 28-4
경기도 고양덕양구 삼송동,143-43,0143,0043,세솔주택(103동),전세,103.9,202004,25,"        27,000",             0,2,2008,삼송로136번길 24-22
경기도 고양덕양구 성사동,496-14,0496,0014,대성빌라가동(496-14),월세,33.12,202004,21,           500,            40,2,1989,마상로161번길 16
경기도 고양덕양구 성사동,496-17,0496,0017,대성빌라라동(496-17),월세,33.12,202004,1,"         1,000",            45,3,1989,마상로161번길 14-1
경기도 고양덕양구 성사동,496-25,0496,0025,대성빌라바동(496-25),전세,37.56,202004,2,"         4,000",             0,-1,1989,마상로161번길 8-5
경기도 고양덕양구 성사동,494-49,0494,0049,동양주택B동(494-49),전세,41.65,202004,15,"         6,000",             0,1,1990,마상로154번길 11-17
경기도 고양덕양구 성사동,338-27,0338,0027,삼부그린빌103동,전세,53.69,202004,8,"        18,000",             0,3,2016,고양대로1432번길 74
경기도 고양덕양구 성사동,519-10,0519,0010,오복다세대(519-10),전세,35.76,202004,17,"         5,000",             0,3,1988,마상로153번길 7
경기도 고양덕양구 성사동,408-30,0408,0030,원당하이츠빌(408-30),전세,60.38,202004,17,"        15,000",             0,4,2003,충장로475번길 30
경기도 고양덕양구 성사동,488-71,0488,0071,임창빌라라동(488-71),전세,37.98,202004,27,"         7,000",             0,2,1990,호국로834번길 73-9
경기도 고양덕양구 성사동,488-60,0488,0060,조광빌라가동(488-60),전세,39.81,202004,10,"         7,500",             0,3,1991,고양대로1395번길 75-1
경기도 고양덕양구 성사동,488-60,0488,0060,조광빌라가동(488-60),전세,39.81,202004,10,"         7,500",             0,3,1991,고양대로1395번길 75-1
경기도 고양덕양구 성사동,488-40,0488,0040,종건그린빌라(488-40),월세,43.02,202004,25,"         1,000",            50,2,1986,고양대로1407번길 69
경기도 고양덕양구 성사동,488-23,0488,0023,주봉빌라다동(488-23),전세,33.93,202004,24,"         7,500",             0,2,1990,고양대로1395번길 80-2
경기도 고양덕양구 성사동,415-5,0415,0005,지명빌라(415-5),월세,48.71,202004,20,"         1,000",            45,1,1996,고양대로1407번길 46-16
경기도 고양덕양구 성사동,422-7,0422,0007,현대그린빌라(422-7),전세,37.44,202004,13,"         7,500",             0,1,1989,마상로 200-14
경기도 고양덕양구 신원동,256-5,0256,0005,벧엘타운2차A동,전세,48.58,202004,23,"        20,000",             0,2,2018,호국로1284번길 106
경기도 고양덕양구 용두동,399,0399,0000,LG하우스 A동,전세,49.1,202004,10,"        20,000",             0,4,2016,화랑로332번길 11-9
경기도 고양덕양구 용두동,386-16,0386,0016,서인빌리지(102동),전세,58.56,202004,20,"        27,000",             0,3,2018,화랑로332번길 36
경기도 고양덕양구 원당동,908-6,0908,0006,사랑채 4동,전세,113.15,202004,20,"        28,000",             0,1,2015,공양왕길 14-18
경기도 고양덕양구 주교동,556-13,0556,0013,개나리빌라(556-13)4동,전세,41.58,202004,29,"        10,000",             0,3,1989,마상로107번길 86
경기도 고양덕양구 주교동,575-14,0575,0014,금강주택(575-14)가동,전세,33.84,202004,23,"         6,500",             0,3,1988,마상로 99
경기도 고양덕양구 주교동,305-8,0305,0008,대기빌라(305-8)가동,전세,36.48,202004,13,"         5,500",             0,2,1991,마상로63번길 18-15
경기도 고양덕양구 주교동,308-4,0308,0004,덕양빌라(308-4),전세,27.2,202004,15,"         3,000",             0,3,2002,마상로 71
경기도 고양덕양구 주교동,308,0308,0000,덕양원룸아파트,전세,27.885,202004,10,"         4,000",             0,1,1995,마상로 67
경기도 고양덕양구 주교동,596-1,0596,0001,동원2차주택(596-1),전세,45.09,202004,10,"         7,000",             0,1,1986,고양대로1315번길 86-21
경기도 고양덕양구 주교동,586-10,0586,0010,문화주택(586-10),전세,42.72,202004,24,"         6,000",             0,1,1989,원당로59번길 20
경기도 고양덕양구 주교동,565-8,0565,0008,부궁(565-5)B동,월세,34.38,202004,22,           500,            28,2,1990,원당로113번길 36-9
경기도 고양덕양구 주교동,574-3,0574,0003,부성빌라(574-3)가동,전세,49.74,202004,14,"         4,000",             0,3,1986,원당로101번길 72
경기도 고양덕양구 주교동,575-17,0575,0017,삼남하이츠(575-17)A동,월세,46.71,202004,9,           500,            37,2,1990,마상로 97-26
경기도 고양덕양구 주교동,560-1,0560,0001,삼일(560-1),전세,56.43,202004,2,"         9,000",             0,3,1985,원당로125번길 68
경기도 고양덕양구 주교동,618,0618,0000,세인다세대(618)A동,월세,37.92,202004,13,"         4,000",            20,3,1988,호국로811번길 37
경기도 고양덕양구 주교동,618,0618,0000,세인다세대(618)A동,월세,37.92,202004,13,"         4,000",            20,3,1988,호국로811번길 37
경기도 고양덕양구 주교동,586-1,0586,0001,신성베스티아,월세,55.63,202004,22,           595,            39,3,2019,원당로69번길 17
경기도 고양덕양구 주교동,586-1,0586,0001,신성베스티아,월세,55.63,202004,22,           595,            39,2,2019,원당로69번길 17
경기도 고양덕양구 주교동,586-1,0586,0001,신성베스티아,월세,54.7,202004,22,           586,            39,5,2019,원당로69번길 17
경기도 고양덕양구 주교동,586-1,0586,0001,신성베스티아,월세,55.63,202004,24,           595,            39,4,2019,원당로69번길 17
경기도 고양덕양구 주교동,589-16,0589,0016,신성타워빌(589-16)103동,전세,71.44,202004,9,"        15,000",             0,5,2004,원당로59번길 94-33
경기도 고양덕양구 주교동,589-16,0589,0016,신성타워빌(589-16)103동,전세,71.44,202004,24,"        17,500",             0,5,2004,원당로59번길 94-33
경기도 고양덕양구 주교동,559,0559,0000,영신빌라(559),전세,42.15,202004,6,"         5,500",             0,2,1986,원당로135번길 55
경기도 고양덕양구 주교동,567,0567,0000,우일아파트,전세,62.9,202004,25,"         4,000",             0,4,1992,원당로125번길 21
경기도 고양덕양구 주교동,593-3,0593,0003,원당빌라(593-3),월세,63.68,202004,4,"         3,000",            30,1,1985,고양대로1315번길 86-12
경기도 고양덕양구 주교동,311-4,0311,0004,중앙하이빌(311-4),전세,72.67,202004,1,"         9,000",             0,4,2003,마상로75번길 12-5
경기도 고양덕양구 주교동,592,0592,0000,초원다세대,전세,50.84,202004,6,"         8,000",             0,1,1985,고양대로1315번길 94
경기도 고양덕양구 주교동,305-1,0305,0001,현대그린빌라(305-1)1동,전세,36.12,202004,13,"         4,200",             0,2,1991,마상로63번길 18-9
경기도 고양덕양구 주교동,309-12,0309,0012,현대그린빌라(309-12)9동,월세,36.57,202004,24,"         2,000",            15,3,1991,마상로63번길 14-2
경기도 고양덕양구 주교동,560,0560,0000,현대맨션,전세,43.51,202004,8,"         8,000",             0,3,1984,원당로135번길 71
경기도 고양덕양구 주교동,560,0560,0000,현대맨션,전세,40.8,202004,15,"         7,000",             0,2,1984,원당로135번길 71
경기도 고양덕양구 토당동,834,0834,0000,경성빌라가동,전세,36.025,202004,6,"        10,000",             0,3,1990,지도로125번길 23-1
경기도 고양덕양구 토당동,848-12,0848,0012,내외빌라,전세,56.11,202004,18,"         8,500",             0,3,1991,지도로92번길 29
경기도 고양덕양구 토당동,53-45,0053,0045,능곡그린빌라,전세,75.6,202004,29,"        10,000",             0,2,1998,지도로79번길 40-11
경기도 고양덕양구 토당동,53-46,0053,0046,능곡그린빌라2차,전세,77.4,202004,4,"        14,000",             0,2,2000,지도로79번길 40-9
경기도 고양덕양구 토당동,900-7,0900,0007,도시형 생활주택 C동,전세,25.55,202004,30,"         8,000",             0,2,2015,지도로92번길 70
경기도 고양덕양구 토당동,868-14,0868,0014,동방빌리텔B,월세,32.33,202004,14,           500,            35,1,1998,토당로12번길 5-22
경기도 고양덕양구 토당동,292-38,0292,0038,명림,월세,47.25,202004,2,           700,            30,2,1983,능곡로13번길 46
경기도 고양덕양구 토당동,13,0013,0000,백조,전세,61,202004,20,"         9,000",             0,2,1983,지도로80번길 21
경기도 고양덕양구 토당동,847-3,0847,0003,보배빌라가동,전세,36.1,202004,23,"         7,500",             0,2,1991,지도로104번길 14-28
경기도 고양덕양구 토당동,399,0399,0000,삼화주택(399),전세,59.31,202004,10,"        12,000",             0,1,1983,지도로26번길 9
