시군구,번지,본번,부번,건물명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세(만원),층,건축년도,도로명
경기도 부천시 고강동,291-5,0291,0005,현대주택D동,전세,44.46,202001,7,"         5,000",             0,3,1984,고강로72번길 34
경기도 부천시 고강동,336-13,0336,0013,현지그린빌,전세,35.1,202001,20,"        21,000",             0,3,2015,원종로 125
경기도 부천시 괴안동,118-12,0118,0012,괴안동 118-12 리브 빌,전세,63.76,202001,7,"        24,000",             0,2,2019,부광로36번길 18
경기도 부천시 괴안동,118-12,0118,0012,괴안동 118-12 리브 빌,월세,66.85,202001,11,"         7,000",            50,2,2019,부광로36번길 18
경기도 부천시 괴안동,118-12,0118,0012,괴안동 118-12 리브 빌,전세,37.61,202001,14,"        22,000",             0,4,2019,부광로36번길 18
경기도 부천시 괴안동,201-24,0201,0024,궁전맨션3동,전세,30.6,202001,30,"         7,500",             0,4,2001,경인로577번길 60
경기도 부천시 괴안동,201-1,0201,0001,궁전맨션5동,전세,30.6,202001,13,"         7,000",             0,3,2001,경인로577번길 56
경기도 부천시 괴안동,99-52,0099,0052,금산하이빌B동,전세,54.2,202001,24,"        12,500",             0,2,2002,안곡로79번길 27
경기도 부천시 괴안동,91-6,0091,0006,남영라끄빌,전세,48.93,202001,31,"        18,000",             0,2,2014,안곡로49번길 16
경기도 부천시 괴안동,102-2,0102,0002,대현1차,전세,54.48,202001,21,"        12,000",             0,1,1985,부광로42번길 45
경기도 부천시 괴안동,184-26,0184,0026,로체샤르빌,전세,40.41,202001,6,"        18,500",             0,3,2016,안곡로197번길 12-1
경기도 부천시 괴안동,111-7,0111,0007,리버드림빌리지A동,전세,61,202001,21,"        20,300",             0,2,2001,경인로463번가길 5
경기도 부천시 괴안동,1-11,0001,0011,명성빌라(1-11),전세,58.53,202001,17,"        13,000",             0,3,2001,경인로425번길 36
경기도 부천시 괴안동,99-4,0099,0004,삼보(99-4),전세,46.33,202001,22,"        10,000",             0,4,1994,안곡로79번길 39
경기도 부천시 괴안동,120-30,0120,0030,삼성홈맨션(120-30),월세,36.08,202001,2,"         2,000",            45,2,2002,부광로42번길 11
경기도 부천시 괴안동,175-11,0175,0011,삼성홈맨션(175-11),전세,35.7,202001,29,"        10,000",             0,4,2003,경인로548번길 27-5
경기도 부천시 괴안동,175-11,0175,0011,삼성홈맨션(175-11),전세,35.7,202001,29,"        10,000",             0,4,2003,경인로548번길 27-5
경기도 부천시 괴안동,157-16,0157,0016,성우빌라나동,전세,32.58,202001,13,"         5,500",             0,-1,1988,안곡로149번길 31
경기도 부천시 괴안동,6-7,0006,0007,성원타운,전세,42.52,202001,28,"        14,000",             0,5,2002,소안로 72
경기도 부천시 괴안동,189-7,0189,0007,세원파크빌라,전세,45.11,202001,11,"        12,500",             0,3,2002,경인로535번길 96
경기도 부천시 괴안동,93-13,0093,0013,신풍,월세,50.08,202001,20,"         1,500",            50,2,1981,범안로35번길 42
경기도 부천시 괴안동,41-5,0041,0005,아남빌라,전세,32.52,202001,15,"         7,000",             0,4,1991,안곡로 116
경기도 부천시 괴안동,125-1,0125,0001,아람빌라A동,전세,29.4,202001,11,"         8,400",             0,2,1989,부광로15번길 14
경기도 부천시 괴안동,161-14,0161,0014,조은맨션다동,전세,34.97,202001,2,"        10,500",             0,5,2002,안곡로 154-1
경기도 부천시 괴안동,91,0091,0000,태림슈어빌,전세,34.955,202001,19,"        16,500",             0,4,2015,안곡로49번길 20
경기도 부천시 괴안동,178-4,0178,0004,한영아트빌라(178-4),전세,50.72,202001,30,"        11,000",             0,3,2002,안곡로159번길 26
경기도 부천시 괴안동,158-1,0158,0001,현대홈맨션빌라(158-1),전세,47.64,202001,10,"        12,000",             0,1,2001,부광로35번길 32
경기도 부천시 괴안동,158-1,0158,0001,현대홈맨션빌라(158-1),전세,47.64,202001,10,"        12,000",             0,1,2001,부광로35번길 32
경기도 부천시 내동,370,0370,0000,금정빌라(370),월세,74.84,202001,6,"         1,500",            30,3,1997,수도로245번길 10
경기도 부천시 내동,342-4,0342,0004,대성스카이빌(342-4),전세,40.71,202001,14,"        10,000",             0,5,2002,부천로432번길 33
경기도 부천시 내동,366,0366,0000,명보빌라트(366),전세,34.14,202001,3,"         8,000",             0,1,1992,수도로257번길 45
경기도 부천시 내동,329-3,0329,0003,미림주택(329-3),월세,48.69,202001,16,"         1,000",            50,1,1994,부천로416번길 44
경기도 부천시 내동,16-5,0016,0005,스타파크힐나동,전세,62.3,202001,8,"        21,500",             0,2,2016,삼작로118번길 25-1
경기도 부천시 내동,358,0358,0000,와이드뷰,전세,47.41,202001,13,"        20,000",             0,4,2017,수도로215번길 42
경기도 부천시 내동,333-5,0333,0005,청광아트빌(333-5),전세,31.74,202001,19,"        10,200",             0,3,2002,부천로420번길 34
경기도 부천시 내동,306-2,0306,0002,충무타운,전세,33.03,202001,30,"         9,500",             0,1,2001,부천로410번길 17
경기도 부천시 내동,306-3,0306,0003,충무타운나동,전세,33.03,202001,11,"        12,000",             0,3,2001,부천로410번길 21
경기도 부천시 내동,326-3,0326,0003,행운하이빌103동,월세,54.13,202001,29,"        13,800",             5,5,2003,삼작로 225-1
경기도 부천시 내동,31-28,0031,0028,효마을타운(31-28),월세,59.96,202001,14,"         5,000",            30,3,2002,삼작로96번길 47
경기도 부천시 내동,363-5,0363,0005,휴스타일(363-5),전세,13.26,202001,11,"         4,200",             0,3,2013,부천로436번길 85
경기도 부천시 도당동,61-12,0061,0012,경동주택1동,전세,28.89,202001,9,"         9,600",             0,2,1991,삼작로 261-8
경기도 부천시 도당동,113-19,0113,0019,그린베스트빌,전세,40.18,202001,13,"        12,500",             0,5,2012,수도로 254-10
경기도 부천시 도당동,118-11,0118,0011,더 로즈빌,전세,48.09,202001,2,"        26,900",             0,4,2018,삼작로280번길 9-6
경기도 부천시 도당동,118-11,0118,0011,더 로즈빌,전세,48.09,202001,6,"        28,000",             0,3,2018,삼작로280번길 9-6
경기도 부천시 도당동,118-11,0118,0011,더 로즈빌,전세,48.09,202001,8,"        26,900",             0,5,2018,삼작로280번길 9-6
경기도 부천시 도당동,63-18,0063,0018,도당맨션4동,전세,36.59,202001,31,"        14,000",             0,5,2002,삼작로256번길 11-10
경기도 부천시 도당동,67-32,0067,0032,동우팰리스 102동,전세,71.64,202001,15,"        20,000",             0,3,2016,삼작로256번길 65-11
경기도 부천시 도당동,50-3,0050,0003,"로즈파크뷰(A,B)",전세,74.055,202001,11,"        19,000",             0,4,2003,부천로354번길 61
경기도 부천시 도당동,136-3,0136,0003,방주빌라A동,전세,43.59,202001,14,"        12,000",             0,3,1995,수도로 270-1
경기도 부천시 도당동,29-11,0029,0011,"베스트빌(101,102동)",전세,36.85,202001,28,"        18,700",             0,2,2014,평천로849번길 69
경기도 부천시 도당동,115-3,0115,0003,선경아트빌3동,전세,59.8,202001,18,"        11,000",             0,1,1997,성곡로91번길 50
경기도 부천시 도당동,63-11,0063,0011,성원빌라가동,월세,39.84,202001,15,           500,            45,2,1990,삼작로268번길 16
경기도 부천시 도당동,118-17,0118,0017,신성빌라나동,전세,24.36,202001,9,"         4,500",             0,1,1991,삼작로280번길 9-10
경기도 부천시 도당동,264-3,0264,0003,신흥골드빌,월세,34.74,202001,19,"         3,000",            60,5,2012,길주로391번길 82
경기도 부천시 도당동,49-21,0049,0021,영광하이츠빌,월세,31.38,202001,20,           500,            45,3,2002,부천로366번길 48
경기도 부천시 도당동,49-21,0049,0021,영광하이츠빌,전세,31.38,202001,31,"         8,000",             0,5,2002,부천로366번길 48
경기도 부천시 도당동,33-10,0033,0010,우리하이빌,전세,37.05,202001,12,"        14,500",             0,5,2010,평천로849번길 16
경기도 부천시 도당동,119,0119,0000,한남빌리지,월세,48.809,202001,30,           727,            42,2,2014,삼작로280번길 21-6
경기도 부천시 도당동,121-9,0121,0009,한성빌라9동,전세,39.21,202001,5,"         6,000",             0,-1,1990,삼작로280번길 53-17
경기도 부천시 도당동,30-4,0030,0004,효성하이츠,전세,48.47,202001,23,"        17,100",             0,2,2011,평천로849번길 51-8
경기도 부천시 삼정동,292-1,0292,0001,경인빌라(292-1),전세,37.17,202001,4,"         6,000",             0,1,1993,삼작로74번길 100
경기도 부천시 삼정동,307-9,0307,0009,마메든,전세,37.64,202001,15,"        23,500",             0,5,2019,중동로414번길 19
경기도 부천시 삼정동,307-9,0307,0009,마메든,전세,44.7,202001,29,"        23,900",             0,2,2019,중동로414번길 19
경기도 부천시 삼정동,307-9,0307,0009,마메든,전세,50.75,202001,29,"        23,900",             0,2,2019,중동로414번길 19
경기도 부천시 삼정동,282-6,0282,0006,부일주택(282-6),전세,37.57,202001,8,"         4,000",             0,2,1989,석천로342번길 37
경기도 부천시 삼정동,289-12,0289,0012,쌍용빌라(289-12),전세,49.02,202001,7,"        11,200",             0,2,1999,중동로413번길 6
경기도 부천시 삼정동,313-10,0313,0010,아람채,월세,71.085,202001,21,           690,            27,2,2019,중동로408번길 34
경기도 부천시 삼정동,344,0344,0000,월드티파니타운(344),월세,66.17,202001,15,"         2,000",            60,2,2001,중동로388번길 18
경기도 부천시 삼정동,285-18,0285,0018,정석빌라,전세,73.15,202001,11,"         8,000",             0,4,2005,중동로437번길 10-1
경기도 부천시 삼정동,282-4,0282,0004,진흥아트빌(282-4),전세,48.21,202001,14,"         9,000",             0,2,2001,석천로342번길 41
경기도 부천시 상동,319-35,0319,0035,동해그랑빌 103동,전세,33.64,202001,22,"        10,000",             0,2,2002,부일로 283
경기도 부천시 상동,319-35,0319,0035,동해그랑빌 103동,전세,52.19,202001,27,"        13,000",             0,2,2002,부일로 283
경기도 부천시 상동,324-12,0324,0012,신도파크빌 나동,월세,37.01,202001,30,"         3,000",            70,2,2018,석천로2번길 49
경기도 부천시 상동,316-41,0316,0041,현대팰리스,전세,76.75,202001,8,"        20,500",             0,5,2012,부일로307번길 17
경기도 부천시 소사동,35-1,0035,0001,낙원아트빌,전세,42,202001,20,"        12,000",             0,5,2009,부일로619번길 18
경기도 부천시 소사동,16-2,0016,0002,명성그린빌라 A동,전세,59.23,202001,5,"        14,000",             0,2,1996,소사로301번길 31
경기도 부천시 소사동,41-18,0041,0018,삼부,전세,43.92,202001,10,"         6,000",             0,3,1986,부일로596번길 7
경기도 부천시 소사동,41-18,0041,0018,삼부,전세,43.92,202001,10,"         4,935",             0,3,1986,부일로596번길 7
경기도 부천시 소사동,9-16,0009,0016,선경빌,월세,71.96,202001,19,"         2,000",            35,2,2002,부흥로 477-1
경기도 부천시 소사동,39-12,0039,0012,성흥빌라,전세,40,202001,20,"        10,000",             0,4,2009,소사로276번길 47
경기도 부천시 소사동,39-2,0039,0002,아이파크빌,전세,38.52,202001,15,"        10,500",             0,2,2009,소사로282번길 68
경기도 부천시 소사본동,61-13,0061,0013,JAMES NATION 1차,전세,44.14,202001,22,"        17,000",             0,4,2016,경인로392번가길 25
경기도 부천시 소사본동,56-9,0056,0009,남영맨션,전세,50.42,202001,15,"        14,000",             0,3,2002,경인옛로95번길 11
경기도 부천시 소사본동,133-2,0133,0002,로얄빌라A동,월세,58.47,202001,13,"         1,000",            50,3,1995,경인옛로38번길 11
경기도 부천시 소사본동,181-13,0181,0013,명성빌라(181-13),전세,38.33,202001,28,"         7,000",             0,1,2001,소사로177번길 8-4
경기도 부천시 소사본동,155-28,0155,0028,삼원탑스빌,전세,48.17,202001,12,"        11,000",             0,4,2003,소삼로36번길 37
경기도 부천시 소사본동,166-28,0166,0028,선경맨션(166-28),전세,41.96,202001,8,"         9,000",             0,5,2002,소사로201번길 51
경기도 부천시 소사본동,113-1,0113,0001,승진빌라(113-1),전세,75.15,202001,30,"        16,000",             0,4,2000,호현로467번길 6-1
경기도 부천시 소사본동,68-5,0068,0005,양지타운(가동나동),월세,43.34,202001,8,"         2,000",            40,4,2001,경인옛로 16
경기도 부천시 소사본동,180-8,0180,0008,정인빌,월세,74.73,202001,13,"         4,207",            27,3,2019,은성로38번길 8
경기도 부천시 소사본동,180-8,0180,0008,정인빌,월세,75.72,202001,13,"         6,234",            18,2,2019,은성로38번길 8
경기도 부천시 소사본동,62-15,0062,0015,제일맨션(62-15),전세,52.12,202001,11,"        15,000",             0,3,2003,소안로73번길 44
경기도 부천시 소사본동,198-6,0198,0006,주상복합건물,전세,116.02,202001,21,"         7,500",             0,2,1994,은성로68번길 35
경기도 부천시 소사본동,221-27,0221,0027,한결주택,월세,43.51,202001,29,           416,            30,2,2017,소사로148번길 58-9
경기도 부천시 소사본동,147-34,0147,0034,한마을2차 나동,월세,61.655,202001,3,"         4,706",            18,4,2019,호현로439번길 8
경기도 부천시 소사본동,147-34,0147,0034,한마을2차 나동,월세,62.555,202001,28,"         4,775",            18,2,2019,호현로439번길 8
경기도 부천시 소사본동,283-31,0283,0031,휴먼그린빌,전세,56.5,202001,13,"        16,000",             0,3,2016,소사로148번길 87-3
경기도 부천시 송내동,674-3,0674,0003,SK HILLS,월세,39.9,202001,4,"         1,500",            50,5,2019,성주로132번길 38-7
경기도 부천시 송내동,390-6,0390,0006,SKY캐슬,월세,84.91,202001,5,"         1,000",            50,4,2019,중동로22번길 29
경기도 부천시 송내동,390-6,0390,0006,SKY캐슬,월세,69.3,202001,10,           200,            30,4,2019,중동로22번길 29
경기도 부천시 송내동,596-8,0596,0008,가인빌라,월세,66.19,202001,30,           300,            35,5,2010,심곡로22번길 46
경기도 부천시 송내동,300-13,0300,0013,동신아트빌,전세,35.58,202001,30,"         8,000",             0,4,2001,경인로9번길 75-10
경기도 부천시 송내동,679-13,0679,0013,삼성그린타운,전세,54.07,202001,3,"        24,900",             0,4,2019,마니로24번길 12
경기도 부천시 송내동,560-20,0560,0020,성도빌라(라동),전세,46.11,202001,13,"        14,400",             0,3,2002,경인로137번길 26
경기도 부천시 송내동,324-2,0324,0002,성주캐슬,전세,21.12,202001,22,"         8,000",             0,4,2013,경인로9번가길 10-11
경기도 부천시 송내동,611-6,0611,0006,예일탑스빌,전세,49.16,202001,9,"        11,500",             0,4,2002,성주로 141-1
경기도 부천시 송내동,605-11,0605,0011,토담101동,월세,54.16,202001,17,"         1,000",            45,5,2002,심곡로46번길 72
경기도 부천시 송내동,606-1,0606,0001,한도쉐르빌(606-1),전세,50.155,202001,6,"        16,600",             0,2,2008,심곡로34번길 81
경기도 부천시 송내동,606-1,0606,0001,한도쉐르빌(606-1),전세,50.155,202001,6,"        16,600",             0,2,2008,심곡로34번길 81
경기도 부천시 송내동,390-18,0390,0018,한미쉐마빌8동,전세,44.88,202001,28,"        14,000",             0,4,2001,중동로22번길 15
경기도 부천시 송내동,421-55,0421,0055,한성빌라(3동),월세,58.9,202001,7,"         3,000",            47,-1,2000,성주로34번길 18-17
경기도 부천시 송내동,308-19,0308,0019,현대아트빌2동,전세,66.71,202001,20,"        13,500",             0,5,2003,경인로 6
경기도 부천시 심곡동,136-19,0136,0019,(136-19),전세,23.4,202001,18,"         5,000",             0,4,2001,원미로37번길 36-6
경기도 부천시 심곡동,150-2,0150,0002,(150-2),월세,84.23,202001,28,"         2,000",            80,5,2008,부천로40번길 52
경기도 부천시 심곡동,464-23,0464,0023,GRAHACITY,월세,14.19,202001,15,"         1,000",            30,6,2013,신흥로22번길 15
경기도 부천시 심곡동,375-9,0375,0009,LG모던빌,전세,34.15,202001,8,"         7,000",             0,5,2001,부천로53번길 48
경기도 부천시 심곡동,134-18,0134,0018,거성빌라(134-18),전세,34.97,202001,11,"        11,000",             0,4,2001,부천로66번길 95
경기도 부천시 심곡동,134-18,0134,0018,거성빌라(134-18),월세,38.53,202001,13,"         3,000",            40,5,2001,부천로66번길 95
경기도 부천시 심곡동,420-2,0420,0002,건희,전세,20.28,202001,30,"         4,500",             0,2,2002,부천로53번길 65
경기도 부천시 심곡동,369-7,0369,0007,다우빌,전세,30.28,202001,30,"        12,000",             0,3,2014,부천로65번길 45
경기도 부천시 심곡동,296-1,0296,0001,대림프라우드빌,전세,32.35,202001,19,"        15,000",             0,3,2013,신흥로103번길 19
경기도 부천시 심곡동,296-1,0296,0001,대림프라우드빌,전세,32.35,202001,19,"        15,000",             0,3,2013,신흥로103번길 19
경기도 부천시 심곡동,152-29,0152,0029,대상하이츠,월세,34.39,202001,11,"         3,000",            50,7,2011,부천로40번길 43
경기도 부천시 심곡동,83-1,0083,0001,대준블루인,전세,65.48,202001,20,"        29,500",             0,5,2018,조마루로366번길 56
경기도 부천시 심곡동,132-9,0132,0009,동양빌리지(132-9),전세,47.19,202001,13,"        11,000",             0,4,2003,원미로37번길 6
경기도 부천시 심곡동,151-2,0151,0002,드림캐슬,전세,36.9,202001,4,"        19,000",             0,4,2016,부천로40번길 49-6
경기도 부천시 심곡동,488-5,0488,0005,명성빌라(488-5),월세,59.17,202001,6,"         2,500",            45,4,1997,부일로537번길 25
경기도 부천시 심곡동,149-8,0149,0008,모던빌2,월세,19.11,202001,3,           500,            32,3,2001,부천로36번길 30
경기도 부천시 심곡동,373-1,0373,0001,새청원파크빌,월세,55.73,202001,11,           500,            35,3,2002,장말로362번길 6
경기도 부천시 심곡동,373-1,0373,0001,새청원파크빌,월세,55.73,202001,11,           500,            35,3,2002,장말로362번길 6
경기도 부천시 심곡동,377-10,0377,0010,선경그린힐,월세,37.8,202001,7,"         3,000",            45,3,2002,장말로352번길 43
경기도 부천시 심곡동,429-29,0429,0029,세린하우스,전세,36.85,202001,22,"        14,000",             0,6,2016,신흥로86번길 35
경기도 부천시 심곡동,297-28,0297,0028,소사빌리지103동104동,전세,52.29,202001,21,"        17,200",             0,5,2003,신흥로 95-1
경기도 부천시 심곡동,156-12,0156,0012,신주아트빌(B동),월세,69.79,202001,9,"         3,000",            60,2,2008,부천로66번길 29
경기도 부천시 심곡동,137-6,0137,0006,심곡하이츠,전세,38.78,202001,20,"        15,500",             0,5,2003,원미로31번길 42-1
경기도 부천시 심곡동,369-14,0369,0014,쌍용빌라B동,월세,39.38,202001,11,           500,            45,5,2002,부천로65번길 57
경기도 부천시 심곡동,127-10,0127,0010,엘지타운,전세,36.77,202001,14,"         8,000",             0,4,2002,부일로518번길 27
경기도 부천시 심곡동,362-16,0362,0016,우림노블레스(103동),전세,34.74,202001,29,"        17,300",             0,4,2010,신흥로25번길 19
경기도 부천시 심곡동,132-27,0132,0027,은하빌라,전세,45.6,202001,27,"        15,000",             0,4,1994,원미로37번길 18
경기도 부천시 심곡동,402-1,0402,0001,은행스카이빌,전세,59.54,202001,10,"        13,000",             0,4,2002,부일로 435-13
경기도 부천시 심곡동,153-7,0153,0007,은혜빌,월세,36.79,202001,13,"         3,000",            50,2,2013,부천로66번길 53
경기도 부천시 심곡동,447-5,0447,0005,정화빌라(101동),월세,47.75,202001,28,"         2,000",            50,1,2002,신흥로86번길 9
경기도 부천시 심곡동,129-12,0129,0012,지스테이하우스,전세,63.87,202001,7,"        23,000",             0,12,2018,원미로17번길 16
경기도 부천시 심곡동,129-12,0129,0012,지스테이하우스,전세,63.87,202001,7,"        23,000",             0,12,2018,원미로17번길 16
경기도 부천시 심곡동,129-12,0129,0012,지스테이하우스,전세,55.24,202001,17,"        22,000",             0,13,2018,원미로17번길 16
경기도 부천시 심곡동,126-1,0126,0001,진양,전세,36.6,202001,5,"        11,500",             0,1,1983,부흥로413번길 15
경기도 부천시 심곡동,134-1,0134,0001,진양아트빌,월세,34.97,202001,10,"         1,000",            48,5,2001,부천로66번길 93
경기도 부천시 심곡동,443-27,0443,0027,진우빌트,월세,51.03,202001,14,"         5,000",            20,1,2001,신흥로106번길 11-6
경기도 부천시 심곡동,150-9,0150,0009,청송빌라,전세,50.59,202001,11,"         9,000",             0,5,2003,부흥로424번길 34
경기도 부천시 심곡동,370-1,0370,0001,태우,월세,62.55,202001,28,"         3,000",            35,1,1979,신흥로92번길 76
경기도 부천시 심곡동,404-5,0404,0005,한일스위트빌,전세,24.7,202001,2,"         6,500",             0,2,2001,신흥로46번길 50
경기도 부천시 심곡동,404-5,0404,0005,한일스위트빌,전세,47.46,202001,19,"        15,000",             0,3,2001,신흥로46번길 50
경기도 부천시 심곡동,374-11,0374,0011,현대빌라B,전세,45.78,202001,21,"        11,500",             0,4,2002,부천로57번길 30
경기도 부천시 심곡동,374-11,0374,0011,현대빌라B,전세,45.78,202001,21,"        11,500",             0,4,2002,부천로57번길 30
경기도 부천시 심곡동,138-15,0138,0015,현대빌리지7차,전세,71.1,202001,23,"        13,000",             0,1,2000,원미로31번길 41
경기도 부천시 심곡본동,803,0803,0000,대진(가~바동),전세,43.92,202001,4,"         5,000",             0,1,1986,마니로 29
경기도 부천시 심곡본동,803,0803,0000,대진(가~바동),전세,46.62,202001,18,"         9,000",             0,2,1986,마니로 29
경기도 부천시 심곡본동,803,0803,0000,대진(가~바동),전세,46.62,202001,31,"         8,000",             0,1,1986,마니로 29
경기도 부천시 심곡본동,647-14,0647,0014,동서파크뷰,전세,48.2,202001,18,"        16,700",             0,2,2015,심곡로39번길 34-5
경기도 부천시 심곡본동,687-30,0687,0030,미래그린빌라,전세,38.18,202001,22,"         7,500",             0,4,2001,성주로243번길 10
경기도 부천시 심곡본동,743-28,0743,0028,부영빌라(743-28),월세,49.28,202001,28,"         2,000",            60,3,1997,성무로21번길 27
경기도 부천시 심곡본동,628-18,0628,0018,삼성쉐르빌(102동),월세,44.97,202001,3,"         1,000",            60,2,2001,성주로188번길 5
경기도 부천시 심곡본동,628-18,0628,0018,삼성쉐르빌(102동),전세,44.97,202001,25,"         2,000",             0,4,2001,성주로188번길 5
경기도 부천시 심곡본동,650-14,0650,0014,삼성홈맨션(A동),월세,35.91,202001,20,"         1,000",            40,5,2002,성주로231번길 40
경기도 부천시 심곡본동,578-1,0578,0001,성도리치빌,월세,42.99,202001,23,"         2,000",            70,3,2018,경인로182번길 47
경기도 부천시 심곡본동,530-367,0530,0367,성호빌라,월세,55.955,202001,13,"         2,000",            35,4,2002,성무로21번길 6
경기도 부천시 심곡본동,573-2,0573,0002,수정빌라,월세,45.64,202001,10,           500,            45,1,1983,심곡로10번길 27
경기도 부천시 심곡본동,569-4,0569,0004,우림타운(A동),전세,73.42,202001,12,"        16,000",             0,4,2003,성주로214번길 9-3
경기도 부천시 심곡본동,630-4,0630,0004,우석하이츠빌,전세,59.8,202001,28,"        17,500",             0,2,2008,심곡로67번길 30-7
경기도 부천시 심곡본동,612-10,0612,0010,재우아트빌,전세,37.88,202001,16,"        10,000",             0,4,2003,성주로 181
경기도 부천시 심곡본동,622-3,0622,0003,조양그랜드빌(622-3),전세,59.91,202001,2,"        14,000",             0,1,2001,성주로176번길 16
경기도 부천시 심곡본동,604-1,0604,0001,중앙리더스빌,전세,38.54,202001,13,"        12,000",             0,4,2013,심곡로39번길 3
경기도 부천시 심곡본동,650-1,0650,0001,태림아트빌,전세,37.24,202001,4,"        13,200",             0,5,2011,경인로224번길 70
경기도 부천시 심곡본동,621-1,0621,0001,펠리스타운3차,월세,44.56,202001,22,"         2,500",            50,5,2011,성주로 172
경기도 부천시 심곡본동,657-2,0657,0002,현대팰리스,전세,40.86,202001,26,"        14,000",             0,2,2012,경인로224번길 42
경기도 부천시 심곡본동,745-15,0745,0015,홍심빌라,월세,56.17,202001,15,"         2,000",            57,3,2012,성무로17번길 29
경기도 부천시 약대동,182-63,0182,0063,금호빌라,월세,41.4,202001,21,"         1,500",            45,1,1992,석천로 328-1
경기도 부천시 약대동,71-4,0071,0004,늘푸른빌,전세,38.03,202001,6,"        18,300",             0,2,2018,약대로 40
경기도 부천시 약대동,151-25,0151,0025,모던빌라4동,전세,59.08,202001,17,"        15,500",             0,4,2002,중동로 350-9
경기도 부천시 약대동,151-27,0151,0027,모던빌라6동,전세,59.59,202001,10,"        16,000",             0,2,2002,도약로189번길 9
경기도 부천시 약대동,65,0065,0000,빌스테이트,전세,52.44,202001,30,"        15,000",             0,5,2016,약대로19번길 22-22
경기도 부천시 약대동,63-2,0063,0002,제네스빌,월세,21.25,202001,21,           500,            45,3,2016,약대로 30
경기도 부천시 약대동,79-20,0079,0020,테크노빌비동,전세,50.63,202001,8,"        10,000",             0,5,2003,평천로696번길 21-7
경기도 부천시 약대동,34-3,0034,0003,행복마을,전세,79.84,202001,22,"        12,000",             0,5,2020,약대로19번길 32-1
경기도 부천시 약대동,34-19,0034,0019,행복마을,전세,48.98,202001,28,"         9,000",             0,4,2020,약대로19번길 32-1
경기도 부천시 여월동,1-37,0001,0037,금보빌라(1-37),전세,44,202001,28,"         9,000",             0,1,1993,수도로 312-1
경기도 부천시 여월동,7-100,0007,0100,남영빌라(7-100),전세,37.44,202001,31,"         7,000",             0,4,1993,삼작로346번길 17
경기도 부천시 여월동,48-24,0048,0024,늘편한하우스,전세,44.88,202001,2,"        17,000",             0,2,2017,소사로656번길 18
경기도 부천시 여월동,54-11,0054,0011,대창(54-11),전세,34.82,202001,3,"         6,000",             0,2,1985,삼작로306번길 39
경기도 부천시 여월동,9-10,0009,0010,부원아트빌,월세,38.36,202001,3,           500,            45,4,2003,성곡로28번길 9
경기도 부천시 여월동,53-9,0053,0009,삼남빌라(53-9),월세,39.9,202001,20,"         1,000",            20,2,1996,삼작로302번길 41-10
경기도 부천시 여월동,5-11,0005,0011,소산빌라(5-11),전세,33.3,202001,4,"         5,000",             0,3,1993,성곡로63번길 13
경기도 부천시 여월동,10-2,0010,0002,스마트 빌,전세,30.82,202001,15,"        17,200",             0,4,2016,성곡로28번길 10
경기도 부천시 여월동,3-76,0003,0076,아남맨션,전세,39.99,202001,18,"         8,000",             0,3,1991,성곡로92번길 49
경기도 부천시 여월동,42-20,0042,0020,예린빌라 2차,월세,70.47,202001,18,"        10,000",            44,1,2013,성곡로33번길 17
경기도 부천시 여월동,3-82,0003,0082,우성빌라(3-82),전세,38.64,202001,23,"        13,000",             0,2,1994,성곡로98번길 58
경기도 부천시 여월동,4-18,0004,0018,한성빌라(4-18),전세,41.22,202001,30,"         9,400",             0,4,1991,성곡로98번길 18
경기도 부천시 역곡동,45-28,0045,0028,Lk시성원빌,월세,70.34,202001,5,"         2,000",            35,2,2012,지봉로34번길 30-7
경기도 부천시 역곡동,50-4,0050,0004,VILL504,전세,18.06,202001,8,"         6,500",             0,2,2012,부일로 707-1
경기도 부천시 역곡동,50-4,0050,0004,VILL504,월세,18.23,202001,8,"         2,000",            45,3,2012,부일로 707-1
경기도 부천시 역곡동,50-4,0050,0004,VILL504,전세,18.07,202001,31,"         6,000",             0,2,2012,부일로 707-1
경기도 부천시 역곡동,110-5,0110,0005,거성타운 가동,전세,31.32,202001,22,"        16,000",             0,3,2015,역곡로20번길 42
경기도 부천시 역곡동,110-5,0110,0005,거성타운 가동,전세,31.32,202001,22,"         4,500",             0,3,2015,역곡로20번길 42
경기도 부천시 역곡동,62-1,0062,0001,공존펠리체,월세,31.6,202001,22,"         2,000",            50,5,2012,지봉로77번길 15-34
경기도 부천시 역곡동,108-4,0108,0004,늘뫼빌라,월세,29.4,202001,23,"         1,000",            36,4,1994,역곡로26번길 45
경기도 부천시 역곡동,45-40,0045,0040,덕산그린빌,전세,16.44,202001,8,"         3,500",             0,1,2002,부일로685번길 16-6
경기도 부천시 역곡동,45-40,0045,0040,덕산그린빌,전세,18.44,202001,31,"         4,500",             0,3,2002,부일로685번길 16-6
경기도 부천시 역곡동,21-11,0021,0011,마이홈비취A동,전세,48.06,202001,12,"        13,300",             0,1,1994,부일로 633
경기도 부천시 역곡동,79-8,0079,0008,메종드레브,전세,16.56,202001,6,"         5,700",             0,5,2012,역곡로1번길 32
경기도 부천시 역곡동,114-8,0114,0008,명성홈타운(114-8),전세,45.54,202001,16,"        15,000",             0,4,2002,역곡로20번길 80
경기도 부천시 역곡동,243,0243,0000,목화빌라(243-0),전세,59.54,202001,14,"        16,000",             0,2,2001,부일로809번길 36-8
