시군구,번지,본번,부번,건물명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세(만원),층,건축년도,도로명
경기도 군포시 금정동,748-45,0748,0045,청명(748-45),전세,36.44,202007,4,"        10,000",             0,1,1990,금당로 158
경기도 군포시 금정동,84-3,0084,0003,평화,전세,41.22,202007,8,"        10,000",             0,3,1986,군포로683번안길 9-17
경기도 군포시 금정동,764-9,0764,0009,현대,전세,57.89,202007,15,"        10,400",             0,3,1986,당산로107번길 4-6
경기도 군포시 금정동,903-3,0903,0003,호영빌라(903-3),전세,59.94,202007,5,"        16,500",             0,4,2001,군포로683번길 37
경기도 군포시 금정동,725-16,0725,0016,홈스토리(725-16),전세,32.23,202007,15,"        14,500",             0,5,2016,금산로12번길 23
경기도 군포시 당동,746-7,0746,0007,(746-7),전세,41.5131,202007,25,"        26,000",             0,16,2020,군포로 559
경기도 군포시 당동,746-7,0746,0007,(746-7),전세,41.5131,202007,27,"        26,000",             0,15,2020,군포로 559
경기도 군포시 당동,762-17,0762,0017,(762-17),월세,80.6,202007,29,"         1,851",            63,4,2019,당동로32번길 22
경기도 군포시 당동,972-5,0972,0005,개성존스빌2,전세,19.22,202007,1,"         8,500",             0,4,2013,용호1로16번길 9
경기도 군포시 당동,738-45,0738,0045,그린빌리지A(738-45),전세,54.38,202007,17,"        14,000",             0,3,2002,산본로 211
경기도 군포시 당동,774-15,0774,0015,뉴골든타운(774-15),전세,36.26,202007,22,"         9,500",             0,3,1988,당산로7번길 10
경기도 군포시 당동,774-22,0774,0022,뉴골든타운(774-22),월세,35.49,202007,6,"         1,000",            45,3,1988,당산로19번안길 13-1
경기도 군포시 당동,756-3,0756,0003,다경아트(756-3),전세,59.92,202007,15,"        15,000",             0,2,1994,금당로 84
경기도 군포시 당동,746-3,0746,0003,더그레이트힐,전세,43.7,202007,6,"        21,900",             0,2,2019,군포로565번길 3-1
경기도 군포시 당동,746-3,0746,0003,더그레이트힐,전세,43.7,202007,7,"        21,900",             0,2,2019,군포로565번길 3-1
경기도 군포시 당동,746-3,0746,0003,더그레이트힐,전세,43.7,202007,16,"        22,700",             0,5,2019,군포로565번길 3-1
경기도 군포시 당동,746-3,0746,0003,더그레이트힐,전세,43.7,202007,18,"        21,900",             0,3,2019,군포로565번길 3-1
경기도 군포시 당동,746-3,0746,0003,더그레이트힐,전세,43.7,202007,28,"        22,700",             0,4,2019,군포로565번길 3-1
경기도 군포시 당동,746-3,0746,0003,더그레이트힐,전세,43.7,202007,28,"        22,700",             0,4,2019,군포로565번길 3-1
경기도 군포시 당동,769-37,0769,0037,럭키(769-37),전세,44.22,202007,15,"        10,000",             0,4,1992,당동로22번길 16-2
경기도 군포시 당동,762-3,0762,0003,미소지움 5차,전세,52.46,202007,11,"        23,500",             0,5,2018,당동로32번안길 25
경기도 군포시 당동,899-27,0899,0027,뷰티장미,전세,60.605,202007,20,"        17,500",             0,4,2000,군포로490번길 43
경기도 군포시 당동,899-27,0899,0027,뷰티장미,전세,60.605,202007,20,"        17,500",             0,4,2000,군포로490번길 43
경기도 군포시 당동,973-1,0973,0001,블루힐(973-1),월세,23.0235,202007,15,"         3,000",            38,2,2010,용호1로16번길 14
경기도 군포시 당동,783-81,0783,0081,삼성래미안(783-81),월세,42.12,202007,15,"         2,000",            35,5,2003,봉성로25번길 17
경기도 군포시 당동,915,0915,0000,영지(915-0),월세,60.24,202007,13,"         3,000",            65,1,2000,군포로456번길 19-10
경기도 군포시 당동,948-1,0948,0001,원촌샤인힐하우스,전세,27.91,202007,25,"        11,000",             0,5,2015,금당로69번길 21
경기도 군포시 당동,912-9,0912,0009,이스트힐,전세,55.16,202007,6,"        23,000",             0,4,2018,군포로456번길 35-13
경기도 군포시 당동,760-19,0760,0019,재광타운(760-19),월세,31.03,202007,20,"         1,000",            40,2,1990,금당로 48
경기도 군포시 당동,768-7,0768,0007,정일하이츠(768-7),전세,35.94,202007,2,"        13,000",             0,1,1989,당동로12번길 29
경기도 군포시 당동,914-6,0914,0006,제일(914-6),월세,20.13,202007,10,           500,            33,3,2001,군포로456번길 27-6
경기도 군포시 당동,792-13,0792,0013,창훈빌라(792-13),전세,36.3,202007,2,"        10,000",             0,2,1990,당동로17번길 38-1
경기도 군포시 당동,792-13,0792,0013,창훈빌라(792-13),전세,36.3,202007,2,"        10,000",             0,2,1990,당동로17번길 38-1
경기도 군포시 당동,912,0912,0000,해피빌A동(912),전세,66.48,202007,1,"        15,500",             0,4,2001,고산로228번길 16
경기도 군포시 당동,912,0912,0000,해피빌A동(912),전세,66.48,202007,13,"        15,500",             0,4,2001,고산로228번길 16
경기도 군포시 당동,790-3,0790,0003,현대(790-3),전세,53.33,202007,4,"        13,500",             0,4,1998,당동로21번안길 5
경기도 군포시 당정동,980-12,0980,0012,(980-12),월세,14.35,202007,30,"         1,000",            35,5,2013,한세로66번길 24
경기도 군포시 당정동,975-3,0975,0003,골든빌,전세,10.838,202007,7,"         6,000",             0,6,2013,한세로 72
경기도 군포시 당정동,996-2,0996,0002,남광하우스(996-2),월세,14.7,202007,17,"         4,000",            20,2,2012,고산로185번길 25
경기도 군포시 당정동,965-1,0965,0001,"퍼스트힐 A동,B동",전세,45.63,202007,6,"        17,500",             0,5,2015,한세로56번길 4-10
경기도 군포시 대야미동,643-1,0643,0001,(643-1),월세,18.89,202007,13,           500,            35,4,2013,대야2로 143
경기도 군포시 대야미동,648-6,0648,0006,목화빌라11동12동,전세,49.09,202007,6,"        10,000",             0,2,1991,대야1로24번길 20
경기도 군포시 부곡동,1119,1119,0000,거성 아우룸팰리스1차,전세,35.27,202007,8,"        24,000",             0,3,2017,번영로28번길 37-5
경기도 군포시 산본동,73,0073,0000,(73-0),월세,23.77,202007,14,"         2,000",            45,4,2013,고산로 730
경기도 군포시 산본동,90-45,0090,0045,(90-45),전세,12.21,202007,29,"         7,000",             0,5,2013,군포로753번길 40
경기도 군포시 산본동,239-12,0239,0012,그레이스빌,전세,21.09,202007,24,"        11,000",             0,3,2016,군포로741번길 30
경기도 군포시 산본동,239-12,0239,0012,그레이스빌,전세,17.28,202007,30,"        10,000",             0,4,2016,군포로741번길 30
경기도 군포시 산본동,239-12,0239,0012,그레이스빌,전세,17.28,202007,30,"        11,000",             0,3,2016,군포로741번길 30
경기도 군포시 산본동,82-13,0082,0013,더블레싱(82-13),전세,18.75,202007,1,"        10,000",             0,3,2012,군포로761번길 68
경기도 군포시 산본동,82-13,0082,0013,더블레싱(82-13),전세,21.85,202007,29,"        10,000",             0,3,2012,군포로761번길 68
경기도 군포시 산본동,90-17,0090,0017,산본리버시티,전세,16.6,202007,16,"         9,000",             0,2,2012,군포로761번길 57
경기도 군포시 산본동,90-18,0090,0018,삼성빌라,월세,35.94,202007,3,"         1,000",            41,1,1989,군포로761번길 53-8
경기도 군포시 산본동,74,0074,0000,수성드림빌2차,전세,47.88,202007,30,"        18,000",             0,4,2013,고산로 732
경기도 군포시 산본동,1034-15,1034,0015,신흥빌라,전세,75.79,202007,16,"        12,500",             0,2,1999,당산로197번길 7
경기도 군포시 산본동,55-5,0055,0005,영화,전세,35.98,202007,1,"        11,000",             0,3,1988,산본천로199번길 67
경기도 군포시 산본동,73-35,0073,0035,정일하이츠4동,전세,49.32,202007,5,"        13,000",             0,1,1988,고산로724번길 7-4
경기도 군포시 산본동,73-36,0073,0036,정일하이츠6동,월세,46.78,202007,10,"         1,000",            41,-1,1988,고산로724번길 7-3
경기도 군포시 산본동,73-9,0073,0009,정일하이츠빌라3동,전세,37.19,202007,24,"         7,000",             0,-1,1988,고산로724번길 7-9
경기도 군포시 산본동,226-4,0226,0004,퀸즈하임(Queen's Heim),전세,49.78,202007,10,"        16,000",             0,4,2015,금산로72번길 18
경기도 군포시 산본동,80-20,0080,0020,풍림빌라(80-20),전세,36.51,202007,19,"         9,000",             0,-1,1990,군포로775번길 76
경기도 군포시 산본동,80-15,0080,0015,효삼빌라(80-15),월세,36.265,202007,6,"         1,000",            50,1,1989,군포로775번길 70
경기도 군포시 산본동,80-17,0080,0017,효삼빌라(80-17),전세,36.15,202007,28,"        13,000",             0,3,1989,군포로775번길 68-1
경기도 김포시 감정동,456-1,0456,0001,대지,전세,70.2,202007,18,"         6,000",             0,2,1985,봉화로167번길 6-14
경기도 김포시 감정동,523-10,0523,0010,더포인트,전세,44.76,202007,9,"        13,500",             0,3,2016,중봉로58번길 34
경기도 김포시 감정동,523-11,0523,0011,청옥캐슬,전세,44.64,202007,1,"        18,000",             0,6,2016,중봉로58번길 36
경기도 김포시 고촌읍 신곡리,1202,1202,0000,고촌솔리힐더테라스,전세,84.9593,202007,18,"        32,000",             0,3,2018,수기로 78
경기도 김포시 고촌읍 신곡리,577-21,0577,0021,디아이빌4단지,전세,46.18,202007,15,"        18,000",             0,3,2015,인향로24번길 66-22
경기도 김포시 고촌읍 신곡리,577-21,0577,0021,디아이빌4단지,전세,50.53,202007,17,"        21,000",             0,2,2015,인향로24번길 66-22
경기도 김포시 고촌읍 신곡리,577-12,0577,0012,디아이빌5단지,전세,55.96,202007,10,"        18,000",             0,3,2016,인향로24번길 66-21
경기도 김포시 고촌읍 신곡리,577-12,0577,0012,디아이빌5단지,전세,55.96,202007,25,"        18,000",             0,3,2016,인향로24번길 66-21
경기도 김포시 고촌읍 신곡리,491-5,0491,0005,럭키타운8동,전세,45.11,202007,30,"         5,500",             0,1,1987,은행영사정로23번길 69-1
경기도 김포시 고촌읍 신곡리,466-3,0466,0003,베아르시,전세,29.95,202007,9,"        15,500",             0,2,2019,장차로 48
경기도 김포시 고촌읍 신곡리,492-50,0492,0050,신성빌라 A1차,월세,58.08,202007,8,"         1,000",            30,4,1992,은행영사정로23번길 91
경기도 김포시 마산동,620-2,0620,0002,자이더빌리지메트로2단지,전세,84.9854,202007,1,"        32,000",             0,1,2018,김포한강8로218번길 87
경기도 김포시 북변동,434-4,0434,0004,송악하얀집,월세,47.05,202007,30,           883,            29,3,2019,북변중로23번길 44
경기도 김포시 북변동,434-4,0434,0004,송악하얀집,월세,50.36,202007,31,           945,            31,2,2019,북변중로23번길 44
경기도 김포시 북변동,207-1,0207,0001,한마을 다동,월세,55.92,202007,30,           549,            25,4,2018,봉화로 155
경기도 김포시 북변동,112-18,0112,0018,황금(112-18),전세,64.91,202007,30,"        12,000",             0,2,1989,북변로 37-23
경기도 김포시 사우동,238-26,0238,0026,삼성골드빌라,전세,81.7,202007,6,"         8,000",             0,4,2003,사우중로3번길 57
경기도 김포시 사우동,1260,1260,0000,영재리치빌A동,전세,34.53,202007,9,"        16,700",             0,3,2020,봉화로51번길 66
경기도 김포시 사우동,1260,1260,0000,영재리치빌A동,전세,34.53,202007,9,"        16,700",             0,3,2020,봉화로51번길 66
경기도 김포시 사우동,1260,1260,0000,영재리치빌A동,전세,32.66,202007,12,"        18,700",             0,4,2020,봉화로51번길 66
경기도 김포시 사우동,1309-7,1309,0007,울루물루타운하우스401동402동403동,전세,57.555,202007,10,"        18,900",             0,2,2018,봉화로51번길 32-3
경기도 김포시 사우동,1309-7,1309,0007,울루물루타운하우스401동402동403동,전세,57.555,202007,10,"        18,900",             0,2,2018,봉화로51번길 32-3
경기도 김포시 사우동,213-1,0213,0001,위너스타운,전세,60.25,202007,14,"        20,200",             0,2,2015,봉화로 42
경기도 김포시 사우동,255-1,0255,0001,칠성(255-1),월세,82.33,202007,6,           500,            40,3,1985,돌문로 63
경기도 김포시 사우동,1255,1255,0000,하늘숲빌라,전세,42.17,202007,18,"        14,800",             0,3,2019,봉화로51번길 46-16
경기도 김포시 사우동,201-10,0201,0010,할렐루야,전세,51.59,202007,7,"         6,000",             0,3,1985,돌문로 81
경기도 김포시 양촌읍 구래리,428-8,0428,0008,양지주택(428-8),월세,41.04,202007,9,           500,            25,1,1986,양곡1로24번길 24-2
경기도 김포시 양촌읍 양곡리,382-8,0382,0008,삼성베스트빌,전세,47.11,202007,16,"        13,000",             0,2,2016,양곡1로31번길 35-16
경기도 김포시 운양동,1341-41,1341,0041,라피아노101동102동103동104동,전세,84.56,202007,4,"        50,000",             0,1,2019,모담공원로28번길 46-26
경기도 김포시 운양동,1337-1,1337,0001,한신더휴 테라스 11,월세,84.9896,202007,11,"         5,000",           150,4,2017,김포한강1로 309
경기도 김포시 운양동,1339-1,1339,0001,한신더휴 테라스 8,전세,84.9603,202007,6,"        37,000",             0,1,2017,김포한강11로 288-48
경기도 김포시 통진읍 도사리,755-3,0755,0003,지음채102동,전세,51.26,202007,15,"        15,900",             0,2,2018,흥신로254번길 54
경기도 김포시 통진읍 도사리,765-4,0765,0004,통진맨션6동,전세,58.205,202007,25,"         4,000",             0,3,2000,흥신로254번길 40-34
경기도 김포시 통진읍 도사리,778-6,0778,0006,현대파크빌(나동),전세,51.64,202007,30,"         8,000",             0,3,2011,흥신로254번길 10-40
경기도 김포시 통진읍 마송리,310-2,0310,0002,하임빌리지 2차,전세,45.94,202007,28,"        13,000",             0,1,2018,마송2로104번길 15
경기도 김포시 통진읍 서암리,411-4,0411,0004,(411-4),전세,52.34,202007,8,"        10,000",             0,4,2015,소서명로 27-19
경기도 김포시 통진읍 서암리,840-15,0840,0015,(840-15),전세,55.59,202007,27,"        17,700",             0,5,2017,담터로 28
경기도 김포시 통진읍 서암리,886-10,0886,0010,온누리씨티201동과202동,월세,67.72,202007,27,"         1,010",            55,1,2017,조강로 148
경기도 김포시 통진읍 서암리,842-1,0842,0001,유호팰리스101동및102동,전세,51.59,202007,13,"        12,500",             0,3,2018,담터로 40
경기도 김포시 풍무동,88-4,0088,0004,매산빌라,전세,84.06,202007,28,"        11,000",             0,4,1999,승가로 14-2
경기도 김포시 하성면 마곡리,610,0610,0000,골드스카이빌,전세,44.06,202007,9,"        13,200",             0,4,2018,태산로13번길 36
경기도 김포시 하성면 마곡리,631-28,0631,0028,아너하임,월세,70.11,202007,8,"         1,000",            50,3,2019,애기봉로806번길 68-30
경기도 남양주시 금곡동,171-8,0171,0008,남양빌라,전세,38.04,202007,10,"         6,500",             0,3,2004,경춘로양골4길 5
경기도 남양주시 금곡동,185-41,0185,0041,세광빌라,전세,76.44,202007,17,"        17,000",             0,2,2004,경춘로양골1길 10
경기도 남양주시 금곡동,203-15,0203,0015,조은허브빌,월세,31.17,202007,10,           328,            13,5,2017,경춘로양골1길 9-19
경기도 남양주시 금곡동,172-23,0172,0023,한림주택,전세,58.89,202007,16,"         8,500",             0,3,1985,경춘로1015번길 26-5
경기도 남양주시 다산동,4047-27,4047,0027,(47-27),전세,37.96,202007,27,"         8,000",             0,3,2008,미금로20번길 37-2
경기도 남양주시 다산동,4045-29,4045,0029,가람빌라나,전세,36.36,202007,28,"         7,300",             0,1,1996,도농로17번길 7-5
경기도 남양주시 다산동,4025-33,4025,0033,뷰티하우스(25-33),월세,48.32,202007,11,"         3,000",            40,3,2000,도농로중촌2길 26-5
경기도 남양주시 다산동,4047-20,4047,0020,뷰티하우스가동,전세,54.57,202007,28,"        11,000",             0,5,2002,미금로20번길 35-1
경기도 남양주시 다산동,4045-131,4045,0131,소망빌라,전세,40.01,202007,2,"         8,000",             0,1,1996,도농로중촌1길 6-9
경기도 남양주시 다산동,617-10,0617,0010,영다빌라,전세,54.36,202007,26,"        10,000",             0,3,1993, 7-8
경기도 남양주시 별내동,788,0788,0000,산들리움A동,전세,62.38,202007,2,"        28,000",             0,3,2020,불암산로97번길 22-14
경기도 남양주시 별내동,788,0788,0000,산들리움A동,전세,93.31,202007,25,"        50,000",             0,4,2020,불암산로97번길 22-14
경기도 남양주시 별내면 청학리,404-1,0404,0001,동양타운,전세,40.75,202007,14,"         9,500",             0,5,2018,청학로68번길 70-11
경기도 남양주시 오남읍 양지리,126-20,0126,0020,(126-20),전세,28.96,202007,16,"         6,000",             0,1,2018,진건오남로808번길 32-22
경기도 남양주시 오남읍 양지리,284-18,0284,0018,샤인스톤(110동),전세,49.465,202007,27,"        19,000",             0,4,2018,경복대로 63-43
경기도 남양주시 오남읍 양지리,161,0161,0000,성우아트빌라,전세,47.85,202007,17,"         4,000",             0,4,1997,진건오남로830번길 17-18
경기도 남양주시 오남읍 양지리,434-8,0434,0008,"양지테라스빌(105동,107동)",전세,60.74,202007,27,"        20,000",             0,2,2018,진건오남로884번길 6
경기도 남양주시 오남읍 양지리,669-8,0669,0008,해강파크빌,전세,54.87,202007,16,"        17,000",             0,5,2016,양지로290번길 27-10
경기도 남양주시 오남읍 양지리,452-2,0452,0002,"해비치하우스(103,104동)",월세,57.27,202007,9,"         1,200",            45,2,2011,진건오남로929번길 39
경기도 남양주시 오남읍 양지리,451-2,0451,0002,해비치하우스(105동),월세,44.17,202007,2,           500,            50,4,2011,진건오남로929번길 41
경기도 남양주시 오남읍 오남리,408-4,0408,0004,오남홈타운(102동),전세,57.29,202007,22,"        16,000",             0,4,2018,진건오남로522번길 8-2
경기도 남양주시 오남읍 오남리,419-2,0419,0002,카사(다동),전세,37.65,202007,7,"         8,300",             0,1,2010,진건오남로 516-40
경기도 남양주시 와부읍 덕소리,456-25,0456,0025,강변다세대가동,전세,41.355,202007,21,"         5,000",             0,2,1988,수레로1번길 63-2
경기도 남양주시 와부읍 덕소리,561-1,0561,0001,강변아성빌라,전세,80.71,202007,8,"        16,000",             0,2,1993,덕소로116번길 19-6
경기도 남양주시 와부읍 덕소리,561-1,0561,0001,강변아성빌라,월세,81.85,202007,22,"         1,500",            60,1,1993,덕소로116번길 19-6
경기도 남양주시 와부읍 덕소리,435-49,0435,0049,광신주택9동,전세,37.74,202007,20,"         8,000",             0,3,1991,수레로1번안길 7-9
경기도 남양주시 와부읍 덕소리,436-5,0436,0005,광일,전세,41.94,202007,20,"        10,000",             0,1,1986,수레로9번길 33
경기도 남양주시 와부읍 덕소리,436-5,0436,0005,광일,전세,41.94,202007,27,"         9,000",             0,3,1986,수레로9번길 33
경기도 남양주시 와부읍 덕소리,415,0415,0000,"부흥주택가동,나동",전세,65.304,202007,1,"         7,000",             0,1,1986,수레로1번안길 15-7
경기도 남양주시 와부읍 덕소리,196-24,0196,0024,"신래주택가동,나동",전세,43.2,202007,20,"         8,000",             0,1,1991,수레로 49-5
경기도 남양주시 와부읍 덕소리,196-41,0196,0041,신래주택바동,전세,65.07,202007,22,"        10,000",             0,1,1991,수레로 49-13
경기도 남양주시 와부읍 덕소리,453-33,0453,0033,영광맨션바동,전세,57.06,202007,20,"         9,000",             0,3,1993,덕소로71번길 23
경기도 남양주시 와부읍 덕소리,456-15,0456,0015,와부다세대주택,전세,44.01,202007,6,"         5,000",             0,-1,1986,덕소로71번안길 20-3
경기도 남양주시 와부읍 덕소리,421,0421,0000,"인정맨숀가동,나동",전세,70.48,202007,7,"         8,000",             0,1,1985,수레로9번길 40
경기도 남양주시 와부읍 덕소리,204-7,0204,0007,"중앙하이츠빌라C동,D동",전세,58.57,202007,27,"        10,000",             0,1,2003,수레로27번안길 28-7
경기도 남양주시 와부읍 덕소리,432-17,0432,0017,진주마을102동,전세,74.68,202007,10,"        12,000",             0,1,2004,수레로1번길 20
경기도 남양주시 와부읍 덕소리,456-31,0456,0031,행운아트빌라31동,전세,36.54,202007,6,"         6,000",             0,3,1990,수레로1번길 59
경기도 남양주시 와부읍 덕소리,218,0218,0000,허브빌리지,전세,58.21,202007,11,"        14,000",             0,3,2007,수레로1번안길 32
경기도 남양주시 와부읍 도곡리,1044,1044,0000,나비하우스,전세,50.55,202007,30,"        20,000",             0,8,2015,덕소로 242-27
경기도 남양주시 와부읍 도곡리,940-3,0940,0003,에코(가동),월세,57.62,202007,1,           500,            20,3,2013,도심안길 25
경기도 남양주시 진건읍 사능리,352-13,0352,0013,한신하이츠7동,전세,53.4,202007,14,"         7,000",             0,2,1992,사릉로392번길 16-1
경기도 남양주시 진건읍 송능리,151-7,0151,0007,"성진빌라B동,D동",전세,53.64,202007,6,"         6,400",             0,3,1996,진건오남로 392
경기도 남양주시 진건읍 용정리,772-9,0772,0009,경신주택,월세,49.44,202007,22,"         1,000",            38,1,1990,사릉로442번길 18
경기도 남양주시 진건읍 용정리,798-3,0798,0003,만정주택,월세,38.16,202007,9,           600,            40,4,1991,사릉로446번길 6
경기도 남양주시 진건읍 용정리,791-52,0791,0052,신양지주택가동,월세,41.53,202007,9,"         1,600",            10,1,1992,사릉로용정2길 19
경기도 남양주시 진건읍 용정리,791-26,0791,0026,현대주택6동,월세,37.74,202007,7,           500,            30,2,1990,사릉로용정2길 13-20
경기도 남양주시 진접읍 금곡리,526-11,0526,0011,리빙포레빌리지,전세,71.52,202007,3,"        15,000",             0,4,2016,주곡로119번길 18-3
경기도 남양주시 진접읍 내각리,산31-7,0031,0007,동부진주,월세,45.87,202007,28,           500,            35,2,1986,내각2로 46
경기도 남양주시 진접읍 내각리,256-1,0256,0001,동아빌라1동,전세,36,202007,20,"         4,000",             0,3,1995,내각1로107번길 8
경기도 남양주시 진접읍 내각리,723-5,0723,0005,예다음B동,월세,45.1,202007,28,"         1,000",            50,3,2015,내각1로59번길 14-7
경기도 남양주시 진접읍 내각리,188-12,0188,0012,이현궁안에 108동,월세,57.4,202007,24,"         1,500",            50,4,2009,내각1로73번안길 21-4
경기도 남양주시 진접읍 부평리,521-1,0521,0001,다니엘빌리지,전세,64.44,202007,2,"         5,000",             0,4,2013,부마로 24
경기도 남양주시 진접읍 부평리,734-2,0734,0002,백림빌라 ,전세,46.32,202007,11,"         4,500",             0,4,1997,부평로14번길 53
경기도 남양주시 진접읍 연평리,147-4,0147,0004,(147-4),월세,25.8,202007,9,           250,            41,4,2012,양진로1002번길 22
경기도 남양주시 진접읍 장현리,462-5,0462,0005,(462-5),전세,112.02,202007,11,"        20,000",             0,1,2019,장현천로 174-1
경기도 남양주시 진접읍 장현리,462-5,0462,0005,(462-5),전세,112.6,202007,14,"        20,000",             0,2,2019,장현천로 174-1
경기도 남양주시 진접읍 장현리,462-5,0462,0005,(462-5),전세,112.02,202007,30,"        20,000",             0,2,2019,장현천로 174-1
경기도 남양주시 진접읍 장현리,351-12,0351,0012,신성아너스빌3차,월세,31.56,202007,16,"         1,000",            50,5,2017,장현로 116-7
경기도 남양주시 진접읍 장현리,113-1,0113,0001,우성빌라B동,전세,56.82,202007,23,"         8,000",             0,3,1996,금강로1573번길 19-48
경기도 남양주시 진접읍 장현리,394-11,0394,0011,한아름빌라 110동,전세,46.12,202007,22,"         8,000",             0,3,2004,봉현로 72-32
경기도 남양주시 진접읍 팔야리,780-10,0780,0010,한양빌라마동,전세,50.06,202007,7,"         5,000",             0,4,1992,광릉내로82번길 26-11
경기도 남양주시 진접읍 팔야리,780-10,0780,0010,한양빌라마동,월세,50.06,202007,7,"         5,000",             6,4,1992,광릉내로82번길 26-11
경기도 남양주시 퇴계원읍 퇴계원리,301-18,0301,0018,(301-18),월세,32.94,202007,31,           500,            40,2,1987, 7-1
경기도 남양주시 퇴계원읍 퇴계원리,329-3,0329,0003,(329-3),전세,35.31,202007,4,"        12,000",             0,3,1988, 12-20
경기도 남양주시 퇴계원읍 퇴계원리,97-40,0097,0040,경동아트빌라(97-40),전세,35.88,202007,24,"         6,500",             0,4,1996, 6
경기도 남양주시 퇴계원읍 퇴계원리,250-6,0250,0006,경신주택,전세,45.1,202007,11,"         9,500",             0,3,1989, 4-1
경기도 남양주시 퇴계원읍 퇴계원리,250-27,0250,0027,광신빌라마동,전세,33.6,202007,15,"         6,000",             0,3,1989, 4-6
경기도 남양주시 퇴계원읍 퇴계원리,235-7,0235,0007,삼보 리첸시아 A동,전세,73.27,202007,20,"        24,000",             0,3,2018,경춘북로 561-15
경기도 남양주시 퇴계원읍 퇴계원리,99-1,0099,0001,수석빌라,전세,44.55,202007,4,"        10,000",             0,4,1995, 81-1
경기도 남양주시 퇴계원읍 퇴계원리,250-17,0250,0017,신래주택,전세,52.22,202007,11,"         7,000",             0,-1,1988, 8
경기도 남양주시 퇴계원읍 퇴계원리,83-95,0083,0095,오덕골드빌라-2,전세,44.84,202007,23,"         7,000",             0,3,1996, 16
경기도 남양주시 퇴계원읍 퇴계원리,265-11,0265,0011,오덕빌라,월세,50.22,202007,31,"         1,000",            45,2,1989, 19
경기도 남양주시 퇴계원읍 퇴계원리,299-8,0299,0008,우남빌라8동,전세,54.93,202007,2,"        10,000",             0,-1,1987, 6-3
경기도 남양주시 퇴계원읍 퇴계원리,287,0287,0000,우남연립,전세,53.88,202007,9,"        10,000",             0,3,1986,퇴계원로25번길 17
경기도 남양주시 퇴계원읍 퇴계원리,287,0287,0000,우남연립,전세,53.88,202007,27,"        10,000",             0,3,1986,퇴계원로25번길 17
경기도 남양주시 퇴계원읍 퇴계원리,73-20,0073,0020,우리맨션나동,전세,52.38,202007,17,"        12,000",             0,2,2002, 4
경기도 남양주시 퇴계원읍 퇴계원리,294-8,0294,0008,정우빌라,월세,37.6,202007,9,"         1,000",            35,1,1986, 4-2
경기도 남양주시 퇴계원읍 퇴계원리,182-34,0182,0034,한림드림빌(182-34),전세,59.97,202007,10,"        15,000",             0,3,2003, 40
경기도 남양주시 퇴계원읍 퇴계원리,315-15,0315,0015,한신하이츠5차8동,전세,38.65,202007,9,"         9,000",             0,2,1990, 15
경기도 남양주시 퇴계원읍 퇴계원리,294-3,0294,0003,화이트빌,전세,110.22,202007,30,"        20,000",             0,4,2002, 7-5
경기도 남양주시 호평동,295-1,0295,0001,(295-1)초석빌리지 3동,전세,59.05,202007,27,"        14,500",             0,3,2016,늘을1로 197-3
경기도 남양주시 호평동,188-20,0188,0020,home N,월세,13.68,202007,9,"         3,000",            30,4,2012,호평로67번길 9-15
경기도 남양주시 호평동,188-20,0188,0020,home N,월세,13.68,202007,9,"         3,000",            30,4,2012,호평로67번길 9-15
경기도 남양주시 호평동,298-51,0298,0051,그랑시아빌리지B동,전세,36.46,202007,10,"        13,000",             0,3,2017,천마산로12번길 19-7
경기도 남양주시 호평동,298-19,0298,0019,메종드힐,전세,69.3,202007,8,"        17,000",             0,2,2016,천마산로12번길 23-17
경기도 남양주시 호평동,298-119,0298,0119,아인스파크2차(102동),전세,65.8,202007,9,"        18,000",             0,2,2017,천마산로12번길 26-19
경기도 남양주시 호평동,444,0444,0000,오즈빌(101동102동),전세,79.92,202007,13,"        15,500",             0,-1,2017,늘을1로 139-16
경기도 남양주시 호평동,444-13,0444,0013,오즈빌(201동202동),전세,59.31,202007,11,"        17,500",             0,4,2017,늘을1로 139-18
경기도 남양주시 호평동,444-4,0444,0004,오즈빌601동602동,전세,59.9,202007,17,"        19,900",             0,2,2017,늘을1로 139-21
경기도 남양주시 호평동,444-4,0444,0004,오즈빌601동602동,전세,59.9,202007,17,"        18,000",             0,4,2017,늘을1로 139-21
경기도 남양주시 호평동,444-4,0444,0004,오즈빌601동602동,전세,50.15,202007,21,"        14,000",             0,1,2017,늘을1로 139-21
경기도 남양주시 호평동,194-21,0194,0021,지산캐슬(101동),전세,40.46,202007,14,"        14,000",             0,3,2019,호평로69번길 3-1
경기도 남양주시 호평동,194-21,0194,0021,지산캐슬(101동),전세,52.2,202007,14,"        19,000",             0,2,2019,호평로69번길 3-1
경기도 남양주시 호평동,285-21,0285,0021,한림로얄팰리스,전세,59.97,202007,8,"        13,000",             0,4,2012,늘을1로 209
경기도 남양주시 호평동,298-35,0298,0035,호만힐타운101(A-B)동,전세,34.96,202007,17,"        13,000",             0,5,2017,천마산로12번길 20
경기도 남양주시 호평동,725,0725,0000,호평쁘띠하임,전세,12.49,202007,27,"         5,000",             0,4,2012,늘을3로 88
경기도 남양주시 호평동,569-14,0569,0014,훼밀리타운11동,전세,47.38,202007,1,"        13,500",             0,2,2014,늘을1로73번길 20-20
