시군구,번지,본번,부번,단지명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세(만원),층,건축년도,도로명
강원도 춘천시 근화동,267-1,0267,0001,춘천 L-타워,월세,45.17,202003,16,"         2,500",            50,7,2018,공지로 455
강원도 춘천시 근화동,267-1,0267,0001,춘천 L-타워,전세,37.56,202003,17,"        12,000",             0,8,2018,공지로 455
강원도 춘천시 근화동,267-1,0267,0001,춘천 L-타워,월세,20.19,202003,20,           500,            33,8,2018,공지로 455
강원도 춘천시 온의동,587-5,0587,0005,춘천·강남하이엔드,월세,22.11,202003,2,           500,            40,3,2017,춘천로17번길 21
강원도 춘천시 온의동,587-5,0587,0005,춘천·강남하이엔드,월세,22.11,202003,3,"         2,000",            35,6,2017,춘천로17번길 21
강원도 춘천시 온의동,587-5,0587,0005,춘천·강남하이엔드,전세,22.34,202003,5,"         8,400",             0,4,2017,춘천로17번길 21
강원도 춘천시 온의동,587-5,0587,0005,춘천·강남하이엔드,전세,26.99,202003,11,"        12,000",             0,3,2017,춘천로17번길 21
강원도 춘천시 온의동,587-5,0587,0005,춘천·강남하이엔드,전세,22.34,202003,19,"         8,000",             0,6,2017,춘천로17번길 21
강원도 춘천시 온의동,587-5,0587,0005,춘천·강남하이엔드,전세,22.11,202003,21,"         8,000",             0,8,2017,춘천로17번길 21
강원도 춘천시 온의동,587-5,0587,0005,춘천·강남하이엔드,월세,22.11,202003,24,           500,            40,8,2017,춘천로17번길 21
강원도 춘천시 온의동,587-5,0587,0005,춘천·강남하이엔드,전세,22.11,202003,25,"         8,000",             0,5,2017,춘천로17번길 21
강원도 춘천시 온의동,587-5,0587,0005,춘천·강남하이엔드,월세,22.11,202003,31,           500,            42,6,2017,춘천로17번길 21
경기도 고양덕양구 동산동,368-2,0368,0002,e편한세상 시티 삼송2차,전세,82.76,202003,2,"        38,000",             0,19,2019,덕수천2로 150
경기도 고양덕양구 동산동,368-2,0368,0002,e편한세상 시티 삼송2차,전세,75.94,202003,12,"        35,000",             0,20,2019,덕수천2로 150
경기도 고양덕양구 동산동,368-2,0368,0002,e편한세상 시티 삼송2차,전세,82.76,202003,14,"        39,000",             0,11,2019,덕수천2로 150
경기도 고양덕양구 동산동,368-2,0368,0002,e편한세상 시티 삼송2차,월세,57.92,202003,22,"         2,000",            96,7,2019,덕수천2로 150
경기도 고양덕양구 동산동,368,0368,0000,e편한세상 시티 삼송3차,전세,82.76,202003,1,"        41,000",             0,7,2019,동송로 23-28
경기도 고양덕양구 동산동,368,0368,0000,e편한세상 시티 삼송3차,월세,75.93,202003,28,"         2,000",           130,18,2019,동송로 23-28
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,월세,54.32,202003,7,"         5,000",            74,23,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,54.32,202003,7,"        30,000",             0,17,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,54.32,202003,10,"        26,250",             0,15,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,54.32,202003,10,"        23,100",             0,3,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,54.32,202003,12,"        33,000",             0,11,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,월세,54.32,202003,12,"         2,000",            96,19,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,54.32,202003,12,"        25,200",             0,11,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,월세,54.32,202003,13,"         3,000",            85,21,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,73.51,202003,14,"        32,000",             0,19,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,54.32,202003,20,"        31,000",             0,8,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,월세,77.51,202003,20,"        28,000",            30,4,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,54.32,202003,21,"        30,000",             0,19,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,77.51,202003,21,"        28,000",             0,4,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,54.32,202003,21,"        30,000",             0,5,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,54.32,202003,21,"        30,000",             0,4,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,77.51,202003,21,"        28,000",             0,11,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,54.32,202003,22,"        30,000",             0,6,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,54.32,202003,25,"        31,000",             0,20,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,54.32,202003,25,"        30,000",             0,20,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,77.51,202003,27,"        35,000",             0,22,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,69.66,202003,27,"        29,760",             0,8,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,73.51,202003,27,"        29,000",             0,3,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,54.32,202003,28,"        27,000",             0,18,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,77.51,202003,28,"        36,000",             0,18,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,77.51,202003,28,"        37,000",             0,6,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,77.51,202003,29,"        38,000",             0,20,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,73.51,202003,30,"        33,000",             0,5,2018,동송로 33
경기도 고양덕양구 삼송동,291,0291,0000,힐스테이트 삼송역,월세,77.17,202003,24,"        15,000",            60,38,2019,동송로 70
경기도 고양덕양구 삼송동,291,0291,0000,힐스테이트 삼송역,전세,65.58,202003,28,"        35,000",             0,38,2019,동송로 70
경기도 고양덕양구 성사동,696,0696,0000,삼성홈타워오피스텔,월세,31.76,202003,2,           500,            45,8,2006,호국로 798
경기도 고양덕양구 성사동,696,0696,0000,삼성홈타워오피스텔,월세,32.9,202003,3,           500,            45,13,2006,호국로 798
경기도 고양덕양구 성사동,696,0696,0000,삼성홈타워오피스텔,월세,32.9,202003,26,"         1,000",            35,6,2006,호국로 798
경기도 고양덕양구 성사동,700-8,0700,0008,어울림 오피스텔,전세,21.65,202003,20,"         4,500",             0,11,2010,고양대로 1367
경기도 고양덕양구 원흥동,627,0627,0000,3호선 원흥역 봄오피스텔,월세,23.76,202003,5,"         4,000",            26,15,2018,권율대로 672
경기도 고양덕양구 원흥동,627,0627,0000,3호선 원흥역 봄오피스텔,월세,23.76,202003,12,"         3,000",            32,7,2018,권율대로 672
경기도 고양덕양구 원흥동,627,0627,0000,3호선 원흥역 봄오피스텔,월세,72.98,202003,20,"         2,000",           120,20,2018,권율대로 672
경기도 고양덕양구 원흥동,627,0627,0000,3호선 원흥역 봄오피스텔,월세,23.76,202003,20,"         3,000",            32,19,2018,권율대로 672
경기도 고양덕양구 원흥동,627,0627,0000,3호선 원흥역 봄오피스텔,월세,42.97,202003,27,"         1,000",            80,17,2018,권율대로 672
경기도 고양덕양구 원흥동,627,0627,0000,3호선 원흥역 봄오피스텔,월세,23.76,202003,30,"         1,000",            55,14,2018,권율대로 672
경기도 고양덕양구 원흥동,628,0628,0000,티오피클래식,월세,41.27,202003,5,"         1,000",            85,16,2018,권율대로 668
경기도 고양덕양구 원흥동,628,0628,0000,티오피클래식,월세,28.94,202003,7,"         3,000",            52,15,2018,권율대로 668
경기도 고양덕양구 원흥동,628,0628,0000,티오피클래식,전세,28.94,202003,7,"        15,700",             0,7,2018,권율대로 668
경기도 고양덕양구 원흥동,628,0628,0000,티오피클래식,월세,28.94,202003,16,"         3,000",            53,4,2018,권율대로 668
경기도 고양덕양구 원흥동,628,0628,0000,티오피클래식,월세,41.27,202003,19,"         3,000",            68,17,2018,권율대로 668
경기도 고양덕양구 원흥동,628,0628,0000,티오피클래식,월세,41.27,202003,19,"         1,000",            84,4,2018,권율대로 668
경기도 고양덕양구 원흥동,628,0628,0000,티오피클래식,월세,41.27,202003,23,"         3,000",            70,14,2018,권율대로 668
경기도 고양덕양구 원흥동,628,0628,0000,티오피클래식,전세,28.94,202003,24,"        16,000",             0,21,2018,권율대로 668
경기도 고양덕양구 원흥동,628,0628,0000,티오피클래식,전세,41.27,202003,26,"        19,950",             0,15,2018,권율대로 668
경기도 고양덕양구 원흥동,628,0628,0000,티오피클래식,월세,41.27,202003,27,"         3,000",            70,16,2018,권율대로 668
경기도 고양덕양구 원흥동,628,0628,0000,티오피클래식,월세,41.27,202003,28,"        20,000",            20,12,2018,권율대로 668
경기도 고양덕양구 주교동,610-6,0610,0006,스카이 팰리스,전세,68.89,202003,7,"        20,000",             0,2,2017, 
경기도 고양덕양구 주교동,610-6,0610,0006,스카이 팰리스,전세,70.84,202003,22,"         5,000",             0,4,2017, 
경기도 고양덕양구 주교동,610-6,0610,0006,스카이 팰리스,전세,69.93,202003,25,"        20,500",             0,8,2017, 
경기도 고양덕양구 주교동,610-6,0610,0006,스카이 팰리스,월세,70.84,202003,25,"         5,000",            40,4,2017, 
경기도 고양덕양구 행신동,763-2,0763,0002,백산오피스텔,월세,41.92,202003,13,           500,            55,6,2002,용현로5번길 24
경기도 고양덕양구 행신동,763-2,0763,0002,백산오피스텔,월세,30.32,202003,19,           500,            50,9,2002,용현로5번길 24
경기도 고양덕양구 행신동,758-1,0758,0001,송악모노빌,전세,18,202003,2,"         6,000",             0,5,2002,용현로 21
경기도 고양덕양구 행신동,758-1,0758,0001,송악모노빌,월세,18,202003,12,           300,            34,2,2002,용현로 21
경기도 고양덕양구 화정동,965,0965,0000,오벨리스크,월세,38.12,202003,3,"         2,000",            52,8,2003,화정로 65
경기도 고양덕양구 화정동,965,0965,0000,오벨리스크,월세,30.59,202003,5,           500,            50,24,2003,화정로 65
경기도 고양덕양구 화정동,965,0965,0000,오벨리스크,전세,30.59,202003,23,"        11,000",             0,14,2003,화정로 65
경기도 고양덕양구 화정동,965,0965,0000,오벨리스크,월세,30.59,202003,31,           500,            50,19,2003,화정로 65
경기도 고양덕양구 화정동,1148,1148,0000,자인채오피스텔,전세,41.6,202003,1,"        14,000",             0,13,2019,성신로 4
경기도 고양덕양구 화정동,1148,1148,0000,자인채오피스텔,월세,20.19,202003,7,           500,            50,13,2019,성신로 4
경기도 고양덕양구 화정동,1148,1148,0000,자인채오피스텔,월세,20.12,202003,26,"         3,000",            35,5,2019,성신로 4
경기도 고양덕양구 화정동,1000-1,1000,0001,화정건영캐스빌플러스,월세,43.68,202003,31,"         3,000",            42,9,2004,화신로 259
경기도 고양덕양구 화정동,986-8,0986,0008,화정대우마이빌,월세,30.72,202003,9,           500,            45,8,2003,백양로 59
경기도 고양덕양구 화정동,986-8,0986,0008,화정대우마이빌,월세,31.92,202003,17,"         4,000",            30,5,2003,백양로 59
경기도 고양덕양구 화정동,986-8,0986,0008,화정대우마이빌,월세,30.72,202003,19,           500,            48,8,2003,백양로 59
경기도 고양덕양구 화정동,986-8,0986,0008,화정대우마이빌,전세,30.72,202003,20,"        10,000",             0,15,2003,백양로 59
경기도 고양일산동구 백석동,1301-2,1301,0002,넥스빌,전세,63.18,202003,20,"        17,000",             0,10,2003,장백로 8
경기도 고양일산동구 백석동,1239-2,1239,0002,대방 샤인밸리,월세,37.57,202003,3,"         3,000",            40,6,2004,일산로 74-17
경기도 고양일산동구 백석동,1239-2,1239,0002,대방 샤인밸리,월세,40.54,202003,3,"         1,000",            53,4,2004,일산로 74-17
경기도 고양일산동구 백석동,1239-2,1239,0002,대방 샤인밸리,월세,37.57,202003,6,"         3,000",            50,8,2004,일산로 74-17
경기도 고양일산동구 백석동,1239-2,1239,0002,대방 샤인밸리,전세,37.57,202003,7,"        12,000",             0,10,2004,일산로 74-17
경기도 고양일산동구 백석동,1239-2,1239,0002,대방 샤인밸리,월세,34.45,202003,9,"         8,000",            20,10,2004,일산로 74-17
경기도 고양일산동구 백석동,1239-2,1239,0002,대방 샤인밸리,월세,34.45,202003,9,           500,            50,6,2004,일산로 74-17
경기도 고양일산동구 백석동,1239-2,1239,0002,대방 샤인밸리,전세,37.57,202003,9,"        13,000",             0,3,2004,일산로 74-17
경기도 고양일산동구 백석동,1239-2,1239,0002,대방 샤인밸리,전세,40.54,202003,12,"        14,000",             0,4,2004,일산로 74-17
경기도 고양일산동구 백석동,1239-2,1239,0002,대방 샤인밸리,월세,34.45,202003,17,"         3,000",            40,8,2004,일산로 74-17
경기도 고양일산동구 백석동,1239-2,1239,0002,대방 샤인밸리,전세,37.57,202003,25,"        13,000",             0,7,2004,일산로 74-17
경기도 고양일산동구 백석동,1239-2,1239,0002,대방 샤인밸리,월세,34.45,202003,31,"         1,000",            50,5,2004,일산로 74-17
경기도 고양일산동구 백석동,1325,1325,0000,디아뜨 크리스탈,전세,30.09,202003,11,"        10,000",             0,7,2004,일산로 16
경기도 고양일산동구 백석동,1325,1325,0000,디아뜨 크리스탈,전세,30.09,202003,11,"        10,000",             0,7,2004,일산로 16
경기도 고양일산동구 백석동,1325,1325,0000,디아뜨 크리스탈,전세,34.18,202003,31,"        11,000",             0,12,2004,일산로 16
경기도 고양일산동구 백석동,1332-1,1332,0001,레이크하임,전세,47.15,202003,30,"        15,000",             0,8,2004,중앙로 1055
경기도 고양일산동구 백석동,1329,1329,0000,밀레니엄리젠시,전세,104.8,202003,11,"        27,000",             0,2,2002,호수로 340-11
경기도 고양일산동구 백석동,1329,1329,0000,밀레니엄리젠시,전세,101.27,202003,18,"        26,000",             0,11,2002,호수로 340-11
경기도 고양일산동구 백석동,1329,1329,0000,밀레니엄리젠시,월세,104.8,202003,25,"         2,000",           110,13,2002,호수로 340-11
경기도 고양일산동구 백석동,1309,1309,0000,백석 우림보보카운티,월세,22.82,202003,4,           500,            40,10,2005,일산로 38
경기도 고양일산동구 백석동,1309,1309,0000,백석 우림보보카운티,전세,34.26,202003,12,"        12,500",             0,8,2005,일산로 38
경기도 고양일산동구 백석동,1309,1309,0000,백석 우림보보카운티,전세,34.26,202003,24,"        10,000",             0,13,2005,일산로 38
경기도 고양일산동구 백석동,1288,1288,0000,백석동 대우IAAN,전세,73.73,202003,6,"        19,000",             0,6,2005,강석로 33
경기도 고양일산동구 백석동,1288,1288,0000,백석동 대우IAAN,전세,75.48,202003,7,"        21,000",             0,2,2005,강석로 33
경기도 고양일산동구 백석동,1288,1288,0000,백석동 대우IAAN,월세,70.65,202003,11,"         5,000",            80,2,2005,강석로 33
경기도 고양일산동구 백석동,1288,1288,0000,백석동 대우IAAN,월세,75.48,202003,13,"         7,000",            70,2,2005,강석로 33
경기도 고양일산동구 백석동,1288,1288,0000,백석동 대우IAAN,월세,70.65,202003,14,"         2,000",            90,4,2005,강석로 33
경기도 고양일산동구 백석동,1302,1302,0000,백석역 동문굿모닝힐,월세,42.74,202003,18,"         4,000",            30,3,2003,장백로 20
경기도 고양일산동구 백석동,1302,1302,0000,백석역 동문굿모닝힐,전세,45.87,202003,26,"        12,000",             0,4,2003,장백로 20
경기도 고양일산동구 백석동,1301,1301,0000,백석역 동문굿모닝힐1 101동,전세,55.94,202003,9,"        15,500",             0,8,2003,장백로 10
경기도 고양일산동구 백석동,1305,1305,0000,백석역 동문굿모닝힐1 103동,전세,42.74,202003,3,"        12,000",             0,6,2003,장백로 26
경기도 고양일산동구 백석동,1305,1305,0000,백석역 동문굿모닝힐1 103동,월세,42.74,202003,25,           500,            48,2,2003,장백로 26
경기도 고양일산동구 백석동,1319,1319,0000,백석역동문굿모닝힐II(1319-0),월세,29.33,202003,7,           500,            46,4,2004,경의로 25-37
경기도 고양일산동구 백석동,1319,1319,0000,백석역동문굿모닝힐II(1319-0),전세,26.99,202003,10,"        11,000",             0,2,2004,경의로 25-37
경기도 고양일산동구 백석동,1319,1319,0000,백석역동문굿모닝힐II(1319-0),월세,35.18,202003,17,"         3,000",            35,8,2004,경의로 25-37
경기도 고양일산동구 백석동,1319,1319,0000,백석역동문굿모닝힐II(1319-0),월세,35.18,202003,23,"         1,000",            50,5,2004,경의로 25-37
경기도 고양일산동구 백석동,1319,1319,0000,백석역동문굿모닝힐II(1319-0),전세,29.33,202003,30,"        11,500",             0,6,2004,경의로 25-37
경기도 고양일산동구 백석동,1320,1320,0000,백석역동문굿모닝힐II(1320-0),월세,29.33,202003,3,           300,            55,2,2004,호수로 340-25
경기도 고양일산동구 백석동,1320,1320,0000,백석역동문굿모닝힐II(1320-0),전세,28.55,202003,3,"        12,000",             0,4,2004,호수로 340-25
경기도 고양일산동구 백석동,1320,1320,0000,백석역동문굿모닝힐II(1320-0),전세,31.16,202003,10,"        12,000",             0,9,2004,호수로 340-25
경기도 고양일산동구 백석동,1320,1320,0000,백석역동문굿모닝힐II(1320-0),월세,29.33,202003,25,           500,            48,5,2004,호수로 340-25
경기도 고양일산동구 백석동,1321,1321,0000,백석역동문굿모닝힐II(1321-0),월세,26.99,202003,12,"         3,000",            35,6,2004,호수로 358-26
경기도 고양일산동구 백석동,1321,1321,0000,백석역동문굿모닝힐II(1321-0),월세,29.33,202003,12,           500,            48,4,2004,호수로 358-26
경기도 고양일산동구 백석동,1321,1321,0000,백석역동문굿모닝힐II(1321-0),전세,29.33,202003,21,"        11,500",             0,10,2004,호수로 358-26
경기도 고양일산동구 백석동,1321,1321,0000,백석역동문굿모닝힐II(1321-0),월세,29.33,202003,21,           500,            50,6,2004,호수로 358-26
경기도 고양일산동구 백석동,1321,1321,0000,백석역동문굿모닝힐II(1321-0),전세,29.33,202003,21,"        11,000",             0,10,2004,호수로 358-26
경기도 고양일산동구 백석동,1322,1322,0000,백석역동문굿모닝힐II(1322-0),전세,29.33,202003,1,"        11,000",             0,7,2004,경의로 25-53
경기도 고양일산동구 백석동,1322,1322,0000,백석역동문굿모닝힐II(1322-0),전세,29.33,202003,25,"        11,500",             0,2,2004,경의로 25-53
경기도 고양일산동구 백석동,1322,1322,0000,백석역동문굿모닝힐II(1322-0),월세,26.99,202003,30,"         2,000",            35,10,2004,경의로 25-53
경기도 고양일산동구 백석동,1241-2,1241,0002,백석위브센티움,월세,33.26,202003,16,"         5,000",            30,5,2003,일산로 78
경기도 고양일산동구 백석동,1241-2,1241,0002,백석위브센티움,전세,33.26,202003,18,"         9,500",             0,2,2003,일산로 78
경기도 고양일산동구 백석동,1241-2,1241,0002,백석위브센티움,전세,33.26,202003,21,"        10,500",             0,10,2003,일산로 78
경기도 고양일산동구 백석동,1241-2,1241,0002,백석위브센티움,월세,33.26,202003,24,           500,            48,9,2003,일산로 78
경기도 고양일산동구 백석동,1241-2,1241,0002,백석위브센티움,전세,33.26,202003,31,"        10,500",             0,7,2003,일산로 78
경기도 고양일산동구 백석동,1330,1330,0000,브라운스톤일산,월세,56.62,202003,3,"         1,000",            65,7,2005,호수로 336
경기도 고양일산동구 백석동,1330,1330,0000,브라운스톤일산,전세,48.11,202003,21,"        16,500",             0,15,2005,호수로 336
경기도 고양일산동구 백석동,1330,1330,0000,브라운스톤일산,월세,48.11,202003,31,"         1,000",            60,10,2005,호수로 336
경기도 고양일산동구 백석동,1318,1318,0000,비잔티움일산1단지,전세,56.48,202003,21,"        21,000",             0,3,2004,호수로 340-38
경기도 고양일산동구 백석동,1318,1318,0000,비잔티움일산1단지,전세,91.16,202003,25,"        25,000",             0,5,2004,호수로 340-38
경기도 고양일산동구 백석동,1318-4,1318,0004,비잔티움일산2단지,전세,58.17,202003,17,"        20,000",             0,5,2004,호수로 340-28
경기도 고양일산동구 백석동,1331,1331,0000,영림브레아오피스텔,전세,33.44,202003,2,"        12,000",             0,4,2004,중앙로 1047
경기도 고양일산동구 백석동,1238,1238,0000,윈스턴파크Ⅰ,전세,95.86,202003,11,"        27,500",             0,5,2005,강송로 49
경기도 고양일산동구 백석동,1237,1237,0000,일산 요진 와이시티,전세,38.73,202003,11,"        19,500",             0,10,, 
경기도 고양일산동구 백석동,1237,1237,0000,일산 요진 와이시티,전세,33.33,202003,12,"        20,500",             0,4,, 
경기도 고양일산동구 백석동,1237,1237,0000,일산 요진 와이시티,전세,24.12,202003,12,"        13,500",             0,19,, 
경기도 고양일산동구 백석동,1237,1237,0000,일산 요진 와이시티,전세,24.48,202003,13,"        13,400",             0,7,, 
경기도 고양일산동구 백석동,1237,1237,0000,일산 요진 와이시티,월세,29.23,202003,18,"         1,000",            64,6,, 
경기도 고양일산동구 백석동,1313,1313,0000,일산백석더루벤스카운티,월세,35.34,202003,24,           500,            63,2,2012,장백로 19
경기도 고양일산동구 백석동,1313,1313,0000,일산백석더루벤스카운티,월세,37.3,202003,30,"         1,000",            60,9,2012,장백로 19
경기도 고양일산동구 백석동,1299,1299,0000,현대밀라트(1299-0),전세,105.05,202003,19,"        30,000",             0,15,2003,경의로 47
경기도 고양일산동구 백석동,1316,1316,0000,현대밀라트(1316-0),월세,131.42,202003,27,"         6,000",           100,10,2003,경의로 33
경기도 고양일산동구 백석동,1316,1316,0000,현대밀라트(1316-0),전세,103.34,202003,30,"        26,500",             0,13,2003,경의로 33
경기도 고양일산동구 백석동,1317,1317,0000,현대밀라트(1317-0),전세,149.9,202003,23,"        35,500",             0,5,2003,경의로 19
경기도 고양일산동구 백석동,1317,1317,0000,현대밀라트(1317-0),월세,69.92,202003,27,"         2,000",            75,14,2003,경의로 19
경기도 고양일산동구 백석동,1303,1303,0000,현대밀라트2차(1303-0),월세,35.14,202003,4,"         2,000",            45,9,2003,중앙로 1011
