시군구,번지,본번,부번,단지명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세(만원),층,건축년도,도로명
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,69.66,202007,9,"        34,000",             0,19,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,54.32,202007,9,"        26,250",             0,6,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,월세,77.51,202007,11,"         5,000",           130,5,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,73.51,202007,11,"        36,000",             0,26,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,77.51,202007,16,"        38,000",             0,26,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,77.51,202007,24,"        37,000",             0,25,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,69.66,202007,29,"        39,000",             0,3,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,77.51,202007,29,"        37,000",             0,10,2018,동송로 33
경기도 고양덕양구 삼송동,289,0289,0000,현대썬앤빌,월세,24.65,202007,1,"         1,000",            53,15,2018,삼송로 210
경기도 고양덕양구 삼송동,289,0289,0000,현대썬앤빌,월세,24.65,202007,6,"         1,000",            47,15,2018,삼송로 210
경기도 고양덕양구 삼송동,289,0289,0000,현대썬앤빌,전세,24.65,202007,7,"        12,600",             0,26,2018,삼송로 210
경기도 고양덕양구 삼송동,289,0289,0000,현대썬앤빌,월세,24.65,202007,13,"         1,000",            51,10,2018,삼송로 210
경기도 고양덕양구 삼송동,289,0289,0000,현대썬앤빌,전세,48.11,202007,14,"        26,000",             0,24,2018,삼송로 210
경기도 고양덕양구 삼송동,289,0289,0000,현대썬앤빌,월세,48.11,202007,25,"         2,000",            85,11,2018,삼송로 210
경기도 고양덕양구 삼송동,289,0289,0000,현대썬앤빌,전세,47.89,202007,30,"        26,200",             0,19,2018,삼송로 210
경기도 고양덕양구 삼송동,289,0289,0000,현대썬앤빌,월세,24.65,202007,30,           500,            53,29,2018,삼송로 210
경기도 고양덕양구 삼송동,291,0291,0000,힐스테이트 삼송역,전세,77.23,202007,30,"        37,000",             0,13,2019,동송로 70
경기도 고양덕양구 원흥동,627,0627,0000,3호선 원흥역 봄오피스텔,전세,23.76,202007,1,"        10,500",             0,17,2018,권율대로 672
경기도 고양덕양구 원흥동,627,0627,0000,3호선 원흥역 봄오피스텔,월세,23.76,202007,2,           500,            50,6,2018,권율대로 672
경기도 고양덕양구 원흥동,627,0627,0000,3호선 원흥역 봄오피스텔,전세,23.76,202007,6,"        12,500",             0,5,2018,권율대로 672
경기도 고양덕양구 원흥동,627,0627,0000,3호선 원흥역 봄오피스텔,전세,36.78,202007,10,"        16,800",             0,6,2018,권율대로 672
경기도 고양덕양구 원흥동,627,0627,0000,3호선 원흥역 봄오피스텔,월세,23.76,202007,10,           500,            57,17,2018,권율대로 672
경기도 고양덕양구 원흥동,627,0627,0000,3호선 원흥역 봄오피스텔,월세,23.76,202007,10,"         4,000",            25,15,2018,권율대로 672
경기도 고양덕양구 원흥동,627,0627,0000,3호선 원흥역 봄오피스텔,전세,42.97,202007,10,"        19,900",             0,10,2018,권율대로 672
경기도 고양덕양구 원흥동,627,0627,0000,3호선 원흥역 봄오피스텔,전세,23.76,202007,17,"        12,000",             0,10,2018,권율대로 672
경기도 고양덕양구 원흥동,627,0627,0000,3호선 원흥역 봄오피스텔,월세,23.76,202007,18,"         2,000",            42,7,2018,권율대로 672
경기도 고양덕양구 원흥동,627,0627,0000,3호선 원흥역 봄오피스텔,전세,42.97,202007,20,"        21,000",             0,16,2018,권율대로 672
경기도 고양덕양구 원흥동,627,0627,0000,3호선 원흥역 봄오피스텔,전세,39.84,202007,21,"        18,900",             0,20,2018,권율대로 672
경기도 고양덕양구 원흥동,627,0627,0000,3호선 원흥역 봄오피스텔,월세,42.97,202007,22,"        15,000",            20,5,2018,권율대로 672
경기도 고양덕양구 원흥동,627,0627,0000,3호선 원흥역 봄오피스텔,전세,23.76,202007,23,"        14,000",             0,16,2018,권율대로 672
경기도 고양덕양구 원흥동,627,0627,0000,3호선 원흥역 봄오피스텔,전세,42.97,202007,27,"        19,400",             0,15,2018,권율대로 672
경기도 고양덕양구 원흥동,627,0627,0000,3호선 원흥역 봄오피스텔,월세,23.76,202007,27,           500,            53,13,2018,권율대로 672
경기도 고양덕양구 원흥동,627,0627,0000,3호선 원흥역 봄오피스텔,전세,23.76,202007,31,"        11,025",             0,19,2018,권율대로 672
경기도 고양덕양구 원흥동,628,0628,0000,티오피클래식,전세,41.27,202007,1,"        19,800",             0,8,2018,권율대로 668
경기도 고양덕양구 원흥동,628,0628,0000,티오피클래식,전세,41.27,202007,1,"        19,900",             0,15,2018,권율대로 668
경기도 고양덕양구 원흥동,628,0628,0000,티오피클래식,전세,28.94,202007,27,"        16,000",             0,7,2018,권율대로 668
경기도 고양덕양구 토당동,863-3,0863,0003,용현하이젠,월세,30.06,202007,18,"         6,000",            30,3,,지도로35번길 9
경기도 고양덕양구 행신동,765-1,0765,0001,에버그린,전세,81.68,202007,1,"        25,000",             0,6,,용현로 7
경기도 고양덕양구 화정동,965,0965,0000,오벨리스크,전세,49.61,202007,15,"        14,000",             0,4,2003,화정로 65
경기도 고양덕양구 화정동,965,0965,0000,오벨리스크,월세,38.12,202007,22,"         1,000",            55,15,2003,화정로 65
경기도 고양덕양구 화정동,965,0965,0000,오벨리스크,월세,30.59,202007,29,"         1,000",            45,5,2003,화정로 65
경기도 고양덕양구 화정동,984-7,0984,0007,우경싸이트빌,월세,48.88,202007,24,"         4,000",            40,10,2002,화신로272번길 11
경기도 고양덕양구 화정동,1000-1,1000,0001,화정건영캐스빌플러스,월세,43.68,202007,1,           500,            50,11,2004,화신로 259
경기도 고양덕양구 화정동,1000-1,1000,0001,화정건영캐스빌플러스,월세,34.43,202007,6,"         1,000",            40,4,2004,화신로 259
경기도 고양덕양구 화정동,1000-1,1000,0001,화정건영캐스빌플러스,월세,34.43,202007,24,           500,            43,8,2004,화신로 259
경기도 고양덕양구 화정동,1000-1,1000,0001,화정건영캐스빌플러스,월세,41.16,202007,27,"         2,000",            46,12,2004,화신로 259
경기도 고양덕양구 화정동,986-8,0986,0008,화정대우마이빌,월세,27.95,202007,9,"         1,000",            42,12,2003,백양로 59
경기도 고양덕양구 화정동,986-8,0986,0008,화정대우마이빌,월세,31.92,202007,13,           500,            50,8,2003,백양로 59
경기도 고양덕양구 화정동,986-8,0986,0008,화정대우마이빌,전세,27.95,202007,18,"        10,000",             0,3,2003,백양로 59
경기도 고양덕양구 화정동,986-8,0986,0008,화정대우마이빌,전세,42.88,202007,22,"        13,000",             0,5,2003,백양로 59
경기도 고양일산동구 백석동,1301-2,1301,0002,넥스빌,월세,56.73,202007,21,"         2,000",            60,10,2003,장백로 8
경기도 고양일산동구 백석동,1239-2,1239,0002,대방 샤인밸리,전세,37.57,202007,1,"        13,000",             0,2,2004,일산로 74-17
경기도 고양일산동구 백석동,1239-2,1239,0002,대방 샤인밸리,월세,40.54,202007,4,"         1,000",            50,8,2004,일산로 74-17
경기도 고양일산동구 백석동,1239-2,1239,0002,대방 샤인밸리,전세,34.45,202007,4,"        12,000",             0,4,2004,일산로 74-17
경기도 고양일산동구 백석동,1239-2,1239,0002,대방 샤인밸리,월세,37.57,202007,20,"         6,000",            30,7,2004,일산로 74-17
경기도 고양일산동구 백석동,1325,1325,0000,디아뜨 크리스탈,월세,71.28,202007,16,"         1,000",            85,6,2004,일산로 16
경기도 고양일산동구 백석동,1325,1325,0000,디아뜨 크리스탈,월세,34.18,202007,16,"         1,000",            48,3,2004,일산로 16
경기도 고양일산동구 백석동,1325,1325,0000,디아뜨 크리스탈,월세,42.06,202007,20,           500,            57,3,2004,일산로 16
경기도 고양일산동구 백석동,1325,1325,0000,디아뜨 크리스탈,전세,34.18,202007,29,"        12,000",             0,14,2004,일산로 16
경기도 고양일산동구 백석동,1332-1,1332,0001,레이크하임,전세,31.13,202007,9,"        11,000",             0,7,2004,중앙로 1055
경기도 고양일산동구 백석동,1332-1,1332,0001,레이크하임,전세,34.66,202007,30,"        11,500",             0,4,2004,중앙로 1055
경기도 고양일산동구 백석동,1309,1309,0000,백석 우림보보카운티,월세,34.26,202007,18,"         1,500",            40,4,2005,일산로 38
경기도 고양일산동구 백석동,1309,1309,0000,백석 우림보보카운티,월세,22.82,202007,23,           500,            36,4,2005,일산로 38
경기도 고양일산동구 백석동,1309,1309,0000,백석 우림보보카운티,월세,40.17,202007,31,"         2,000",            40,5,2005,일산로 38
경기도 고양일산동구 백석동,1302,1302,0000,백석역 동문굿모닝힐,월세,55.94,202007,14,"         1,000",            70,8,2003,장백로 20
경기도 고양일산동구 백석동,1301,1301,0000,백석역 동문굿모닝힐1 101동,월세,45.87,202007,2,"         2,000",            33,3,2003,장백로 10
경기도 고양일산동구 백석동,1301,1301,0000,백석역 동문굿모닝힐1 101동,전세,45.87,202007,2,"        12,000",             0,8,2003,장백로 10
경기도 고양일산동구 백석동,1301,1301,0000,백석역 동문굿모닝힐1 101동,월세,45.87,202007,29,"         6,000",            26,5,2003,장백로 10
경기도 고양일산동구 백석동,1305,1305,0000,백석역 동문굿모닝힐1 103동,월세,45.87,202007,4,           500,            55,6,2003,장백로 26
경기도 고양일산동구 백석동,1305,1305,0000,백석역 동문굿모닝힐1 103동,전세,45.87,202007,12,"        12,500",             0,8,2003,장백로 26
경기도 고양일산동구 백석동,1319,1319,0000,백석역동문굿모닝힐II(1319-0),전세,29.33,202007,15,"        12,000",             0,2,2004,경의로 25-37
경기도 고양일산동구 백석동,1319,1319,0000,백석역동문굿모닝힐II(1319-0),전세,28.55,202007,15,"        11,000",             0,3,2004,경의로 25-37
경기도 고양일산동구 백석동,1319,1319,0000,백석역동문굿모닝힐II(1319-0),월세,29.33,202007,24,           500,            50,8,2004,경의로 25-37
경기도 고양일산동구 백석동,1319,1319,0000,백석역동문굿모닝힐II(1319-0),전세,29.33,202007,31,"        12,000",             0,4,2004,경의로 25-37
경기도 고양일산동구 백석동,1320,1320,0000,백석역동문굿모닝힐II(1320-0),전세,31.16,202007,1,"        12,000",             0,9,2004,호수로 340-25
경기도 고양일산동구 백석동,1320,1320,0000,백석역동문굿모닝힐II(1320-0),월세,31.16,202007,8,"         1,000",            47,9,2004,호수로 340-25
경기도 고양일산동구 백석동,1320,1320,0000,백석역동문굿모닝힐II(1320-0),전세,26.99,202007,10,"        12,000",             0,2,2004,호수로 340-25
경기도 고양일산동구 백석동,1320,1320,0000,백석역동문굿모닝힐II(1320-0),월세,28.55,202007,10,           500,            48,7,2004,호수로 340-25
경기도 고양일산동구 백석동,1320,1320,0000,백석역동문굿모닝힐II(1320-0),월세,26.99,202007,17,           500,            48,7,2004,호수로 340-25
경기도 고양일산동구 백석동,1320,1320,0000,백석역동문굿모닝힐II(1320-0),전세,28.55,202007,22,"        11,000",             0,10,2004,호수로 340-25
경기도 고양일산동구 백석동,1320,1320,0000,백석역동문굿모닝힐II(1320-0),월세,26.99,202007,31,"         1,000",            45,10,2004,호수로 340-25
경기도 고양일산동구 백석동,1321,1321,0000,백석역동문굿모닝힐II(1321-0),전세,29.33,202007,6,"        12,000",             0,2,2004,호수로 358-26
경기도 고양일산동구 백석동,1321,1321,0000,백석역동문굿모닝힐II(1321-0),전세,29.33,202007,10,"        11,000",             0,10,2004,호수로 358-26
경기도 고양일산동구 백석동,1321,1321,0000,백석역동문굿모닝힐II(1321-0),전세,28.55,202007,14,"        11,000",             0,2,2004,호수로 358-26
경기도 고양일산동구 백석동,1321,1321,0000,백석역동문굿모닝힐II(1321-0),월세,29.33,202007,15,           500,            50,5,2004,호수로 358-26
경기도 고양일산동구 백석동,1321,1321,0000,백석역동문굿모닝힐II(1321-0),전세,26.99,202007,27,"        12,000",             0,6,2004,호수로 358-26
경기도 고양일산동구 백석동,1321,1321,0000,백석역동문굿모닝힐II(1321-0),전세,29.33,202007,28,"        11,500",             0,4,2004,호수로 358-26
경기도 고양일산동구 백석동,1322,1322,0000,백석역동문굿모닝힐II(1322-0),월세,28.55,202007,2,           500,            50,8,2004,경의로 25-53
경기도 고양일산동구 백석동,1322,1322,0000,백석역동문굿모닝힐II(1322-0),월세,28.55,202007,14,           500,            47,6,2004,경의로 25-53
경기도 고양일산동구 백석동,1322,1322,0000,백석역동문굿모닝힐II(1322-0),월세,29.33,202007,17,"         4,000",            30,6,2004,경의로 25-53
경기도 고양일산동구 백석동,1241-2,1241,0002,백석위브센티움,월세,33.26,202007,2,           500,            48,4,2003,일산로 78
경기도 고양일산동구 백석동,1241-2,1241,0002,백석위브센티움,전세,28.56,202007,4,"        10,000",             0,8,2003,일산로 78
경기도 고양일산동구 백석동,1241-2,1241,0002,백석위브센티움,월세,36.94,202007,13,"         7,000",            20,5,2003,일산로 78
경기도 고양일산동구 백석동,1330,1330,0000,브라운스톤일산,월세,181.1,202007,2,"         3,000",           180,12,2005,호수로 336
경기도 고양일산동구 백석동,1330,1330,0000,브라운스톤일산,전세,56.62,202007,7,"        17,000",             0,6,2005,호수로 336
경기도 고양일산동구 백석동,1330,1330,0000,브라운스톤일산,월세,48.11,202007,10,"         5,000",            35,5,2005,호수로 336
경기도 고양일산동구 백석동,1330,1330,0000,브라운스톤일산,전세,165.45,202007,14,"        33,500",             0,9,2005,호수로 336
경기도 고양일산동구 백석동,1330,1330,0000,브라운스톤일산,월세,56.62,202007,15,"        10,000",            25,4,2005,호수로 336
경기도 고양일산동구 백석동,1330,1330,0000,브라운스톤일산,전세,51.79,202007,18,"        17,000",             0,6,2005,호수로 336
경기도 고양일산동구 백석동,1330,1330,0000,브라운스톤일산,전세,48.11,202007,27,"        15,500",             0,10,2005,호수로 336
경기도 고양일산동구 백석동,1330,1330,0000,브라운스톤일산,월세,48.11,202007,27,"         4,000",            40,5,2005,호수로 336
경기도 고양일산동구 백석동,1330,1330,0000,브라운스톤일산,전세,48.11,202007,29,"        16,000",             0,3,2005,호수로 336
경기도 고양일산동구 백석동,1318-4,1318,0004,비잔티움일산2단지,전세,28.99,202007,2,"        12,000",             0,10,2004,호수로 340-28
경기도 고양일산동구 백석동,1318-4,1318,0004,비잔티움일산2단지,월세,58.17,202007,4,"         5,000",            65,3,2004,호수로 340-28
경기도 고양일산동구 백석동,1318-4,1318,0004,비잔티움일산2단지,전세,86.93,202007,10,"        23,000",             0,3,2004,호수로 340-28
경기도 고양일산동구 백석동,1331,1331,0000,영림브레아오피스텔,월세,20.52,202007,4,           300,            40,9,2004,중앙로 1047
경기도 고양일산동구 백석동,1331,1331,0000,영림브레아오피스텔,월세,26.98,202007,6,           300,            47,7,2004,중앙로 1047
경기도 고양일산동구 백석동,1331,1331,0000,영림브레아오피스텔,월세,33.44,202007,6,"         1,000",            47,4,2004,중앙로 1047
경기도 고양일산동구 백석동,1331,1331,0000,영림브레아오피스텔,월세,26.98,202007,13,           500,            46,4,2004,중앙로 1047
경기도 고양일산동구 백석동,1237,1237,0000,일산 요진 와이시티,전세,33.33,202007,4,"        21,000",             0,15,, 
경기도 고양일산동구 백석동,1237,1237,0000,일산 요진 와이시티,전세,33.33,202007,10,"        19,500",             0,9,, 
경기도 고양일산동구 백석동,1237,1237,0000,일산 요진 와이시티,전세,24.12,202007,13,"        14,455",             0,6,, 
경기도 고양일산동구 백석동,1313,1313,0000,일산백석더루벤스카운티,전세,35.34,202007,4,"        14,000",             0,2,2012,장백로 19
경기도 고양일산동구 백석동,1313,1313,0000,일산백석더루벤스카운티,월세,37.3,202007,4,           500,            62,6,2012,장백로 19
경기도 고양일산동구 백석동,1313,1313,0000,일산백석더루벤스카운티,월세,45.81,202007,10,           500,            70,4,2012,장백로 19
경기도 고양일산동구 백석동,1313,1313,0000,일산백석더루벤스카운티,월세,37.3,202007,11,           500,            62,7,2012,장백로 19
경기도 고양일산동구 백석동,1313,1313,0000,일산백석더루벤스카운티,월세,35.34,202007,20,"         1,000",            60,8,2012,장백로 19
경기도 고양일산동구 백석동,1313,1313,0000,일산백석더루벤스카운티,월세,35.34,202007,30,           500,            60,6,2012,장백로 19
경기도 고양일산동구 백석동,1299,1299,0000,현대밀라트(1299-0),월세,72.22,202007,30,"         5,000",            70,14,2003,경의로 47
경기도 고양일산동구 백석동,1316,1316,0000,현대밀라트(1316-0),전세,131.42,202007,22,"        37,500",             0,14,2003,경의로 33
경기도 고양일산동구 백석동,1317,1317,0000,현대밀라트(1317-0),전세,132.09,202007,9,"        34,000",             0,13,2003,경의로 19
경기도 고양일산동구 백석동,1300,1300,0000,현대밀라트2차(1300-0),월세,36.28,202007,6,"         3,000",            40,7,2003,중앙로 1005
경기도 고양일산동구 백석동,1300,1300,0000,현대밀라트2차(1300-0),월세,36.28,202007,21,"         5,000",            33,9,2003,중앙로 1005
경기도 고양일산동구 백석동,1303,1303,0000,현대밀라트2차(1303-0),월세,28.99,202007,16,           300,            44,10,2003,중앙로 1011
경기도 고양일산동구 백석동,1303,1303,0000,현대밀라트2차(1303-0),월세,36.28,202007,23,           500,            50,4,2003,중앙로 1011
경기도 고양일산동구 백석동,1309-1,1309,0001,효성레제스오피스텔,전세,45.27,202007,2,"        14,000",             0,9,2004,일산로 30
경기도 고양일산동구 백석동,1309-1,1309,0001,효성레제스오피스텔,월세,45.27,202007,4,"         1,500",            55,15,2004,일산로 30
경기도 고양일산동구 백석동,1309-1,1309,0001,효성레제스오피스텔,월세,45.27,202007,6,"         1,000",            60,15,2004,일산로 30
경기도 고양일산동구 백석동,1309-1,1309,0001,효성레제스오피스텔,월세,44.87,202007,7,           500,            60,9,2004,일산로 30
경기도 고양일산동구 백석동,1309-1,1309,0001,효성레제스오피스텔,월세,45.27,202007,9,"         7,500",            35,12,2004,일산로 30
경기도 고양일산동구 백석동,1309-1,1309,0001,효성레제스오피스텔,월세,39.19,202007,10,"         1,000",            52,6,2004,일산로 30
경기도 고양일산동구 백석동,1309-1,1309,0001,효성레제스오피스텔,전세,38.18,202007,14,"        10,000",             0,3,2004,일산로 30
경기도 고양일산동구 백석동,1309-1,1309,0001,효성레제스오피스텔,월세,43.15,202007,16,"         1,000",            55,8,2004,일산로 30
경기도 고양일산동구 백석동,1309-1,1309,0001,효성레제스오피스텔,전세,43.67,202007,18,"        14,500",             0,2,2004,일산로 30
경기도 고양일산동구 백석동,1309-1,1309,0001,효성레제스오피스텔,월세,44.87,202007,29,           500,            60,9,2004,일산로 30
경기도 고양일산동구 식사동,1586,1586,0000,더파인테라스,전세,21.88,202007,19,"        11,000",             0,6,2020,위시티1로 6-39
경기도 고양일산동구 식사동,1586,1586,0000,더파인테라스,전세,21.88,202007,20,"        11,000",             0,5,2020,위시티1로 6-39
