시군구,번지,본번,부번,단지명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세(만원),층,건축년도,도로명
강원도 강릉시 유천동,776-4,0776,0004,유천올림피아오피스텔,월세,21.66,202001,31,           200,            42,2,2016,사임당로 180
강원도 강릉시 홍제동,1018-2,1018,0002,골드팰리스,전세,18.66,202001,1,"         6,000",             0,5,2016,선수촌로 79-29
강원도 강릉시 홍제동,1018-2,1018,0002,골드팰리스,전세,18.66,202001,3,"         7,000",             0,2,2016,선수촌로 79-29
강원도 강릉시 홍제동,1018-2,1018,0002,골드팰리스,월세,21.48,202001,11,"         3,000",            25,5,2016,선수촌로 79-29
강원도 강릉시 홍제동,1018-2,1018,0002,골드팰리스,전세,18.66,202001,14,"         6,800",             0,3,2016,선수촌로 79-29
강원도 강릉시 홍제동,1035-1,1035,0001,푸르벨라 1차,전세,23.39,202001,2,"         7,200",             0,4,2016, 
강원도 강릉시 홍제동,1035-1,1035,0001,푸르벨라 1차,월세,23.39,202001,21,           300,            45,6,2016, 
강원도 강릉시 홍제동,1019-3,1019,0003,푸르벨라 2차,전세,18.31,202001,11,"         7,500",             0,7,,선수촌로63번길 18-15
강원도 속초시 동명동,466-42,0466,0042,설악 센트리움,전세,38.01,202001,30,"         5,000",             0,4,2005,중앙로 190
강원도 속초시 영랑동,231-2,0231,0002,동진리조트 오피스텔,월세,30,202001,2,           300,            30,17,1992,번영로 170
강원도 원주시 단계동,777-4,0777,0004,(777-4),월세,63.91,202001,18,"         1,500",            40,7,2017,천사로 106
강원도 원주시 단계동,853-1,0853,0001,이룸레지던스,전세,23.63,202001,13,"         6,000",             0,7,2007,북원로 2235-12
강원도 원주시 단계동,853-1,0853,0001,이룸레지던스,전세,29.25,202001,28,"         7,000",             0,11,2007,북원로 2235-12
강원도 원주시 무실동,1721-1,1721,0001,엠시티,전세,26.96,202001,6,"         9,000",             0,2,2019,만대로 21
강원도 원주시 무실동,1721-1,1721,0001,엠시티,월세,26.97,202001,11,           500,            40,5,2019,만대로 21
강원도 원주시 무실동,1721-1,1721,0001,엠시티,전세,27.26,202001,11,"         8,500",             0,5,2019,만대로 21
강원도 원주시 무실동,1736-3,1736,0003,원주무실코아루허브288,월세,27.36,202001,13,           500,            40,6,2018,시청로 89-16
강원도 원주시 무실동,1736-3,1736,0003,원주무실코아루허브288,월세,25.25,202001,18,           300,            40,5,2018,시청로 89-16
강원도 원주시 무실동,1736-3,1736,0003,원주무실코아루허브288,월세,25.25,202001,30,           500,            39,5,2018,시청로 89-16
강원도 원주시 반곡동,1903-6,1903,0006,(1903-6),전세,29.6,202001,12,"         8,800",             0,7,2017, 
강원도 원주시 반곡동,1903-6,1903,0006,(1903-6),월세,29.6,202001,21,           500,            45,12,2017, 
강원도 원주시 반곡동,1886-2,1886,0002,골든스퀘어1차,전세,29.64,202001,2,"         9,500",             0,8,2016,혁신로 55
강원도 원주시 반곡동,1886-3,1886,0003,골든스퀘어2차,월세,29.64,202001,13,"         6,000",            25,5,2016,혁신로 61
강원도 원주시 반곡동,1905-1,1905,0001,이노팰리스,전세,27.06,202001,2,"         8,500",             0,15,2016,미래로 39
강원도 원주시 반곡동,1905-1,1905,0001,이노팰리스,월세,26.06,202001,7,           500,            35,5,2016,미래로 39
강원도 원주시 반곡동,1905-1,1905,0001,이노팰리스,전세,26.06,202001,11,"         8,400",             0,4,2016,미래로 39
강원도 원주시 반곡동,1905-1,1905,0001,이노팰리스,월세,26.06,202001,12,           500,            38,12,2016,미래로 39
강원도 원주시 반곡동,1897-4,1897,0004,코아루시티,전세,22.48,202001,2,"         6,500",             0,17,2016,양지로 58
강원도 원주시 반곡동,1897-4,1897,0004,코아루시티,전세,22.37,202001,2,"         7,000",             0,5,2016,양지로 58
강원도 원주시 반곡동,1897-4,1897,0004,코아루시티,전세,22.37,202001,3,"         8,000",             0,11,2016,양지로 58
강원도 원주시 반곡동,1897-4,1897,0004,코아루시티,월세,22.48,202001,6,           500,            34,14,2016,양지로 58
강원도 원주시 반곡동,1897-4,1897,0004,코아루시티,전세,22.48,202001,21,"         8,000",             0,16,2016,양지로 58
강원도 원주시 반곡동,1897-4,1897,0004,코아루시티,전세,22.48,202001,22,"         7,400",             0,5,2016,양지로 58
강원도 원주시 반곡동,1897-4,1897,0004,코아루시티,월세,22.48,202001,22,           500,            34,7,2016,양지로 58
강원도 원주시 반곡동,1897-4,1897,0004,코아루시티,월세,22.37,202001,28,"         2,000",            21,3,2016,양지로 58
강원도 원주시 반곡동,1905-9,1905,0009,파크팰리스,전세,27.36,202001,2,"         9,000",             0,8,2018,황금로 34
강원도 원주시 반곡동,1905-9,1905,0009,파크팰리스,전세,33.84,202001,3,"        10,000",             0,5,2018,황금로 34
강원도 원주시 반곡동,1905-9,1905,0009,파크팰리스,전세,28.08,202001,9,"         9,500",             0,9,2018,황금로 34
강원도 원주시 반곡동,1905-9,1905,0009,파크팰리스,월세,27.36,202001,10,           500,            45,6,2018,황금로 34
강원도 춘천시 근화동,267-9,0267,0009,엘타워 2차 오피스텔,전세,18.75,202001,18,"         7,000",             0,18,2019,공지로 453
강원도 춘천시 근화동,267-9,0267,0009,엘타워 2차 오피스텔,전세,18.75,202001,22,"         7,000",             0,16,2019,공지로 453
강원도 춘천시 근화동,267-9,0267,0009,엘타워 2차 오피스텔,전세,18.75,202001,31,"         8,000",             0,13,2019,공지로 453
강원도 춘천시 근화동,267-1,0267,0001,춘천 L-타워,월세,20.19,202001,2,           500,            40,9,2018,공지로 455
강원도 춘천시 근화동,267-1,0267,0001,춘천 L-타워,전세,20.19,202001,3,"         6,500",             0,5,2018,공지로 455
강원도 춘천시 근화동,267-1,0267,0001,춘천 L-타워,전세,37.56,202001,4,"        11,000",             0,18,2018,공지로 455
강원도 춘천시 근화동,267-1,0267,0001,춘천 L-타워,월세,20.19,202001,8,           300,            26,11,2018,공지로 455
강원도 춘천시 근화동,267-1,0267,0001,춘천 L-타워,월세,37.56,202001,10,"         1,000",            45,6,2018,공지로 455
강원도 춘천시 근화동,267-1,0267,0001,춘천 L-타워,월세,41.22,202001,23,"         1,000",            50,20,2018,공지로 455
강원도 춘천시 남산면 창촌리,147-3,0147,0003,A동,월세,75.81,202001,2,"         1,600",            40,4,2015, 
강원도 춘천시 남산면 창촌리,147-3,0147,0003,A동,월세,42.87,202001,23,           450,            40,3,2015, 
강원도 춘천시 온의동,587-5,0587,0005,춘천·강남하이엔드,전세,26.99,202001,5,"         8,900",             0,7,2017,춘천로17번길 21
강원도 춘천시 온의동,587-5,0587,0005,춘천·강남하이엔드,월세,22.11,202001,9,           500,            45,7,2017,춘천로17번길 21
강원도 춘천시 온의동,587-5,0587,0005,춘천·강남하이엔드,전세,26.99,202001,13,"         9,450",             0,3,2017,춘천로17번길 21
강원도 춘천시 온의동,587-5,0587,0005,춘천·강남하이엔드,월세,22.11,202001,28,"         3,000",            30,6,2017,춘천로17번길 21
강원도 춘천시 온의동,587-5,0587,0005,춘천·강남하이엔드,전세,22.11,202001,29,"         8,500",             0,3,2017,춘천로17번길 21
강원도 춘천시 온의동,587-5,0587,0005,춘천·강남하이엔드,전세,22.11,202001,31,"         8,400",             0,3,2017,춘천로17번길 21
강원도 춘천시 온의동,587-5,0587,0005,춘천·강남하이엔드,전세,22.11,202001,31,"         7,870",             0,6,2017,춘천로17번길 21
강원도 홍천군 홍천읍 진리,50-6,0050,0006,라온빌,전세,62.29,202001,23,"        12,000",             0,2,,진삼거리길 7
경기도 가평군 가평읍 대곡리,189-5,0189,0005,삼성홈타운,전세,79.85,202001,7,"        11,000",             0,2,2014,가화로 47-1
경기도 고양덕양구 동산동,368-2,0368,0002,e편한세상 시티 삼송2차,전세,57.92,202001,18,"        29,700",             0,27,2019,덕수천2로 150
경기도 고양덕양구 동산동,368-2,0368,0002,e편한세상 시티 삼송2차,전세,75.94,202001,20,"        33,000",             0,12,2019,덕수천2로 150
경기도 고양덕양구 동산동,368,0368,0000,e편한세상 시티 삼송3차,전세,82.76,202001,2,"        36,000",             0,26,2019,동송로 23-28
경기도 고양덕양구 동산동,368,0368,0000,e편한세상 시티 삼송3차,월세,75.94,202001,2,"        20,000",            30,8,2019,동송로 23-28
경기도 고양덕양구 동산동,368,0368,0000,e편한세상 시티 삼송3차,전세,57.92,202001,7,"        30,000",             0,10,2019,동송로 23-28
경기도 고양덕양구 동산동,368,0368,0000,e편한세상 시티 삼송3차,월세,75.93,202001,11,"         5,000",           100,19,2019,동송로 23-28
경기도 고양덕양구 동산동,368,0368,0000,e편한세상 시티 삼송3차,전세,82.76,202001,11,"        38,000",             0,18,2019,동송로 23-28
경기도 고양덕양구 동산동,368,0368,0000,e편한세상 시티 삼송3차,전세,57.92,202001,18,"        28,000",             0,4,2019,동송로 23-28
경기도 고양덕양구 동산동,368,0368,0000,e편한세상 시티 삼송3차,전세,75.94,202001,22,"        38,750",             0,25,2019,동송로 23-28
경기도 고양덕양구 동산동,368,0368,0000,e편한세상 시티 삼송3차,전세,75.93,202001,30,"        36,000",             0,11,2019,동송로 23-28
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,69.66,202001,10,"        32,500",             0,26,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,월세,54.32,202001,14,"         5,000",            74,23,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,54.32,202001,15,"        26,250",             0,26,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,77.51,202001,15,"        34,000",             0,20,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,77.51,202001,19,"        35,000",             0,16,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,월세,73.51,202001,19,"         3,000",           110,22,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,54.32,202001,20,"        31,000",             0,20,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,54.32,202001,30,"        25,200",             0,5,2018,동송로 33
경기도 고양덕양구 삼송동,289,0289,0000,현대썬앤빌,전세,24.65,202001,7,"        11,020",             0,20,2018,삼송로 210
경기도 고양덕양구 삼송동,289,0289,0000,현대썬앤빌,월세,24.65,202001,8,"         2,000",            55,27,2018,삼송로 210
경기도 고양덕양구 삼송동,289,0289,0000,현대썬앤빌,전세,24.65,202001,11,"        15,000",             0,29,2018,삼송로 210
경기도 고양덕양구 삼송동,289,0289,0000,현대썬앤빌,전세,24.65,202001,16,"        14,700",             0,22,2018,삼송로 210
경기도 고양덕양구 삼송동,289,0289,0000,현대썬앤빌,전세,48.11,202001,19,"        23,000",             0,26,2018,삼송로 210
경기도 고양덕양구 삼송동,289,0289,0000,현대썬앤빌,전세,48.11,202001,22,"        22,000",             0,15,2018,삼송로 210
경기도 고양덕양구 삼송동,289,0289,0000,현대썬앤빌,월세,48.11,202001,22,"         3,000",            90,21,2018,삼송로 210
경기도 고양덕양구 삼송동,289,0289,0000,현대썬앤빌,전세,48.11,202001,23,"        19,400",             0,14,2018,삼송로 210
경기도 고양덕양구 삼송동,289,0289,0000,현대썬앤빌,전세,47.89,202001,28,"        29,000",             0,26,2018,삼송로 210
경기도 고양덕양구 삼송동,289,0289,0000,현대썬앤빌,월세,47.89,202001,29,"        23,000",            20,26,2018,삼송로 210
경기도 고양덕양구 삼송동,289,0289,0000,현대썬앤빌,전세,48.11,202001,29,"        26,000",             0,27,2018,삼송로 210
경기도 고양덕양구 삼송동,289,0289,0000,현대썬앤빌,월세,48.11,202001,30,"         1,000",            74,10,2018,삼송로 210
경기도 고양덕양구 삼송동,289,0289,0000,현대썬앤빌,월세,24.65,202001,31,"         3,400",            35,27,2018,삼송로 210
경기도 고양덕양구 삼송동,291,0291,0000,힐스테이트 삼송역,전세,84.51,202001,9,"        32,000",             0,18,2019,동송로 70
경기도 고양덕양구 삼송동,291,0291,0000,힐스테이트 삼송역,전세,84.51,202001,9,"        32,000",             0,18,2019,동송로 70
경기도 고양덕양구 삼송동,291,0291,0000,힐스테이트 삼송역,월세,84.55,202001,10,"         5,000",           110,20,2019,동송로 70
경기도 고양덕양구 삼송동,291,0291,0000,힐스테이트 삼송역,월세,84.51,202001,11,"         9,000",            85,20,2019,동송로 70
경기도 고양덕양구 삼송동,291,0291,0000,힐스테이트 삼송역,월세,84.12,202001,13,"         9,000",           100,37,2019,동송로 70
경기도 고양덕양구 삼송동,291,0291,0000,힐스테이트 삼송역,전세,84.38,202001,18,"        30,000",             0,4,2019,동송로 70
경기도 고양덕양구 삼송동,291,0291,0000,힐스테이트 삼송역,월세,84.12,202001,29,"        15,000",           100,35,2019,동송로 70
경기도 고양덕양구 삼송동,291,0291,0000,힐스테이트 삼송역,전세,84.48,202001,31,"        41,000",             0,31,2019,동송로 70
경기도 고양덕양구 성사동,696,0696,0000,삼성홈타워오피스텔,월세,31.76,202001,6,           500,            40,7,2006,호국로 798
경기도 고양덕양구 성사동,696,0696,0000,삼성홈타워오피스텔,전세,31.92,202001,7,"         5,500",             0,7,2006,호국로 798
경기도 고양덕양구 성사동,696,0696,0000,삼성홈타워오피스텔,월세,31.76,202001,16,           500,            43,6,2006,호국로 798
경기도 고양덕양구 원흥동,627,0627,0000,3호선 원흥역 봄오피스텔,전세,23.76,202001,5,"        13,300",             0,17,2018,권율대로 672
경기도 고양덕양구 원흥동,627,0627,0000,3호선 원흥역 봄오피스텔,월세,23.76,202001,7,           500,            55,7,2018,권율대로 672
경기도 고양덕양구 원흥동,627,0627,0000,3호선 원흥역 봄오피스텔,월세,23.76,202001,16,"         2,000",            42,16,2018,권율대로 672
경기도 고양덕양구 원흥동,627,0627,0000,3호선 원흥역 봄오피스텔,월세,23.76,202001,16,           500,            53,16,2018,권율대로 672
경기도 고양덕양구 원흥동,627,0627,0000,3호선 원흥역 봄오피스텔,전세,42.97,202001,18,"        22,000",             0,13,2018,권율대로 672
경기도 고양덕양구 원흥동,627,0627,0000,3호선 원흥역 봄오피스텔,월세,23.76,202001,18,"         1,000",            48,14,2018,권율대로 672
경기도 고양덕양구 원흥동,627,0627,0000,3호선 원흥역 봄오피스텔,전세,39.84,202001,18,"        18,900",             0,20,2018,권율대로 672
경기도 고양덕양구 원흥동,627,0627,0000,3호선 원흥역 봄오피스텔,월세,23.76,202001,20,"         1,000",            50,7,2018,권율대로 672
경기도 고양덕양구 원흥동,627,0627,0000,3호선 원흥역 봄오피스텔,전세,23.76,202001,21,"        11,550",             0,10,2018,권율대로 672
경기도 고양덕양구 원흥동,627,0627,0000,3호선 원흥역 봄오피스텔,월세,23.76,202001,29,"         1,000",            50,17,2018,권율대로 672
경기도 고양덕양구 원흥동,627,0627,0000,3호선 원흥역 봄오피스텔,월세,23.76,202001,30,"         1,000",            52,15,2018,권율대로 672
경기도 고양덕양구 원흥동,627,0627,0000,3호선 원흥역 봄오피스텔,전세,23.76,202001,31,"        12,000",             0,8,2018,권율대로 672
경기도 고양덕양구 원흥동,627,0627,0000,3호선 원흥역 봄오피스텔,전세,36.78,202001,31,"        20,500",             0,11,2018,권율대로 672
경기도 고양덕양구 원흥동,628,0628,0000,티오피클래식,전세,47.37,202001,13,"        25,000",             0,18,2018,권율대로 668
경기도 고양덕양구 원흥동,628,0628,0000,티오피클래식,전세,28.94,202001,16,"        16,800",             0,16,2018,권율대로 668
경기도 고양덕양구 원흥동,628,0628,0000,티오피클래식,전세,28.94,202001,21,"        15,500",             0,9,2018,권율대로 668
경기도 고양덕양구 원흥동,628,0628,0000,티오피클래식,월세,28.94,202001,22,"         3,000",            50,4,2018,권율대로 668
경기도 고양덕양구 원흥동,628,0628,0000,티오피클래식,월세,28.94,202001,31,"         3,000",            53,7,2018,권율대로 668
경기도 고양덕양구 주교동,610-6,0610,0006,스카이 팰리스,전세,70.84,202001,4,"        20,000",             0,13,2017, 
경기도 고양덕양구 주교동,610-6,0610,0006,스카이 팰리스,월세,70.84,202001,30,"         1,000",            90,4,2017, 
경기도 고양덕양구 주교동,609-2,0609,0002,우분투포레스트,월세,47.8,202001,31,"         3,000",            60,4,2019,호국로777번길 11
경기도 고양덕양구 토당동,863-3,0863,0003,용현하이젠,월세,28.19,202001,31,"        10,000",            19,2,,지도로35번길 9
경기도 고양덕양구 행신동,763-2,0763,0002,백산오피스텔,월세,30.32,202001,20,"         1,000",            45,10,2002,용현로5번길 24
경기도 고양덕양구 화정동,965,0965,0000,오벨리스크,월세,30.59,202001,2,           500,            47,3,2003,화정로 65
경기도 고양덕양구 화정동,965,0965,0000,오벨리스크,전세,30.59,202001,3,"        12,000",             0,4,2003,화정로 65
경기도 고양덕양구 화정동,965,0965,0000,오벨리스크,월세,30.59,202001,4,           500,            50,16,2003,화정로 65
경기도 고양덕양구 화정동,965,0965,0000,오벨리스크,전세,30.59,202001,9,"         9,900",             0,16,2003,화정로 65
경기도 고양덕양구 화정동,965,0965,0000,오벨리스크,월세,30.59,202001,29,           500,            50,21,2003,화정로 65
경기도 고양덕양구 화정동,965,0965,0000,오벨리스크,월세,31.8,202001,31,"         5,000",            30,18,2003,화정로 65
경기도 고양덕양구 화정동,984-7,0984,0007,우경싸이트빌,월세,29.25,202001,2,           500,            42,12,2002,화신로272번길 11
경기도 고양덕양구 화정동,984-7,0984,0007,우경싸이트빌,월세,30.56,202001,6,           500,            44,9,2002,화신로272번길 11
경기도 고양덕양구 화정동,984-7,0984,0007,우경싸이트빌,월세,29.25,202001,13,"         2,000",            37,10,2002,화신로272번길 11
경기도 고양덕양구 화정동,1148,1148,0000,자인채오피스텔,월세,20.19,202001,2,           500,            50,12,2019,성신로 4
경기도 고양덕양구 화정동,1148,1148,0000,자인채오피스텔,월세,41.6,202001,4,"         5,000",            65,12,2019,성신로 4
경기도 고양덕양구 화정동,1148,1148,0000,자인채오피스텔,월세,24.82,202001,6,"         2,000",            50,15,2019,성신로 4
경기도 고양덕양구 화정동,1148,1148,0000,자인채오피스텔,전세,24.82,202001,9,"        13,000",             0,10,2019,성신로 4
경기도 고양덕양구 화정동,1148,1148,0000,자인채오피스텔,월세,20.19,202001,17,           300,            55,6,2019,성신로 4
경기도 고양덕양구 화정동,1148,1148,0000,자인채오피스텔,월세,43.77,202001,17,"        18,000",            15,11,2019,성신로 4
경기도 고양덕양구 화정동,1148,1148,0000,자인채오피스텔,월세,20.19,202001,18,           500,            55,6,2019,성신로 4
경기도 고양덕양구 화정동,1000-1,1000,0001,화정건영캐스빌플러스,전세,48.48,202001,3,"        11,000",             0,4,2004,화신로 259
경기도 고양덕양구 화정동,1000-1,1000,0001,화정건영캐스빌플러스,월세,34.43,202001,13,           500,            40,11,2004,화신로 259
경기도 고양덕양구 화정동,986-8,0986,0008,화정대우마이빌,월세,30.72,202001,8,"         1,000",            40,5,2003,백양로 59
경기도 고양덕양구 화정동,986-8,0986,0008,화정대우마이빌,월세,30.72,202001,8,"         1,000",            38,7,2003,백양로 59
경기도 고양덕양구 화정동,986-8,0986,0008,화정대우마이빌,월세,31.92,202001,15,"         1,000",            47,10,2003,백양로 59
경기도 고양덕양구 화정동,986-8,0986,0008,화정대우마이빌,월세,42.88,202001,28,"         1,000",            55,2,2003,백양로 59
경기도 고양일산동구 백석동,1301-2,1301,0002,넥스빌,전세,50.85,202001,3,"        15,000",             0,10,2003,장백로 8
경기도 고양일산동구 백석동,1301-2,1301,0002,넥스빌,전세,68.05,202001,18,"        15,000",             0,8,2003,장백로 8
경기도 고양일산동구 백석동,1239-2,1239,0002,대방 샤인밸리,월세,37.57,202001,6,"         5,500",            35,9,2004,일산로 74-17
경기도 고양일산동구 백석동,1239-2,1239,0002,대방 샤인밸리,월세,34.45,202001,9,           500,            50,2,2004,일산로 74-17
경기도 고양일산동구 백석동,1239-2,1239,0002,대방 샤인밸리,월세,34.45,202001,11,           500,            50,7,2004,일산로 74-17
경기도 고양일산동구 백석동,1239-2,1239,0002,대방 샤인밸리,월세,37.57,202001,20,           500,            55,4,2004,일산로 74-17
경기도 고양일산동구 백석동,1239-2,1239,0002,대방 샤인밸리,월세,37.57,202001,21,"         2,000",            47,10,2004,일산로 74-17
경기도 고양일산동구 백석동,1239-2,1239,0002,대방 샤인밸리,전세,34.45,202001,23,"        12,000",             0,4,2004,일산로 74-17
