시군구,번지,본번,부번,단지명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세(만원),층,건축년도,도로명
경기도 고양덕양구 동산동,368-2,0368,0002,e편한세상 시티 삼송2차,월세,57.92,202006,12,"        11,000",            50,9,2019,덕수천2로 150
경기도 고양덕양구 동산동,368-2,0368,0002,e편한세상 시티 삼송2차,전세,57.92,202006,13,"        32,000",             0,12,2019,덕수천2로 150
경기도 고양덕양구 동산동,368-2,0368,0002,e편한세상 시티 삼송2차,월세,82.76,202006,13,"         5,000",           130,19,2019,덕수천2로 150
경기도 고양덕양구 동산동,368-2,0368,0002,e편한세상 시티 삼송2차,월세,57.92,202006,26,"         1,000",            90,25,2019,덕수천2로 150
경기도 고양덕양구 동산동,368-2,0368,0002,e편한세상 시티 삼송2차,전세,57.92,202006,27,"        31,500",             0,24,2019,덕수천2로 150
경기도 고양덕양구 동산동,368,0368,0000,e편한세상 시티 삼송3차,전세,57.92,202006,1,"        30,000",             0,27,2019,동송로 23-28
경기도 고양덕양구 동산동,368,0368,0000,e편한세상 시티 삼송3차,전세,75.93,202006,6,"        35,000",             0,4,2019,동송로 23-28
경기도 고양덕양구 동산동,368,0368,0000,e편한세상 시티 삼송3차,월세,57.92,202006,10,"        10,000",            70,6,2019,동송로 23-28
경기도 고양덕양구 동산동,368,0368,0000,e편한세상 시티 삼송3차,월세,75.93,202006,13,"         3,000",           120,19,2019,동송로 23-28
경기도 고양덕양구 동산동,368,0368,0000,e편한세상 시티 삼송3차,월세,82.76,202006,13,"         4,000",           110,16,2019,동송로 23-28
경기도 고양덕양구 동산동,368,0368,0000,e편한세상 시티 삼송3차,전세,82.76,202006,13,"        42,000",             0,26,2019,동송로 23-28
경기도 고양덕양구 동산동,368,0368,0000,e편한세상 시티 삼송3차,전세,82.76,202006,13,"        39,000",             0,12,2019,동송로 23-28
경기도 고양덕양구 동산동,368,0368,0000,e편한세상 시티 삼송3차,전세,82.76,202006,18,"        40,000",             0,21,2019,동송로 23-28
경기도 고양덕양구 동산동,368,0368,0000,e편한세상 시티 삼송3차,전세,82.76,202006,20,"        38,000",             0,24,2019,동송로 23-28
경기도 고양덕양구 동산동,368,0368,0000,e편한세상 시티 삼송3차,월세,57.92,202006,21,"         1,000",            84,27,2019,동송로 23-28
경기도 고양덕양구 동산동,368,0368,0000,e편한세상 시티 삼송3차,전세,75.93,202006,25,"        37,000",             0,6,2019,동송로 23-28
경기도 고양덕양구 동산동,368,0368,0000,e편한세상 시티 삼송3차,월세,57.92,202006,27,"         2,000",           105,10,2019,동송로 23-28
경기도 고양덕양구 동산동,368,0368,0000,e편한세상 시티 삼송3차,전세,75.93,202006,27,"        37,000",             0,13,2019,동송로 23-28
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,77.51,202006,1,"        37,000",             0,9,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,77.51,202006,2,"        35,000",             0,10,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,77.51,202006,3,"        27,300",             0,17,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,54.32,202006,3,"        26,200",             0,9,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,월세,54.32,202006,3,"         4,000",            74,7,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,73.51,202006,4,"        30,000",             0,14,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,77.51,202006,6,"        37,000",             0,6,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,77.51,202006,7,"        39,000",             0,13,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,77.51,202006,7,"        39,000",             0,27,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,월세,69.66,202006,7,"        33,000",            12,3,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,77.51,202006,9,"        36,000",             0,13,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,77.51,202006,9,"        37,000",             0,8,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,54.32,202006,9,"        28,800",             0,25,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,54.32,202006,9,"        31,000",             0,25,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,월세,54.32,202006,9,"         3,000",            89,20,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,77.51,202006,9,"        35,000",             0,16,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,73.51,202006,9,"        35,000",             0,21,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,77.51,202006,10,"        35,000",             0,27,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,77.51,202006,11,"        35,800",             0,3,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,69.66,202006,11,"        28,350",             0,22,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,월세,54.32,202006,13,"         2,000",            85,24,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,54.32,202006,13,"        25,725",             0,22,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,77.51,202006,13,"        34,000",             0,6,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,69.66,202006,13,"        33,000",             0,14,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,77.51,202006,17,"        36,000",             0,22,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,54.32,202006,18,"        25,200",             0,17,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,69.66,202006,20,"        33,000",             0,14,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,77.51,202006,20,"        27,300",             0,11,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,73.51,202006,20,"        34,000",             0,15,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,54.32,202006,20,"        32,000",             0,26,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,77.51,202006,21,"        40,000",             0,14,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,69.66,202006,23,"        32,500",             0,26,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,77.51,202006,23,"        40,000",             0,17,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,77.51,202006,24,"        40,000",             0,21,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,54.32,202006,26,"        25,000",             0,27,2018,동송로 33
경기도 고양덕양구 삼송동,289,0289,0000,현대썬앤빌,월세,24.65,202006,4,"         3,400",            35,28,2018,삼송로 210
경기도 고양덕양구 삼송동,289,0289,0000,현대썬앤빌,전세,48.11,202006,6,"        24,000",             0,16,2018,삼송로 210
경기도 고양덕양구 삼송동,289,0289,0000,현대썬앤빌,전세,24.65,202006,20,"        10,500",             0,9,2018,삼송로 210
경기도 고양덕양구 삼송동,289,0289,0000,현대썬앤빌,월세,48.11,202006,22,"        10,000",            33,14,2018,삼송로 210
경기도 고양덕양구 삼송동,289,0289,0000,현대썬앤빌,월세,48.11,202006,30,"        10,000",            58,23,2018,삼송로 210
경기도 고양덕양구 삼송동,291,0291,0000,힐스테이트 삼송역,전세,84.55,202006,10,"        45,000",             0,38,2019,동송로 70
경기도 고양덕양구 삼송동,291,0291,0000,힐스테이트 삼송역,전세,77.17,202006,10,"        40,000",             0,48,2019,동송로 70
경기도 고양덕양구 삼송동,291,0291,0000,힐스테이트 삼송역,전세,84.55,202006,15,"        31,500",             0,21,2019,동송로 70
경기도 고양덕양구 성사동,696,0696,0000,삼성홈타워오피스텔,전세,31.76,202006,9,"         6,500",             0,12,2006,호국로 798
경기도 고양덕양구 성사동,696,0696,0000,삼성홈타워오피스텔,월세,29.98,202006,24,           500,            45,6,2006,호국로 798
경기도 고양덕양구 성사동,700-8,0700,0008,어울림 오피스텔,전세,42.93,202006,24,"         7,000",             0,7,2010,고양대로 1367
경기도 고양덕양구 원흥동,627,0627,0000,3호선 원흥역 봄오피스텔,전세,42.97,202006,4,"        19,500",             0,14,2018,권율대로 672
경기도 고양덕양구 원흥동,627,0627,0000,3호선 원흥역 봄오피스텔,전세,23.76,202006,11,"        11,550",             0,17,2018,권율대로 672
경기도 고양덕양구 원흥동,627,0627,0000,3호선 원흥역 봄오피스텔,전세,23.76,202006,13,"        10,500",             0,17,2018,권율대로 672
경기도 고양덕양구 원흥동,627,0627,0000,3호선 원흥역 봄오피스텔,전세,23.76,202006,15,"        10,500",             0,9,2018,권율대로 672
경기도 고양덕양구 원흥동,627,0627,0000,3호선 원흥역 봄오피스텔,전세,39.84,202006,20,"        18,900",             0,20,2018,권율대로 672
경기도 고양덕양구 원흥동,627,0627,0000,3호선 원흥역 봄오피스텔,월세,23.76,202006,24,"         1,000",            47,7,2018,권율대로 672
경기도 고양덕양구 원흥동,627,0627,0000,3호선 원흥역 봄오피스텔,월세,23.76,202006,29,"         3,000",            42,12,2018,권율대로 672
경기도 고양덕양구 원흥동,628,0628,0000,티오피클래식,월세,28.94,202006,20,"         3,000",            53,12,2018,권율대로 668
경기도 고양덕양구 원흥동,628,0628,0000,티오피클래식,전세,28.94,202006,23,"        16,000",             0,7,2018,권율대로 668
경기도 고양덕양구 원흥동,628,0628,0000,티오피클래식,월세,28.94,202006,26,"         2,000",            66,11,2018,권율대로 668
경기도 고양덕양구 주교동,609-2,0609,0002,우분투포레스트,월세,52.55,202006,4,"         3,866",            12,3,2019,호국로777번길 11
경기도 고양덕양구 행신동,763-2,0763,0002,백산오피스텔,월세,40.47,202006,3,"         1,000",            60,10,2002,용현로5번길 24
경기도 고양덕양구 행신동,758-1,0758,0001,송악모노빌,월세,18,202006,16,           500,            32,8,2002,용현로 21
경기도 고양덕양구 행신동,758-1,0758,0001,송악모노빌,전세,18,202006,22,"         5,700",             0,2,2002,용현로 21
경기도 고양덕양구 행신동,758-1,0758,0001,송악모노빌,전세,18,202006,22,"         5,700",             0,4,2002,용현로 21
경기도 고양덕양구 행신동,758-1,0758,0001,송악모노빌,월세,18,202006,24,           500,            35,3,2002,용현로 21
경기도 고양덕양구 행신동,712-1,0712,0001,행신동센스빌,월세,22.4,202006,30,           500,            38,6,2002,무원로 22
경기도 고양덕양구 화정동,965,0965,0000,오벨리스크,월세,30.59,202006,1,"         5,000",            30,10,2003,화정로 65
경기도 고양덕양구 화정동,965,0965,0000,오벨리스크,월세,30.59,202006,15,"         8,000",            15,4,2003,화정로 65
경기도 고양덕양구 화정동,965,0965,0000,오벨리스크,월세,30.59,202006,24,"         1,000",            50,21,2003,화정로 65
경기도 고양덕양구 화정동,984-7,0984,0007,우경싸이트빌,월세,29.44,202006,16,           500,            45,8,2002,화신로272번길 11
경기도 고양덕양구 화정동,1000-1,1000,0001,화정건영캐스빌플러스,월세,34.43,202006,10,           500,            43,6,2004,화신로 259
경기도 고양덕양구 화정동,1000-1,1000,0001,화정건영캐스빌플러스,전세,34.43,202006,11,"         8,800",             0,9,2004,화신로 259
경기도 고양덕양구 화정동,986-8,0986,0008,화정대우마이빌,월세,30.72,202006,5,           500,            45,7,2003,백양로 59
경기도 고양덕양구 화정동,986-8,0986,0008,화정대우마이빌,월세,42.88,202006,18,"         1,000",            65,5,2003,백양로 59
경기도 고양덕양구 화정동,986-8,0986,0008,화정대우마이빌,월세,42.88,202006,23,"         1,000",            64,5,2003,백양로 59
경기도 고양일산동구 백석동,1239-2,1239,0002,대방 샤인밸리,월세,37.57,202006,11,           500,            57,9,2004,일산로 74-17
경기도 고양일산동구 백석동,1239-2,1239,0002,대방 샤인밸리,전세,40.54,202006,30,"        14,000",             0,5,2004,일산로 74-17
경기도 고양일산동구 백석동,1325,1325,0000,디아뜨 크리스탈,월세,30.09,202006,6,           500,            45,9,2004,일산로 16
경기도 고양일산동구 백석동,1325,1325,0000,디아뜨 크리스탈,전세,34.18,202006,17,"        11,000",             0,4,2004,일산로 16
경기도 고양일산동구 백석동,1325,1325,0000,디아뜨 크리스탈,월세,30.09,202006,30,           500,            46,3,2004,일산로 16
경기도 고양일산동구 백석동,1332-1,1332,0001,레이크하임,전세,60.19,202006,2,"        16,000",             0,9,2004,중앙로 1055
경기도 고양일산동구 백석동,1329,1329,0000,밀레니엄리젠시,월세,104.4,202006,15,"         5,000",            70,13,2002,호수로 340-11
경기도 고양일산동구 백석동,1309,1309,0000,백석 우림보보카운티,월세,34.26,202006,4,           500,            48,5,2005,일산로 38
경기도 고양일산동구 백석동,1309,1309,0000,백석 우림보보카운티,전세,25.9,202006,29,"         8,000",             0,4,2005,일산로 38
경기도 고양일산동구 백석동,1302,1302,0000,백석역 동문굿모닝힐,전세,45.87,202006,30,"        12,000",             0,2,2003,장백로 20
경기도 고양일산동구 백석동,1301,1301,0000,백석역 동문굿모닝힐1 101동,월세,45.87,202006,9,"         4,000",            42,5,2003,장백로 10
경기도 고양일산동구 백석동,1319,1319,0000,백석역동문굿모닝힐II(1319-0),월세,28.2,202006,6,"         3,000",            35,4,2004,경의로 25-37
경기도 고양일산동구 백석동,1319,1319,0000,백석역동문굿모닝힐II(1319-0),전세,35.18,202006,9,"        14,000",             0,8,2004,경의로 25-37
경기도 고양일산동구 백석동,1319,1319,0000,백석역동문굿모닝힐II(1319-0),전세,29.33,202006,10,"        12,000",             0,3,2004,경의로 25-37
경기도 고양일산동구 백석동,1319,1319,0000,백석역동문굿모닝힐II(1319-0),전세,28.55,202006,12,"        12,000",             0,9,2004,경의로 25-37
경기도 고양일산동구 백석동,1320,1320,0000,백석역동문굿모닝힐II(1320-0),전세,26.99,202006,1,"         9,800",             0,9,2004,호수로 340-25
경기도 고양일산동구 백석동,1320,1320,0000,백석역동문굿모닝힐II(1320-0),월세,29.33,202006,6,           500,            48,7,2004,호수로 340-25
경기도 고양일산동구 백석동,1320,1320,0000,백석역동문굿모닝힐II(1320-0),전세,26.99,202006,15,"        12,000",             0,3,2004,호수로 340-25
경기도 고양일산동구 백석동,1320,1320,0000,백석역동문굿모닝힐II(1320-0),전세,26.99,202006,19,"        12,000",             0,5,2004,호수로 340-25
경기도 고양일산동구 백석동,1320,1320,0000,백석역동문굿모닝힐II(1320-0),전세,26.99,202006,20,"        12,000",             0,3,2004,호수로 340-25
경기도 고양일산동구 백석동,1320,1320,0000,백석역동문굿모닝힐II(1320-0),전세,29.33,202006,29,"        12,000",             0,4,2004,호수로 340-25
경기도 고양일산동구 백석동,1321,1321,0000,백석역동문굿모닝힐II(1321-0),전세,29.33,202006,7,"        11,500",             0,2,2004,호수로 358-26
경기도 고양일산동구 백석동,1321,1321,0000,백석역동문굿모닝힐II(1321-0),월세,28.55,202006,22,           500,            50,9,2004,호수로 358-26
경기도 고양일산동구 백석동,1321,1321,0000,백석역동문굿모닝힐II(1321-0),월세,29.33,202006,24,"         1,000",            48,8,2004,호수로 358-26
경기도 고양일산동구 백석동,1321,1321,0000,백석역동문굿모닝힐II(1321-0),월세,28.55,202006,26,"         3,000",            37,7,2004,호수로 358-26
경기도 고양일산동구 백석동,1321,1321,0000,백석역동문굿모닝힐II(1321-0),월세,28.55,202006,30,           500,            47,9,2004,호수로 358-26
경기도 고양일산동구 백석동,1322,1322,0000,백석역동문굿모닝힐II(1322-0),전세,26.99,202006,1,"        12,000",             0,2,2004,경의로 25-53
경기도 고양일산동구 백석동,1322,1322,0000,백석역동문굿모닝힐II(1322-0),전세,26.99,202006,1,"        11,500",             0,9,2004,경의로 25-53
경기도 고양일산동구 백석동,1322,1322,0000,백석역동문굿모닝힐II(1322-0),월세,29.33,202006,2,           700,            47,2,2004,경의로 25-53
경기도 고양일산동구 백석동,1322,1322,0000,백석역동문굿모닝힐II(1322-0),전세,28.55,202006,2,"        12,000",             0,10,2004,경의로 25-53
경기도 고양일산동구 백석동,1322,1322,0000,백석역동문굿모닝힐II(1322-0),월세,29.33,202006,18,"         3,000",            33,9,2004,경의로 25-53
경기도 고양일산동구 백석동,1322,1322,0000,백석역동문굿모닝힐II(1322-0),월세,29.33,202006,19,           500,            52,4,2004,경의로 25-53
경기도 고양일산동구 백석동,1322,1322,0000,백석역동문굿모닝힐II(1322-0),전세,29.33,202006,23,"        10,000",             0,6,2004,경의로 25-53
경기도 고양일산동구 백석동,1241-2,1241,0002,백석위브센티움,월세,33.26,202006,2,"         2,000",            40,4,2003,일산로 78
경기도 고양일산동구 백석동,1241-2,1241,0002,백석위브센티움,월세,33.26,202006,6,"         3,000",            35,3,2003,일산로 78
경기도 고양일산동구 백석동,1241-2,1241,0002,백석위브센티움,월세,29.06,202006,6,"         1,000",            42,10,2003,일산로 78
경기도 고양일산동구 백석동,1241-2,1241,0002,백석위브센티움,월세,28.56,202006,15,           500,            45,8,2003,일산로 78
경기도 고양일산동구 백석동,1241-2,1241,0002,백석위브센티움,월세,33.26,202006,15,"         2,000",            40,6,2003,일산로 78
경기도 고양일산동구 백석동,1241-2,1241,0002,백석위브센티움,월세,60.95,202006,19,"         1,000",            70,7,2003,일산로 78
경기도 고양일산동구 백석동,1241-2,1241,0002,백석위브센티움,월세,47.33,202006,22,"         3,000",            45,7,2003,일산로 78
경기도 고양일산동구 백석동,1330,1330,0000,브라운스톤일산,월세,105.6,202006,3,"         4,000",           110,13,2005,호수로 336
경기도 고양일산동구 백석동,1330,1330,0000,브라운스톤일산,전세,138.04,202006,3,"        30,000",             0,12,2005,호수로 336
경기도 고양일산동구 백석동,1330,1330,0000,브라운스톤일산,전세,48.11,202006,6,"        16,000",             0,4,2005,호수로 336
경기도 고양일산동구 백석동,1330,1330,0000,브라운스톤일산,전세,48.11,202006,10,"        16,000",             0,3,2005,호수로 336
경기도 고양일산동구 백석동,1330,1330,0000,브라운스톤일산,전세,56.62,202006,17,"        17,000",             0,6,2005,호수로 336
경기도 고양일산동구 백석동,1330,1330,0000,브라운스톤일산,월세,56.62,202006,22,"         1,000",            65,5,2005,호수로 336
경기도 고양일산동구 백석동,1330,1330,0000,브라운스톤일산,전세,181.1,202006,30,"        30,000",             0,6,2005,호수로 336
경기도 고양일산동구 백석동,1318,1318,0000,비잔티움일산1단지,월세,91.16,202006,22,"         1,000",           115,9,2004,호수로 340-38
경기도 고양일산동구 백석동,1318,1318,0000,비잔티움일산1단지,월세,91.16,202006,29,"         2,000",           105,4,2004,호수로 340-38
경기도 고양일산동구 백석동,1318-4,1318,0004,비잔티움일산2단지,전세,86.93,202006,19,"        22,000",             0,4,2004,호수로 340-28
경기도 고양일산동구 백석동,1318-4,1318,0004,비잔티움일산2단지,전세,86.93,202006,25,"        25,500",             0,8,2004,호수로 340-28
경기도 고양일산동구 백석동,1331,1331,0000,영림브레아오피스텔,전세,33.44,202006,4,"        11,000",             0,6,2004,중앙로 1047
경기도 고양일산동구 백석동,1331,1331,0000,영림브레아오피스텔,월세,26.98,202006,10,"         2,000",            35,5,2004,중앙로 1047
경기도 고양일산동구 백석동,1331,1331,0000,영림브레아오피스텔,월세,33.44,202006,15,"         1,500",            40,10,2004,중앙로 1047
경기도 고양일산동구 백석동,1239,1239,0000,윈스턴파크Ⅱ,전세,143.49,202006,6,"        38,000",             0,7,2006,강송로 41
경기도 고양일산동구 백석동,1237,1237,0000,일산 요진 와이시티,전세,33.95,202006,1,"        20,500",             0,4,, 
경기도 고양일산동구 백석동,1237,1237,0000,일산 요진 와이시티,월세,33.33,202006,1,"         1,000",            80,14,, 
경기도 고양일산동구 백석동,1237,1237,0000,일산 요진 와이시티,월세,29.57,202006,12,"         3,000",            44,4,, 
경기도 고양일산동구 백석동,1237,1237,0000,일산 요진 와이시티,전세,33.95,202006,22,"        20,000",             0,4,, 
경기도 고양일산동구 백석동,1237,1237,0000,일산 요진 와이시티,월세,38.73,202006,26,"         1,000",            90,9,, 
경기도 고양일산동구 백석동,1237,1237,0000,일산 요진 와이시티,전세,29.57,202006,27,"        17,000",             0,3,, 
