시군구,번지,본번,부번,단지명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세(만원),층,건축년도,도로명
강원도 강릉시 홍제동,1018-2,1018,0002,골드팰리스,전세,18.66,202004,11,"         7,000",             0,2,2016,선수촌로 79-29
강원도 강릉시 홍제동,1019-3,1019,0003,푸르벨라 2차,월세,18.31,202004,28,           300,            40,4,,선수촌로63번길 18-15
강원도 속초시 동명동,466-42,0466,0042,설악 센트리움,전세,38.01,202004,29,"         5,500",             0,8,2005,중앙로 190
강원도 원주시 단계동,777-4,0777,0004,(777-4),전세,69.68,202004,9,"        12,000",             0,7,2017,천사로 106
강원도 원주시 단계동,777-4,0777,0004,(777-4),월세,69.68,202004,30,"         4,000",            40,5,2017,천사로 106
강원도 원주시 단계동,853-1,0853,0001,이룸레지던스,월세,29.25,202004,10,           300,            38,11,2007,북원로 2235-12
강원도 원주시 단계동,853-1,0853,0001,이룸레지던스,월세,23.63,202004,28,           300,            35,5,2007,북원로 2235-12
강원도 원주시 단구동,1610-6,1610,0006,정우월드피아,전세,33.72,202004,11,"         6,500",             0,2,2015, 
강원도 원주시 무실동,1721-1,1721,0001,엠시티,전세,27.26,202004,7,"         8,500",             0,3,2019,만대로 21
강원도 원주시 무실동,1721-1,1721,0001,엠시티,월세,27.41,202004,13,           500,            40,5,2019,만대로 21
강원도 원주시 무실동,1721-1,1721,0001,엠시티,월세,27.41,202004,20,           400,            40,5,2019,만대로 21
강원도 원주시 무실동,1736-3,1736,0003,원주무실코아루허브288,월세,25.25,202004,10,           500,            45,7,2018,시청로 89-16
강원도 원주시 무실동,1736-3,1736,0003,원주무실코아루허브288,전세,25.25,202004,13,"         9,000",             0,2,2018,시청로 89-16
강원도 원주시 반곡동,1903-6,1903,0006,(1903-6),전세,29.6,202004,17,"         9,000",             0,11,2017, 
강원도 원주시 반곡동,1903-6,1903,0006,(1903-6),월세,33.6,202004,21,"         3,000",            30,9,2017, 
강원도 원주시 반곡동,1903-6,1903,0006,(1903-6),전세,29.6,202004,26,"         8,900",             0,11,2017, 
강원도 원주시 반곡동,1903-6,1903,0006,(1903-6),월세,29.6,202004,29,"         2,500",            30,8,2017, 
강원도 원주시 반곡동,1886-2,1886,0002,골든스퀘어1차,월세,29.64,202004,2,           500,            35,7,2016,혁신로 55
