시군구,번지,본번,부번,단지명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세(만원),층,건축년도,도로명
경기도 고양덕양구 동산동,368,0368,0000,e편한세상 시티 삼송3차,월세,57.92,202005,15,"         3,000",            85,27,2019,동송로 23-28
경기도 고양덕양구 동산동,368,0368,0000,e편한세상 시티 삼송3차,전세,57.92,202005,16,"        32,000",             0,17,2019,동송로 23-28
경기도 고양덕양구 동산동,368,0368,0000,e편한세상 시티 삼송3차,월세,57.92,202005,26,"         4,000",            64,15,2019,동송로 23-28
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,77.51,202005,2,"        37,000",             0,19,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,54.32,202005,4,"        32,000",             0,24,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,77.51,202005,4,"        37,000",             0,23,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,77.51,202005,5,"        34,000",             0,12,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,54.32,202005,5,"        31,000",             0,3,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,77.51,202005,5,"        38,000",             0,15,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,77.51,202005,6,"        40,000",             0,14,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,73.51,202005,7,"        32,000",             0,9,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,77.51,202005,7,"        39,500",             0,18,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,73.51,202005,8,"        26,000",             0,22,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,54.32,202005,9,"        25,725",             0,10,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,월세,77.51,202005,9,"         5,000",           110,20,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,월세,77.51,202005,12,"         5,000",            95,15,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,77.51,202005,13,"        36,000",             0,18,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,월세,54.32,202005,14,"        23,500",            25,4,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,73.51,202005,16,"        34,000",             0,25,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,73.51,202005,16,"        34,000",             0,25,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,77.51,202005,16,"        33,500",             0,19,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,54.32,202005,16,"        24,670",             0,25,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,77.51,202005,16,"        38,000",             0,21,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,69.66,202005,17,"        35,000",             0,14,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,77.51,202005,19,"        31,000",             0,4,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,54.32,202005,19,"        24,000",             0,22,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,54.32,202005,21,"        31,000",             0,6,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,69.66,202005,21,"        34,000",             0,22,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,54.32,202005,22,"        28,300",             0,13,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,54.32,202005,23,"        30,000",             0,17,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,54.32,202005,23,"        26,250",             0,18,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,69.66,202005,23,"        37,000",             0,9,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,77.51,202005,27,"        38,000",             0,27,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,77.51,202005,28,"        35,000",             0,22,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,54.32,202005,29,"        30,000",             0,17,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,54.32,202005,30,"        30,000",             0,10,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,54.32,202005,30,"        25,200",             0,11,2018,동송로 33
경기도 고양덕양구 동산동,369,0369,0000,이편한세상시티삼송,전세,54.32,202005,30,"        25,500",             0,25,2018,동송로 33
경기도 고양덕양구 삼송동,289,0289,0000,현대썬앤빌,월세,24.65,202005,4,           500,            48,9,2018,삼송로 210
경기도 고양덕양구 삼송동,289,0289,0000,현대썬앤빌,전세,48.11,202005,4,"        25,000",             0,19,2018,삼송로 210
경기도 고양덕양구 삼송동,289,0289,0000,현대썬앤빌,전세,24.65,202005,7,"        15,000",             0,22,2018,삼송로 210
경기도 고양덕양구 삼송동,289,0289,0000,현대썬앤빌,전세,24.65,202005,10,"        12,075",             0,23,2018,삼송로 210
경기도 고양덕양구 삼송동,289,0289,0000,현대썬앤빌,월세,24.65,202005,11,           500,            47,24,2018,삼송로 210
경기도 고양덕양구 삼송동,289,0289,0000,현대썬앤빌,전세,24.65,202005,15,"        15,000",             0,23,2018,삼송로 210
경기도 고양덕양구 삼송동,289,0289,0000,현대썬앤빌,전세,48.11,202005,22,"        19,950",             0,15,2018,삼송로 210
경기도 고양덕양구 삼송동,289,0289,0000,현대썬앤빌,월세,24.65,202005,28,           500,            54,15,2018,삼송로 210
경기도 고양덕양구 삼송동,291,0291,0000,힐스테이트 삼송역,전세,84.48,202005,2,"        44,500",             0,14,2019,동송로 70
경기도 고양덕양구 삼송동,291,0291,0000,힐스테이트 삼송역,전세,84.55,202005,8,"        45,000",             0,22,2019,동송로 70
경기도 고양덕양구 삼송동,291,0291,0000,힐스테이트 삼송역,월세,84.55,202005,16,"         8,000",           150,9,2019,동송로 70
경기도 고양덕양구 삼송동,291,0291,0000,힐스테이트 삼송역,월세,65.58,202005,16,"         5,000",           100,21,2019,동송로 70
경기도 고양덕양구 삼송동,291,0291,0000,힐스테이트 삼송역,전세,77.17,202005,23,"        38,000",             0,17,2019,동송로 70
경기도 고양덕양구 삼송동,291,0291,0000,힐스테이트 삼송역,전세,84.55,202005,26,"        44,000",             0,8,2019,동송로 70
경기도 고양덕양구 삼송동,291,0291,0000,힐스테이트 삼송역,월세,84.12,202005,30,"        10,000",           120,26,2019,동송로 70
경기도 고양덕양구 성사동,696,0696,0000,삼성홈타워오피스텔,전세,47.48,202005,4,"        12,000",             0,14,2006,호국로 798
경기도 고양덕양구 성사동,700-8,0700,0008,어울림 오피스텔,전세,23.2,202005,20,"         4,500",             0,6,2010,고양대로 1367
경기도 고양덕양구 원흥동,627,0627,0000,3호선 원흥역 봄오피스텔,월세,23.76,202005,2,           500,            55,10,2018,권율대로 672
경기도 고양덕양구 원흥동,627,0627,0000,3호선 원흥역 봄오피스텔,전세,23.76,202005,5,"        10,500",             0,16,2018,권율대로 672
경기도 고양덕양구 원흥동,627,0627,0000,3호선 원흥역 봄오피스텔,전세,42.97,202005,10,"        23,000",             0,8,2018,권율대로 672
경기도 고양덕양구 원흥동,627,0627,0000,3호선 원흥역 봄오피스텔,월세,23.76,202005,12,           500,            52,11,2018,권율대로 672
경기도 고양덕양구 원흥동,627,0627,0000,3호선 원흥역 봄오피스텔,월세,23.76,202005,12,           500,            57,6,2018,권율대로 672
경기도 고양덕양구 원흥동,627,0627,0000,3호선 원흥역 봄오피스텔,전세,23.76,202005,13,"        12,600",             0,5,2018,권율대로 672
경기도 고양덕양구 원흥동,627,0627,0000,3호선 원흥역 봄오피스텔,전세,42.97,202005,16,"         1,890",             0,17,2018,권율대로 672
경기도 고양덕양구 원흥동,627,0627,0000,3호선 원흥역 봄오피스텔,월세,23.76,202005,16,"         1,000",            55,5,2018,권율대로 672
경기도 고양덕양구 원흥동,627,0627,0000,3호선 원흥역 봄오피스텔,전세,42.97,202005,23,"        19,400",             0,14,2018,권율대로 672
경기도 고양덕양구 원흥동,627,0627,0000,3호선 원흥역 봄오피스텔,전세,39.38,202005,25,"        18,900",             0,6,2018,권율대로 672
경기도 고양덕양구 원흥동,628,0628,0000,티오피클래식,월세,28.94,202005,1,"         8,000",            20,16,2018,권율대로 668
경기도 고양덕양구 원흥동,628,0628,0000,티오피클래식,월세,41.27,202005,1,"         1,000",            84,5,2018,권율대로 668
경기도 고양덕양구 원흥동,628,0628,0000,티오피클래식,전세,28.94,202005,2,"        16,800",             0,12,2018,권율대로 668
경기도 고양덕양구 원흥동,628,0628,0000,티오피클래식,전세,47.37,202005,6,"        23,000",             0,10,2018,권율대로 668
경기도 고양덕양구 원흥동,628,0628,0000,티오피클래식,전세,41.27,202005,11,"        19,950",             0,5,2018,권율대로 668
경기도 고양덕양구 원흥동,628,0628,0000,티오피클래식,전세,41.27,202005,16,"        21,000",             0,20,2018,권율대로 668
경기도 고양덕양구 원흥동,628,0628,0000,티오피클래식,전세,28.94,202005,25,"        16,000",             0,16,2018,권율대로 668
경기도 고양덕양구 원흥동,628,0628,0000,티오피클래식,월세,28.94,202005,29,"         1,000",            70,21,2018,권율대로 668
경기도 고양덕양구 주교동,621-12,0621,0012,신성베네치아,월세,74.09,202005,27,"         2,974",            24,6,2019,마상로140번길 7
경기도 고양덕양구 행신동,763-2,0763,0002,백산오피스텔,월세,41.52,202005,8,"         2,000",            50,10,2002,용현로5번길 24
경기도 고양덕양구 화정동,965,0965,0000,오벨리스크,월세,30.59,202005,2,           500,            52,8,2003,화정로 65
경기도 고양덕양구 화정동,965,0965,0000,오벨리스크,월세,30.59,202005,3,"         1,000",            50,25,2003,화정로 65
경기도 고양덕양구 화정동,965,0965,0000,오벨리스크,월세,30.59,202005,18,           500,            55,11,2003,화정로 65
경기도 고양덕양구 화정동,965,0965,0000,오벨리스크,월세,30.59,202005,18,           500,            52,11,2003,화정로 65
경기도 고양덕양구 화정동,965,0965,0000,오벨리스크,월세,49.61,202005,19,"         1,000",            70,13,2003,화정로 65
경기도 고양덕양구 화정동,965,0965,0000,오벨리스크,월세,30.59,202005,20,"         2,000",            45,18,2003,화정로 65
경기도 고양덕양구 화정동,965,0965,0000,오벨리스크,월세,30.59,202005,22,           500,            50,11,2003,화정로 65
경기도 고양덕양구 화정동,965,0965,0000,오벨리스크,월세,49.61,202005,30,"        10,000",            13,7,2003,화정로 65
경기도 고양덕양구 화정동,984-7,0984,0007,우경싸이트빌,월세,48.88,202005,1,           500,            50,9,2002,화신로272번길 11
경기도 고양덕양구 화정동,1148,1148,0000,자인채오피스텔,월세,20.19,202005,22,           300,            55,6,2019,성신로 4
경기도 고양덕양구 화정동,1000-1,1000,0001,화정건영캐스빌플러스,월세,41.16,202005,3,"         1,000",            53,6,2004,화신로 259
경기도 고양덕양구 화정동,1000-1,1000,0001,화정건영캐스빌플러스,월세,48.48,202005,20,"         1,000",            55,9,2004,화신로 259
경기도 고양일산동구 백석동,1239-2,1239,0002,대방 샤인밸리,월세,37.57,202005,5,"         5,000",            35,8,2004,일산로 74-17
경기도 고양일산동구 백석동,1239-2,1239,0002,대방 샤인밸리,전세,34.45,202005,14,"        12,600",             0,6,2004,일산로 74-17
경기도 고양일산동구 백석동,1239-2,1239,0002,대방 샤인밸리,월세,40.54,202005,20,           500,            60,4,2004,일산로 74-17
경기도 고양일산동구 백석동,1239-2,1239,0002,대방 샤인밸리,월세,37.57,202005,20,           500,            55,2,2004,일산로 74-17
경기도 고양일산동구 백석동,1325,1325,0000,디아뜨 크리스탈,전세,34.18,202005,6,"        11,300",             0,7,2004,일산로 16
경기도 고양일산동구 백석동,1325,1325,0000,디아뜨 크리스탈,전세,42.06,202005,7,"        13,900",             0,15,2004,일산로 16
경기도 고양일산동구 백석동,1332-1,1332,0001,레이크하임,전세,36.66,202005,15,"        12,000",             0,7,2004,중앙로 1055
경기도 고양일산동구 백석동,1329,1329,0000,밀레니엄리젠시,월세,149.56,202005,12,"         9,000",            75,2,2002,호수로 340-11
경기도 고양일산동구 백석동,1329,1329,0000,밀레니엄리젠시,전세,149.56,202005,19,"        30,000",             0,14,2002,호수로 340-11
경기도 고양일산동구 백석동,1329,1329,0000,밀레니엄리젠시,전세,149.56,202005,19,"        30,000",             0,13,2002,호수로 340-11
경기도 고양일산동구 백석동,1329,1329,0000,밀레니엄리젠시,전세,149.56,202005,22,"        30,000",             0,13,2002,호수로 340-11
경기도 고양일산동구 백석동,1329,1329,0000,밀레니엄리젠시,전세,104.8,202005,27,"        25,500",             0,5,2002,호수로 340-11
경기도 고양일산동구 백석동,1309,1309,0000,백석 우림보보카운티,월세,34.26,202005,13,           500,            47,11,2005,일산로 38
경기도 고양일산동구 백석동,1309,1309,0000,백석 우림보보카운티,월세,34.26,202005,26,"         1,500",            40,4,2005,일산로 38
경기도 고양일산동구 백석동,1302,1302,0000,백석역 동문굿모닝힐,월세,45.87,202005,26,"         3,000",            37,3,2003,장백로 20
경기도 고양일산동구 백석동,1301,1301,0000,백석역 동문굿모닝힐1 101동,전세,45.87,202005,25,"        12,000",             0,8,2003,장백로 10
경기도 고양일산동구 백석동,1319,1319,0000,백석역동문굿모닝힐II(1319-0),전세,29.33,202005,8,"        12,000",             0,10,2004,경의로 25-37
경기도 고양일산동구 백석동,1319,1319,0000,백석역동문굿모닝힐II(1319-0),월세,26.99,202005,13,"         3,000",            33,3,2004,경의로 25-37
경기도 고양일산동구 백석동,1319,1319,0000,백석역동문굿모닝힐II(1319-0),월세,28.55,202005,13,"         5,000",            49,6,2004,경의로 25-37
경기도 고양일산동구 백석동,1320,1320,0000,백석역동문굿모닝힐II(1320-0),전세,28.55,202005,2,"        12,000",             0,5,2004,호수로 340-25
경기도 고양일산동구 백석동,1320,1320,0000,백석역동문굿모닝힐II(1320-0),전세,28.55,202005,5,"        12,000",             0,9,2004,호수로 340-25
경기도 고양일산동구 백석동,1320,1320,0000,백석역동문굿모닝힐II(1320-0),월세,29.33,202005,5,"         1,000",            47,6,2004,호수로 340-25
경기도 고양일산동구 백석동,1320,1320,0000,백석역동문굿모닝힐II(1320-0),전세,26.99,202005,5,"        12,000",             0,6,2004,호수로 340-25
경기도 고양일산동구 백석동,1320,1320,0000,백석역동문굿모닝힐II(1320-0),전세,28.55,202005,22,"        11,000",             0,3,2004,호수로 340-25
경기도 고양일산동구 백석동,1320,1320,0000,백석역동문굿모닝힐II(1320-0),전세,31.16,202005,25,"        12,000",             0,9,2004,호수로 340-25
경기도 고양일산동구 백석동,1320,1320,0000,백석역동문굿모닝힐II(1320-0),전세,26.99,202005,29,"        12,000",             0,10,2004,호수로 340-25
경기도 고양일산동구 백석동,1321,1321,0000,백석역동문굿모닝힐II(1321-0),전세,26.99,202005,7,"        12,000",             0,7,2004,호수로 358-26
경기도 고양일산동구 백석동,1321,1321,0000,백석역동문굿모닝힐II(1321-0),월세,29.33,202005,8,           500,            52,6,2004,호수로 358-26
경기도 고양일산동구 백석동,1321,1321,0000,백석역동문굿모닝힐II(1321-0),월세,28.55,202005,15,"         1,000",            45,7,2004,호수로 358-26
경기도 고양일산동구 백석동,1321,1321,0000,백석역동문굿모닝힐II(1321-0),월세,29.33,202005,21,           500,            50,8,2004,호수로 358-26
경기도 고양일산동구 백석동,1321,1321,0000,백석역동문굿모닝힐II(1321-0),전세,26.99,202005,22,"        12,000",             0,3,2004,호수로 358-26
경기도 고양일산동구 백석동,1321,1321,0000,백석역동문굿모닝힐II(1321-0),전세,28.55,202005,25,"        12,000",             0,2,2004,호수로 358-26
경기도 고양일산동구 백석동,1321,1321,0000,백석역동문굿모닝힐II(1321-0),월세,29.33,202005,25,"         3,000",            38,4,2004,호수로 358-26
경기도 고양일산동구 백석동,1321,1321,0000,백석역동문굿모닝힐II(1321-0),전세,26.99,202005,29,"        11,000",             0,6,2004,호수로 358-26
경기도 고양일산동구 백석동,1322,1322,0000,백석역동문굿모닝힐II(1322-0),월세,29.33,202005,4,           500,            50,4,2004,경의로 25-53
경기도 고양일산동구 백석동,1322,1322,0000,백석역동문굿모닝힐II(1322-0),월세,35.18,202005,7,           500,            53,6,2004,경의로 25-53
경기도 고양일산동구 백석동,1322,1322,0000,백석역동문굿모닝힐II(1322-0),월세,26.99,202005,11,           500,            50,7,2004,경의로 25-53
경기도 고양일산동구 백석동,1322,1322,0000,백석역동문굿모닝힐II(1322-0),전세,31.16,202005,18,"        11,500",             0,10,2004,경의로 25-53
경기도 고양일산동구 백석동,1322,1322,0000,백석역동문굿모닝힐II(1322-0),전세,35.18,202005,28,"        13,500",             0,2,2004,경의로 25-53
경기도 고양일산동구 백석동,1241-2,1241,0002,백석위브센티움,월세,29.06,202005,2,           500,            45,10,2003,일산로 78
경기도 고양일산동구 백석동,1241-2,1241,0002,백석위브센티움,월세,28.56,202005,2,"         5,000",            30,10,2003,일산로 78
경기도 고양일산동구 백석동,1241-2,1241,0002,백석위브센티움,전세,33.26,202005,8,"        10,000",             0,10,2003,일산로 78
경기도 고양일산동구 백석동,1241-2,1241,0002,백석위브센티움,월세,36.94,202005,13,"         1,000",            50,5,2003,일산로 78
경기도 고양일산동구 백석동,1241-2,1241,0002,백석위브센티움,전세,33.26,202005,16,"        10,000",             0,3,2003,일산로 78
경기도 고양일산동구 백석동,1241-2,1241,0002,백석위브센티움,월세,36.94,202005,16,"         3,000",            40,7,2003,일산로 78
경기도 고양일산동구 백석동,1241-2,1241,0002,백석위브센티움,전세,33.26,202005,19,"        12,000",             0,3,2003,일산로 78
경기도 고양일산동구 백석동,1241-2,1241,0002,백석위브센티움,월세,33.26,202005,26,"         1,000",            45,2,2003,일산로 78
경기도 고양일산동구 백석동,1330,1330,0000,브라운스톤일산,전세,56.62,202005,4,"        16,500",             0,7,2005,호수로 336
경기도 고양일산동구 백석동,1330,1330,0000,브라운스톤일산,전세,48.11,202005,7,"        16,000",             0,7,2005,호수로 336
경기도 고양일산동구 백석동,1330,1330,0000,브라운스톤일산,월세,48.11,202005,11,"         5,000",            40,14,2005,호수로 336
경기도 고양일산동구 백석동,1330,1330,0000,브라운스톤일산,전세,48.11,202005,11,"        16,000",             0,10,2005,호수로 336
경기도 고양일산동구 백석동,1330,1330,0000,브라운스톤일산,월세,51.79,202005,14,"         1,000",            60,15,2005,호수로 336
경기도 고양일산동구 백석동,1330,1330,0000,브라운스톤일산,월세,51.79,202005,15,"         1,000",            55,2,2005,호수로 336
경기도 고양일산동구 백석동,1330,1330,0000,브라운스톤일산,월세,56.62,202005,16,"         1,000",            65,2,2005,호수로 336
경기도 고양일산동구 백석동,1330,1330,0000,브라운스톤일산,전세,56.62,202005,19,"        17,500",             0,6,2005,호수로 336
경기도 고양일산동구 백석동,1330,1330,0000,브라운스톤일산,월세,181.1,202005,21,"         3,000",           170,12,2005,호수로 336
경기도 고양일산동구 백석동,1330,1330,0000,브라운스톤일산,월세,181.1,202005,21,"         3,000",           180,7,2005,호수로 336
경기도 고양일산동구 백석동,1330,1330,0000,브라운스톤일산,월세,48.11,202005,28,"         5,000",            45,15,2005,호수로 336
경기도 고양일산동구 백석동,1330,1330,0000,브라운스톤일산,월세,48.11,202005,28,"         1,000",            68,2,2005,호수로 336
경기도 고양일산동구 백석동,1330,1330,0000,브라운스톤일산,전세,56.62,202005,29,"        17,000",             0,8,2005,호수로 336
경기도 고양일산동구 백석동,1318,1318,0000,비잔티움일산1단지,월세,56.48,202005,1,"         1,000",            82,9,2004,호수로 340-38
경기도 고양일산동구 백석동,1318,1318,0000,비잔티움일산1단지,전세,56.48,202005,13,"        20,000",             0,10,2004,호수로 340-38
경기도 고양일산동구 백석동,1318,1318,0000,비잔티움일산1단지,전세,56.48,202005,20,"        19,800",             0,3,2004,호수로 340-38
경기도 고양일산동구 백석동,1318-4,1318,0004,비잔티움일산2단지,전세,97.82,202005,6,"        25,500",             0,3,2004,호수로 340-28
경기도 고양일산동구 백석동,1318-4,1318,0004,비잔티움일산2단지,전세,59.73,202005,14,"        20,500",             0,4,2004,호수로 340-28
