단지_일련번호,임대주택유형,공급기관명,주택명,주택유형,도로명주소,총세대수,10대미만(여자),10대미만(남자),10대(여자),10대(남자),20대(여자),20대(남자),30대(여자),30대(남자),40대(여자),40대(남자),50대(여자),50대(남자),60대(여자),60대(남자),70대(여자),70대(남자),80대(여자),80대(남자),90대(여자),90대(남자),100대(여자),100대(남자)
30699960,건설임대,LH서울,가평읍내주공아파트,아파트,경기도 가평군 가평읍 가화로 142-26,355,20,15,43,50,50,37,31,30,96,65,56,69,86,63,34,28,14,11,5,0,1,0
30699381,건설임대,LH서울,가평읍내 휴먼시아2단지,아파트,경기도 가평군 가평읍 가화로 164,335,3,3,20,21,26,25,10,12,20,28,27,38,44,30,104,60,101,70,20,7,0,0
31232800,매입임대,LH서울,매입다가구(경기가평군),다가구주택,경기도 가평군 가평읍 광장로22번길 11-1,0,0,0,1,0,2,0,0,0,0,0,1,2,0,1,1,1,0,0,0,0,0,0
31232804,매입임대,LH서울,매입다가구(경기가평군),다가구주택,경기도 가평군 가평읍 광장로22번길 13-1,0,1,0,1,1,1,0,0,0,3,0,0,1,2,1,0,0,0,0,0,0,0,0
31119014,매입임대,LH서울,매입다가구(경기가평군),다세대주택,경기도 가평군 청평면 갈오현로 15,0,2,2,3,1,1,1,2,0,1,2,1,1,0,0,1,0,0,0,0,0,0,0
31119019,매입임대,LH서울,매입다가구(경기가평군),다세대주택,경기도 가평군 청평면 갈오현로 15,0,0,0,0,1,1,1,1,1,1,2,2,3,1,2,1,2,0,0,0,0,0,0
31119021,매입임대,LH서울,매입다가구(경기가평군),다세대주택,경기도 가평군 청평면 갈오현로 15,0,2,2,2,6,0,1,1,0,2,4,0,1,1,1,1,1,0,0,0,0,0,0
31006960,매입임대,LH서울,매입다가구(경기가평군),다세대주택,경기도 가평군 청평면 갈오현로 32,0,0,0,2,3,1,5,1,0,3,1,2,3,0,0,4,0,2,0,0,0,0,0
30701282,매입임대,LH서울,매입다가구(경기가평군),다세대주택,경기도 가평군 청평면 경춘로 807-33,0,0,0,0,0,0,1,1,0,1,1,0,0,3,1,0,0,2,1,0,0,0,0
30855817,매입임대,LH서울,매입다가구(경기가평군),다세대주택,경기도 가평군 청평면 경춘로 807-41,0,0,1,3,2,2,3,3,2,2,1,1,1,4,2,0,1,0,0,0,0,0,0
30701283,매입임대,LH서울,매입다가구(경기가평군),다세대주택,경기도 가평군 청평면 청평중앙로72번길 5-12,0,0,0,1,1,3,3,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0
30705910,매입임대,LH서울,매입다가구(경기가평군),다세대주택,경기도 가평군 청평면 청평중앙로72번길 5-12,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
30701285,매입임대,LH서울,매입다가구(경기가평군),다세대주택,경기도 가평군 청평면 청평중앙로72번길 5-14,0,0,0,1,2,2,3,0,0,0,0,2,1,0,1,2,2,1,0,0,0,0,0
30701531,매입임대,LH서울,매입다가구(경기가평군),다세대주택,경기도 가평군 청평면 청평중앙로72번길 5-14,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
30701532,매입임대,LH서울,매입다가구(경기가평군),다세대주택,경기도 가평군 청평면 청평중앙로72번길 5-14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30701284,매입임대,LH서울,매입다가구(경기가평군),다세대주택,경기도 가평군 청평면 청평중앙로82번길 12,0,0,0,3,3,3,3,1,0,3,0,2,4,1,1,3,2,1,1,0,0,0,0
30705647,매입임대,LH인천,매입다가구(경기고양시),다가구주택,경기도 고양시 덕양구 고골길 51-19,0,1,0,2,1,3,4,1,0,1,0,2,2,2,1,0,0,0,0,0,0,0,0
30705648,매입임대,LH인천,매입다가구(경기고양시),다가구주택,경기도 고양시 덕양구 고골길 51-19,0,0,0,1,1,1,3,0,0,2,0,1,1,0,0,0,0,1,1,0,0,0,4
30700429,건설임대,LH인천,삼송마을14단지,아파트,경기도 고양시 덕양구 권율대로 726,930,114,106,78,69,125,131,148,148,186,136,191,132,178,118,137,84,58,42,12,5,0,1
30842062,건설임대,LH인천,삼송마을18단지,아파트,경기도 고양시 덕양구 덕수천1로 37,1890,210,224,91,74,167,150,333,286,313,283,305,211,339,232,237,184,140,76,27,6,2,0
30819483,건설임대,LH인천,도래울3단지,아파트,경기도 고양시 덕양구 도래울로 86,384,93,112,102,75,39,38,88,50,153,157,67,45,59,37,37,39,12,7,3,0,0,0
30819480,건설임대,LH인천,도래울마을3단지,아파트,경기도 고양시 덕양구 도래울로 86,1386,177,189,171,174,139,146,217,177,321,359,207,169,177,161,53,62,30,8,6,4,1,0
