단지_일련번호,임대주택유형,공급기관명,주택명,주택유형,도로명주소,총세대수,10대미만(여자),10대미만(남자),10대(여자),10대(남자),20대(여자),20대(남자),30대(여자),30대(남자),40대(여자),40대(남자),50대(여자),50대(남자),60대(여자),60대(남자),70대(여자),70대(남자),80대(여자),80대(남자),90대(여자),90대(남자),100대(여자),100대(남자)
31235464,매입임대,LH대전충남,매입다가구(충남아산시),아파트,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
31253002,매입임대,LH대전충남,매입다가구(충남아산시),아파트,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31255185,매입임대,LH대전충남,매입다가구(충남아산시),아파트,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
31255191,매입임대,LH대전충남,매입다가구(충남아산시),아파트,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31255193,매입임대,LH대전충남,매입다가구(충남아산시),아파트,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31256369,매입임대,LH대전충남,매입다가구(충남아산시),아파트,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31257661,매입임대,LH대전충남,매입다가구(충남아산시),아파트,,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31257662,매입임대,LH대전충남,매입다가구(충남아산시),아파트,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
31257666,매입임대,LH대전충남,매입다가구(충남아산시),아파트,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31263836,매입임대,LH대전충남,매입다가구(충남아산시),아파트,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
31263837,매입임대,LH대전충남,매입다가구(충남아산시),아파트,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31264911,매입임대,LH대전충남,매입다가구(충남아산시),아파트,,0,2,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
31264935,매입임대,LH대전충남,매입다가구(충남아산시),아파트,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31265406,매입임대,LH대전충남,매입다가구(충남아산시),아파트,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
31265876,매입임대,LH대전충남,매입다가구(충남아산시),아파트,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
31266171,매입임대,LH대전충남,매입다가구(충남아산시),아파트,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31266184,매입임대,LH대전충남,매입다가구(충남아산시),아파트,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31266463,매입임대,LH대전충남,매입다가구(충남아산시),아파트,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
31266508,매입임대,LH대전충남,매입다가구(충남아산시),아파트,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31266741,매입임대,LH대전충남,매입다가구(충남아산시),아파트,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31267751,매입임대,LH대전충남,매입다가구(충남아산시),아파트,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
31268194,매입임대,LH대전충남,매입다가구(충남아산시),아파트,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31268197,매입임대,LH대전충남,매입다가구(충남아산시),아파트,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
31268661,매입임대,LH대전충남,매입다가구(충남아산시),아파트,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
31268662,매입임대,LH대전충남,매입다가구(충남아산시),아파트,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
31268663,매입임대,LH대전충남,매입다가구(충남아산시),아파트,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
31268664,매입임대,LH대전충남,매입다가구(충남아산시),아파트,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
31268672,매입임대,LH대전충남,매입다가구(충남아산시),아파트,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31268673,매입임대,LH대전충남,매입다가구(충남아산시),아파트,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
31268674,매입임대,LH대전충남,매입다가구(충남아산시),아파트,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
31268687,매입임대,LH대전충남,매입다가구(충남아산시),아파트,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31270987,매입임대,LH대전충남,매입다가구(충남아산시),아파트,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
31270997,매입임대,LH대전충남,매입다가구(충남아산시),아파트,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
31273168,매입임대,LH대전충남,매입다가구(충남아산시),아파트,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
31273192,매입임대,LH대전충남,매입다가구(충남아산시),아파트,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
31273436,매입임대,LH대전충남,매입다가구(충남아산시),아파트,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
31273685,매입임대,LH대전충남,매입다가구(충남아산시),아파트,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31274671,매입임대,LH대전충남,매입다가구(충남아산시),아파트,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30855996,매입임대,LH대구경북,매입다가구(대구남구),다가구주택,,0,0,0,0,0,2,1,4,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0
30703804,매입임대,LH서울,매입다가구(경기의정부시),다가구주택,,0,0,0,2,3,1,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
30821219,매입임대,LH인천,매입다가구(인천미추홀구),다세대주택,,0,0,0,0,1,1,4,2,2,0,0,5,3,1,3,0,1,0,0,0,0,0,0
31185266,매입임대,LH경기,공공리모델링(경기평택시),다가구주택,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31120937,매입임대,,공공리모델링(서울성북구),다가구주택,,23,0,0,0,3,6,9,1,0,1,0,4,3,1,2,0,0,1,0,0,0,0,0
31120940,매입임대,,공공리모델링(서울성북구),다가구주택,,23,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0
31281191,건설임대,,광주효천1 A-3BL,아파트,,264,3,4,0,1,43,33,27,29,8,12,5,8,0,2,2,4,2,2,1,0,0,0
30856018,매입임대,,매입다가구(경기군포시),다가구주택,,0,0,0,2,1,7,4,0,0,1,0,4,3,0,1,0,0,1,2,0,0,0,0
30856058,매입임대,,매입다가구(경기군포시),다가구주택,,0,3,1,2,0,4,3,2,0,1,0,2,3,0,0,0,1,3,1,0,0,0,0
30855725,매입임대,,매입다가구(경기수원시),다세대주택,,0,1,2,0,3,1,0,1,0,3,3,1,2,1,1,0,0,0,0,0,0,0,0
30855766,매입임대,,매입다가구(경기수원시),다세대주택,,0,0,0,0,1,0,0,1,0,1,1,1,3,1,3,0,1,0,0,0,0,0,0
30855796,매입임대,,매입다가구(경기수원시),다세대주택,,0,0,0,2,0,3,3,0,0,1,0,5,1,1,0,1,2,2,0,0,0,0,0
30856014,매입임대,,매입다가구(경기수원시),다가구주택,,0,0,1,1,3,4,7,1,0,2,1,4,2,0,0,2,0,0,1,0,0,0,0
30856015,매입임대,,매입다가구(경기수원시),다가구주택,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
30952273,매입임대,,매입다가구(경기수원시),,,0,0,0,1,0,1,0,0,4,0,2,2,7,0,7,0,3,0,0,0,0,0,0
30952274,매입임대,,매입다가구(경기수원시),,,0,0,25,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
30965298,매입임대,,매입다가구(경기수원시),다세대주택,,0,0,0,1,0,6,5,0,0,2,0,3,2,0,0,0,0,0,0,0,0,0,0
30965618,매입임대,,매입다가구(경기수원시),,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
30972578,매입임대,,매입다가구(경기수원시),다가구주택,,0,0,0,4,2,3,1,0,0,3,2,1,1,0,0,0,0,0,1,0,0,0,0
31052954,매입임대,,매입다가구(경기수원시),,,0,0,0,2,5,5,4,0,0,4,0,2,3,1,0,1,0,0,0,0,1,0,0
30853735,매입임대,,매입다가구(경기안산시),다가구주택,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30854782,매입임대,,매입다가구(경기안산시),다가구주택,,0,1,1,2,1,0,2,1,0,1,2,2,1,0,5,1,0,0,0,0,0,0,0
30854789,매입임대,,매입다가구(경기안산시),다가구주택,,0,0,1,2,2,3,2,0,2,3,3,2,2,1,0,0,0,0,0,0,0,0,0
30855767,매입임대,,매입다가구(경기안산시),다세대주택,,0,0,0,3,2,6,4,1,1,1,1,5,0,0,1,0,0,0,0,0,0,0,0
30855985,매입임대,,매입다가구(경기안산시),다가구주택,,0,1,1,2,3,4,7,0,0,4,2,2,1,1,0,0,0,0,0,0,0,0,0
30856003,매입임대,,매입다가구(경기안산시),다가구주택,,0,0,1,3,2,5,4,0,0,6,0,1,2,0,0,1,0,0,0,0,0,0,0
30856034,매입임대,,매입다가구(경기안산시),다가구주택,,0,0,0,3,5,2,6,0,0,2,0,4,1,0,0,0,0,0,0,0,0,0,0
30856068,매입임대,,매입다가구(경기안산시),다세대주택,,0,0,0,1,1,4,6,1,0,1,0,4,0,1,1,1,0,0,0,0,0,0,0
30856069,매입임대,,매입다가구(경기안산시),다세대주택,,0,0,0,3,7,3,6,0,0,1,1,4,1,1,1,0,0,0,0,0,0,0,0
30856076,매입임대,,매입다가구(경기안산시),다가구주택,,0,1,0,3,3,3,1,1,0,3,0,2,0,1,0,0,1,0,0,0,0,0,0
30966790,매입임대,,매입다가구(경기안산시),,,0,1,1,1,2,2,4,2,1,2,1,1,0,3,2,0,0,0,0,1,0,0,0
30855871,매입임대,,매입다가구(경기안성시),다가구주택,,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
30952265,매입임대,,매입다가구(경기안성시),다가구주택,,0,0,0,0,0,0,0,0,0,0,1,2,2,1,2,0,0,1,1,0,0,0,0
30981175,매입임대,,매입다가구(경기안성시),다세대주택,,0,1,2,2,2,2,3,1,0,3,1,2,3,0,1,0,0,0,0,0,0,0,0
30855726,매입임대,,매입다가구(경기오산시),다세대주택,,0,1,4,2,4,0,6,2,2,4,1,1,1,0,0,0,0,0,0,0,0,0,0
30855727,매입임대,,매입다가구(경기오산시),다세대주택,,0,1,2,6,2,2,3,1,0,3,1,1,1,2,0,0,0,0,0,0,0,0,0
30855746,매입임대,,매입다가구(경기오산시),다세대주택,,0,3,3,4,5,2,1,2,3,2,3,2,2,0,1,0,0,1,0,0,0,0,0
31252651,매입임대,,매입다가구(경기의정부시),아파트,,0,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
31252658,매입임대,,매입다가구(경기의정부시),아파트,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
