단지_일련번호,임대주택유형,공급기관명,주택명,주택유형,도로명주소,총세대수,10대미만(여자),10대미만(남자),10대(여자),10대(남자),20대(여자),20대(남자),30대(여자),30대(남자),40대(여자),40대(남자),50대(여자),50대(남자),60대(여자),60대(남자),70대(여자),70대(남자),80대(여자),80대(남자),90대(여자),90대(남자),100대(여자),100대(남자)
1335,매입임대,광주광역시도시공사,,다가구주택,광주광역시 광산구 고내상길65번길 10-8,11,0,0,0,0,2,1,0,2,0,0,0,3,0,4,1,0,2,0,0,0,0,0
30704966,매입임대,LH광주전남,매입다가구(광주광산구),다가구주택,광주광역시 광산구 광산로78번길 24,0,0,0,2,1,5,6,1,1,5,1,2,1,0,0,1,0,0,0,0,0,0,0
30704957,매입임대,LH광주전남,매입다가구(광주광산구),다가구주택,광주광역시 광산구 금봉로 46-1,0,2,1,1,0,3,3,0,2,3,0,1,0,0,0,1,0,0,0,0,0,3,0
30704958,매입임대,LH광주전남,매입다가구(광주광산구),다가구주택,광주광역시 광산구 금봉로 90,0,0,0,0,0,1,4,0,0,0,0,5,5,0,4,2,0,0,0,1,0,0,0
30704967,매입임대,LH광주전남,매입다가구(광주광산구),다가구주택,광주광역시 광산구 금봉로54번길 9-5,0,0,1,0,1,5,4,3,0,2,1,1,1,3,0,1,1,0,0,0,0,0,0
31196593,매입임대,LH광주전남,매입다가구(광주광산구),다가구주택,광주광역시 광산구 금봉로59번길 19,0,2,4,0,1,3,1,5,6,0,3,3,0,1,0,0,0,0,0,0,0,0,0
30704968,매입임대,LH광주전남,매입다가구(광주광산구),다가구주택,광주광역시 광산구 금봉로63번길 19,0,1,2,1,3,1,0,3,3,1,4,2,1,1,1,0,0,0,0,0,0,0,0
30699755,매입임대(단지유형),LH광주전남,삼라미주아파트,아파트,광주광역시 광산구 남동길 15,214,4,1,11,2,16,14,21,15,24,21,23,34,15,22,17,12,18,5,1,2,0,0
30473588,매입임대,광주광역시도시공사,,다가구주택,광주광역시 광산구 남동길 19,12,1,0,0,2,6,2,0,0,3,0,2,3,0,2,2,2,1,2,0,0,0,0
1337,매입임대,광주광역시도시공사,,다가구주택,광주광역시 광산구 남동길 26-3,12,0,1,1,1,5,3,0,1,2,4,3,1,0,2,2,1,1,0,0,0,0,0
30699699,매입임대(단지유형),LH광주전남,도산청암아파트,아파트,광주광역시 광산구 남동길30번길 28,70,0,3,2,1,6,7,6,10,11,8,4,10,10,6,3,3,2,0,3,0,1,0
31006943,매입임대,LH광주전남,매입다가구(광주광산구),다가구주택,광주광역시 광산구 남동길30번길 9-20,0,4,2,3,4,4,8,2,1,2,3,8,1,2,1,2,1,1,2,0,0,0,0
30704969,매입임대,LH광주전남,매입다가구(광주광산구),다가구주택,광주광역시 광산구 남동길30번길 9-7,0,1,0,1,0,2,5,0,0,2,2,2,0,2,3,0,0,1,0,0,0,0,0
31006968,매입임대,LH광주전남,매입다가구(광주광산구),다가구주택,광주광역시 광산구 내상로33번길 14,0,1,0,6,1,5,5,0,2,4,3,2,1,0,1,1,1,3,1,0,0,0,0
30704970,매입임대,LH광주전남,매입다가구(광주광산구),다가구주택,광주광역시 광산구 내상로33번길 62,0,2,1,2,4,4,1,0,1,3,1,4,1,1,4,0,0,1,0,0,0,0,0
1251,건설임대,광주광역시도시공사,다사로움2단지,아파트,광주광역시 광산구 목련로 15,556,27,20,187,193,116,136,60,50,262,247,102,140,33,32,10,5,7,4,3,1,0,0
31224142,매입임대,LH광주전남,매입다가구(광주광산구),아파트,광주광역시 광산구 목련로 15,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31226655,매입임대,LH광주전남,매입다가구(광주광산구),아파트,광주광역시 광산구 목련로 15,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31229630,매입임대,LH광주전남,매입다가구(광주광산구),아파트,광주광역시 광산구 목련로 15,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
31232549,매입임대,LH광주전남,매입다가구(광주광산구),아파트,광주광역시 광산구 목련로 15,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31237239,매입임대,LH광주전남,매입다가구(광주광산구),아파트,광주광역시 광산구 목련로 15,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
31243785,매입임대,LH광주전남,매입다가구(광주광산구),아파트,광주광역시 광산구 목련로 15,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31258872,매입임대,LH광주전남,매입다가구(광주광산구),아파트,광주광역시 광산구 목련로 15,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31224138,매입임대,LH광주전남,매입다가구(광주광산구),아파트,광주광역시 광산구 목련로 41,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31224161,매입임대,LH광주전남,매입다가구(광주광산구),아파트,광주광역시 광산구 목련로 41,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31226649,매입임대,LH광주전남,매입다가구(광주광산구),아파트,광주광역시 광산구 목련로 41,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31226651,매입임대,LH광주전남,매입다가구(광주광산구),아파트,광주광역시 광산구 목련로 41,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
31240622,매입임대,LH광주전남,매입다가구(광주광산구),아파트,광주광역시 광산구 목련로 41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
31256372,매입임대,LH광주전남,매입다가구(광주광산구),아파트,광주광역시 광산구 목련로 41,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31224159,매입임대,LH광주전남,매입다가구(광주광산구),아파트,광주광역시 광산구 목련로 42,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31224160,매입임대,LH광주전남,매입다가구(광주광산구),아파트,광주광역시 광산구 목련로 42,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31245311,매입임대,LH광주전남,매입다가구(광주광산구),아파트,광주광역시 광산구 목련로 42,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31258967,매입임대,LH광주전남,매입다가구(광주광산구),아파트,광주광역시 광산구 목련로 42,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
30704971,매입임대,LH광주전남,매입다가구(광주광산구),다가구주택,광주광역시 광산구 목련로219번길 120,0,1,0,2,1,1,0,2,0,4,2,2,2,1,1,0,0,0,0,0,0,0,0
30704972,매입임대,LH광주전남,매입다가구(광주광산구),다가구주택,광주광역시 광산구 목련로219번길 120,0,2,1,2,1,1,2,4,2,1,2,2,1,2,0,0,0,0,0,0,0,0,0
30976216,매입임대,LH광주전남,매입다가구(광주광산구),다가구주택,광주광역시 광산구 목련로219번길 130,0,1,1,2,4,2,5,3,1,1,1,2,2,1,0,0,0,1,0,0,0,0,0
30976229,매입임대,LH광주전남,매입다가구(광주광산구),다가구주택,광주광역시 광산구 목련로219번길 132,0,0,3,2,2,2,5,3,0,2,3,1,2,0,0,0,0,2,1,0,0,0,0
1253,건설임대,광주광역시도시공사,하남2지구도시공사국민임대아파트,아파트,광주광역시 광산구 목련로21번길 45,886,37,35,235,242,195,163,182,165,284,314,204,169,138,106,72,51,31,22,6,3,0,0
30700142,건설임대,LH광주전남,주공아파트,아파트,광주광역시 광산구 목련로273번길 76,476,11,14,22,24,55,75,65,87,71,67,74,83,58,31,34,26,38,10,7,0,0,0
31196591,매입임대,LH광주전남,매입다가구(광주광산구),다가구주택,광주광역시 광산구 목련로382번길 94-13,0,0,0,0,0,0,1,1,3,2,2,1,0,0,0,0,0,1,0,0,0,0,0
30704973,매입임대,LH광주전남,매입다가구(광주광산구),다가구주택,광주광역시 광산구 목련로394번길 10-7,0,0,0,2,4,4,6,0,1,4,0,4,1,1,0,0,0,0,0,0,0,0,0
