단지_일련번호,임대주택유형,공급기관명,주택명,주택유형,도로명주소,총세대수,10대미만(여자),10대미만(남자),10대(여자),10대(남자),20대(여자),20대(남자),30대(여자),30대(남자),40대(여자),40대(남자),50대(여자),50대(남자),60대(여자),60대(남자),70대(여자),70대(남자),80대(여자),80대(남자),90대(여자),90대(남자),100대(여자),100대(남자)
30699447,건설임대,LH세종,첫마을 3단지 퍼스트프라임,아파트,세종특별자치시 나리1로 16,901,25,16,52,52,50,38,33,27,66,63,43,45,25,31,17,14,9,3,2,0,2,0
30699448,건설임대,LH세종,첫마을 아파트 2단지,아파트,세종특별자치시 노을1로 16,446,39,31,58,45,65,75,74,87,103,79,80,80,57,52,23,25,17,7,3,1,0,1
30699449,건설임대,LH세종,첫마을 4단지 아파트,아파트,세종특별자치시 누리로 119,322,52,50,68,65,49,52,97,66,86,85,70,63,41,44,16,14,7,4,5,1,0,0
30699451,건설임대,LH세종,첫마을 6단지 힐스테이트아파트,아파트,세종특별자치시 누리로 28,1388,24,34,54,56,30,37,46,40,77,57,44,42,27,29,8,13,6,1,1,1,0,0
30699450,건설임대,LH세종,첫마을 5단지 푸르지오아파트,아파트,세종특별자치시 누리로 59,1240,15,22,39,36,23,24,30,26,57,53,41,28,24,19,7,6,3,3,1,1,0,0
31248007,건설임대,LH세종,가온마을9단지,아파트,세종특별자치시 다정북로 183,1080,56,56,68,77,103,131,158,192,120,120,142,108,107,94,22,25,16,5,3,0,0,0
31195626,건설임대,LH세종,해들마을 5단지,아파트,세종특별자치시 대평로 56,1438,87,82,97,93,164,142,238,344,184,195,168,142,155,120,36,46,31,8,5,1,0,0
31014304,건설임대,LH세종,가재마을 1단지,아파트,세종특별자치시 도움1로 145,1684,146,143,244,224,379,269,500,381,242,249,275,198,384,273,178,188,86,53,18,10,2,0
30685979,건설임대,세종특별자치시,도램마을 7단지 (행복2차아파트),아파트,세종특별자치시 보듬1로 12,400,8,11,41,35,63,69,65,59,49,61,59,77,64,73,57,35,41,31,13,9,3,0
4180,건설임대,세종특별자치시,행복아파트,아파트,세종특별자치시 보듬3로 7,500,11,5,28,29,58,74,47,52,47,52,72,85,76,72,52,54,76,38,28,9,1,0
31158696,건설임대,LH세종,호려울마을,아파트,세종특별자치시 보람1길 12,674,20,14,20,15,108,58,139,126,54,55,47,41,76,52,40,35,19,10,2,0,0,0
31120082,건설임대,LH세종,새뜸마을 8단지,아파트,세종특별자치시 새롬중앙로 20,906,19,20,36,40,183,73,185,167,78,80,76,55,94,56,50,36,20,13,9,0,0,1
31058191,건설임대,LH세종,새뜸마을 7단지 아파트,아파트,세종특별자치시 새롬중앙로 89,1164,179,180,213,190,160,187,346,326,266,287,201,192,165,131,49,50,22,16,13,3,1,0
30700282,매입임대(단지유형),LH세종,세종청정아파트,아파트,세종특별자치시 연동면 태산로 58,50,5,2,7,4,5,2,5,7,6,10,9,12,9,6,2,9,4,1,2,0,0,0
30701529,매입임대(단지유형),LH세종,세종영조정보마을,아파트,세종특별자치시 장군면 대학길 118,5,0,1,0,1,1,0,1,0,0,2,1,0,0,2,1,0,0,0,0,0,0,0
30701530,매입임대(단지유형),LH세종,세종영조정보마을,아파트,세종특별자치시 장군면 대학길 118,5,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
30706817,매입임대(단지유형),LH세종,조치원 신동아파밀리에 3차아파트,아파트,세종특별자치시 조치원읍 도장말길 30,37,0,2,2,4,2,2,5,0,3,2,2,1,1,1,1,0,0,0,0,0,0,0
30706818,매입임대(단지유형),LH세종,조치원 신동아파밀리에 3차아파트,아파트,세종특별자치시 조치원읍 도장말길 30,37,2,0,4,1,2,2,0,0,2,3,1,1,2,4,1,0,0,0,0,0,0,0
30706820,매입임대(단지유형),LH세종,조치원 신동아파밀리에 3차아파트,아파트,세종특별자치시 조치원읍 도장말길 30,37,0,0,3,1,1,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
31223873,건설임대,LH세종,세종서창 행복주택,아파트,세종특별자치시 조치원읍 조치원중고길 7,450,4,8,4,4,107,76,56,90,14,20,15,21,15,16,21,18,13,4,0,0,0,0
30831638,매입임대,LH세종,매입다가구(세종특별자치시),다가구주택,세종특별자치시 조치원읍 행복3길 3-1,0,0,0,3,1,3,0,0,0,0,1,1,2,1,2,1,1,0,1,0,0,0,1
30846558,매입임대,LH세종,매입다가구(세종특별자치시),다가구주택,세종특별자치시 조치원읍 행복6길 18,0,0,1,1,0,0,3,0,1,0,1,1,3,0,2,0,1,1,0,0,0,0,3
