단지_일련번호,임대주택유형,공급기관명,주택명,주택유형,도로명주소,총세대수,10대미만(여자),10대미만(남자),10대(여자),10대(남자),20대(여자),20대(남자),30대(여자),30대(남자),40대(여자),40대(남자),50대(여자),50대(남자),60대(여자),60대(남자),70대(여자),70대(남자),80대(여자),80대(남자),90대(여자),90대(남자),100대(여자),100대(남자)
31054651,매입임대,제주특별자치도개발공사,강정스케치,연립주택,제주특별자치도 서귀포시 강정하로 34,17,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
30700684,매입임대,LH제주,매입다가구(제주서귀포시),아파트,제주특별자치도 서귀포시 김정문화로27번길 13-3,0,2,0,6,6,8,3,0,0,4,1,5,1,0,1,0,0,0,0,0,0,0,0
30700506,매입임대,LH제주,매입다가구(제주서귀포시),아파트,제주특별자치도 서귀포시 김정문화로27번길 23-5,0,1,0,1,1,4,7,1,0,3,0,4,0,1,1,0,0,1,0,0,0,0,0
30700507,매입임대,LH제주,매입다가구(제주서귀포시),아파트,제주특별자치도 서귀포시 김정문화로27번길 23-6,0,0,0,4,7,3,3,2,1,3,1,4,1,2,0,0,0,0,0,0,0,0,0
30699426,매입임대(단지유형),LH제주,남원에덴아파트,아파트,제주특별자치도 서귀포시 남원읍 남원광지로 5,0,0,0,1,2,0,2,1,0,1,0,3,0,1,1,2,1,0,0,0,0,0,0
30966279,건설임대,LH제주,서귀포남원 LH아파트,아파트,제주특별자치도 서귀포시 남원읍 남원체육관로 342,354,27,28,30,41,35,40,28,23,62,56,61,64,68,46,32,38,15,12,0,0,0,0
30700505,매입임대,LH제주,매입다가구(제주서귀포시),다세대주택,제주특별자치도 서귀포시 대정읍 비행장로55번길 18,0,3,3,4,10,8,6,1,0,5,5,4,4,3,0,0,2,2,1,0,0,0,0
30700508,매입임대,LH제주,매입다가구(제주서귀포시),다세대주택,제주특별자치도 서귀포시 대정읍 비행장로55번길 18,0,3,1,7,8,8,5,1,2,4,4,7,4,4,5,1,1,1,0,0,0,0,0
30700685,매입임대,LH제주,매입다가구(제주서귀포시),다세대주택,제주특별자치도 서귀포시 대정읍 비행장로55번길 18,0,0,0,1,0,3,2,0,0,1,1,1,0,2,0,0,1,0,0,0,0,0,0
31134316,매입임대,LH제주,매입다가구(제주서귀포시),다가구주택,제주특별자치도 서귀포시 대정읍 상모로 216-3,0,0,2,2,1,0,2,2,1,2,2,0,1,2,1,1,1,0,0,1,0,0,0
31111846,매입임대,LH제주,매입다가구(제주서귀포시),다가구주택,제주특별자치도 서귀포시 대정읍 상모로 216-7,0,0,1,3,3,0,0,2,0,1,0,2,1,4,1,0,0,2,0,0,0,0,0
