단지_일련번호,임대주택유형,공급기관명,주택명,주택유형,도로명주소,총세대수,10대미만(여자),10대미만(남자),10대(여자),10대(남자),20대(여자),20대(남자),30대(여자),30대(남자),40대(여자),40대(남자),50대(여자),50대(남자),60대(여자),60대(남자),70대(여자),70대(남자),80대(여자),80대(남자),90대(여자),90대(남자),100대(여자),100대(남자)
30700073,건설임대,LH충북,괴산동부아파트,아파트,충청북도 괴산군 괴산읍 남산1길 25,310,39,35,68,85,51,49,41,26,88,72,60,72,50,48,40,24,25,14,5,1,0,0
31257972,건설임대,LH충북,괴산동부 행복마을,아파트,충청북도 괴산군 괴산읍 남산길 43,150,6,4,6,2,9,11,16,19,10,20,17,18,21,22,11,10,12,6,1,0,0,0
31128718,매입임대(단지유형),LH충북,단양신성미소지움,아파트,충청북도 단양군 단양읍 별곡3로 39-16,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30700068,건설임대,LH충북,보은이평 휴먼시아,아파트,충청북도 보은군 보은읍 월송로 37,400,40,39,85,94,62,78,62,42,84,72,76,93,69,51,53,31,39,12,12,4,1,0
30699674,매입임대(단지유형),LH충북,영동미드림아파트,아파트,충청북도 영동군 영동읍 동정로 39-30,36,4,4,8,9,10,13,6,1,12,9,7,8,6,5,3,3,1,1,0,0,0,0
30700078,건설임대,LH충북,영동가마실 주공아파트,아파트,충청북도 영동군 영동읍 동정로 47,313,21,23,65,60,40,63,31,22,66,54,63,72,66,40,55,20,20,9,3,1,0,0
30700074,건설임대,LH충북,옥천장야 주공2단지,아파트,충청북도 옥천군 옥천읍 장야3길 10,610,64,53,161,189,161,168,85,72,199,152,158,145,117,108,64,38,32,16,7,1,0,0
30699387,건설임대,LH충북,음성감곡휴먼시아,아파트,충청북도 음성군 감곡면 오향로 31,566,40,29,50,53,66,61,59,70,97,86,113,92,104,97,40,32,31,8,10,1,0,0
30700075,건설임대,LH충북,음성금왕 주공1차 아파트,아파트,충청북도 음성군 금왕읍 대금로 1457-7,491,23,40,54,64,60,59,59,33,88,83,81,91,55,62,20,15,19,6,20,11,2,0
30700445,건설임대,LH충북,음성금석아파트,아파트,충청북도 음성군 금왕읍 대금로 1557-13,690,73,65,73,74,80,78,110,90,109,119,123,110,105,93,45,30,33,9,8,2,0,0
30699585,건설임대,LH충북,금왕3단지주공아파트,아파트,충청북도 음성군 금왕읍 무극로324번길 15,381,38,59,129,137,102,103,57,51,130,91,100,89,56,44,47,27,21,18,2,3,1,0
30699563,건설임대,LH충북,음성금왕 3단지주공아파트,아파트,충청북도 음성군 금왕읍 무극로324번길 15,356,30,25,60,60,45,49,46,30,70,56,73,69,75,32,42,22,20,9,4,2,0,0
30699615,매입임대(단지유형),LH충북,조원무궁화아파트,아파트,충청북도 음성군 대소면 대동로 499-1,4,0,0,0,1,0,0,0,2,0,0,1,1,0,2,0,0,0,0,0,0,0,0
30699613,매입임대(단지유형),LH충북,한양밀알아파트,아파트,충청북도 음성군 대소면 대화1길 58-12,24,1,0,7,5,2,11,1,2,4,1,11,10,5,4,1,1,9,0,0,2,0,0
30699505,건설임대,LH충북,음성대소 주공아파트,아파트,충청북도 음성군 대소면 오태로 115-12,359,46,50,125,119,95,94,55,39,146,85,94,93,56,35,29,17,17,12,5,1,0,0
30700314,건설임대,LH충북,음성맹동휴먼시아,아파트,충청북도 음성군 맹동면 대동로 26,261,24,20,18,26,25,26,37,27,36,42,38,43,22,35,15,13,18,4,2,1,0,0
30855345,건설임대,LH충북,충북혁신도시 1단지,아파트,충청북도 음성군 맹동면 이수로 31,0,83,88,50,48,143,126,239,281,143,176,127,107,127,124,31,33,24,12,5,0,1,0
30700334,건설임대,LH충북,음성삼성휴먼시아,아파트,충청북도 음성군 삼성면 덕정로 29-7,419,33,33,40,62,45,55,47,40,74,74,72,68,71,78,24,27,23,8,3,0,0,0
31269558,매입임대,LH충북,매입다가구(충북음성군),다가구주택,충청북도 음성군 음성읍 문화8길 9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
30699419,매입임대(단지유형),LH충북,세륭아파트,아파트,충청북도 음성군 음성읍 중앙로 197,77,5,2,8,8,12,9,6,6,9,8,22,19,6,15,4,3,6,4,1,0,0,0
30700076,건설임대,LH충북,음성신천 휴먼시아,아파트,충청북도 음성군 음성읍 중앙로40번길 16,516,18,30,63,57,58,61,52,53,73,65,80,75,98,84,77,44,35,25,10,1,0,0
30699516,건설임대,LH충북,제천장락 4주공아파트,아파트,충청북도 제천시 내토로59길 7,332,13,8,27,22,53,38,30,29,38,43,66,46,64,44,39,19,21,8,2,1,1,0
31272425,매입임대,LH충북,매입다가구(충북제천시),아파트,충청북도 제천시 바이오밸리로 171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31272426,매입임대,LH충북,매입다가구(충북제천시),아파트,충청북도 제천시 바이오밸리로 171,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
31272427,매입임대,LH충북,매입다가구(충북제천시),아파트,충청북도 제천시 바이오밸리로 171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31272428,매입임대,LH충북,매입다가구(충북제천시),아파트,충청북도 제천시 바이오밸리로 171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31272445,매입임대,LH충북,매입다가구(충북제천시),아파트,충청북도 제천시 바이오밸리로 171,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
31272446,매입임대,LH충북,매입다가구(충북제천시),아파트,충청북도 제천시 바이오밸리로 171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31272447,매입임대,LH충북,매입다가구(충북제천시),아파트,충청북도 제천시 바이오밸리로 171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31272448,매입임대,LH충북,매입다가구(충북제천시),아파트,충청북도 제천시 바이오밸리로 171,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
31272449,매입임대,LH충북,매입다가구(충북제천시),아파트,충청북도 제천시 바이오밸리로 171,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31272450,매입임대,LH충북,매입다가구(충북제천시),아파트,충청북도 제천시 바이오밸리로 171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31272451,매입임대,LH충북,매입다가구(충북제천시),아파트,충청북도 제천시 바이오밸리로 171,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31272452,매입임대,LH충북,매입다가구(충북제천시),아파트,충청북도 제천시 바이오밸리로 171,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
31272453,매입임대,LH충북,매입다가구(충북제천시),아파트,충청북도 제천시 바이오밸리로 171,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
31272469,매입임대,LH충북,매입다가구(충북제천시),아파트,충청북도 제천시 바이오밸리로 171,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
31272470,매입임대,LH충북,매입다가구(충북제천시),아파트,충청북도 제천시 바이오밸리로 171,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
31272483,매입임대,LH충북,매입다가구(충북제천시),아파트,충청북도 제천시 바이오밸리로 171,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
31272484,매입임대,LH충북,매입다가구(충북제천시),아파트,충청북도 제천시 바이오밸리로 171,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
31272485,매입임대,LH충북,매입다가구(충북제천시),아파트,충청북도 제천시 바이오밸리로 171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31272486,매입임대,LH충북,매입다가구(충북제천시),아파트,충청북도 제천시 바이오밸리로 171,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31272487,매입임대,LH충북,매입다가구(충북제천시),아파트,충청북도 제천시 바이오밸리로 171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31272488,매입임대,LH충북,매입다가구(충북제천시),아파트,충청북도 제천시 바이오밸리로 171,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
31272497,매입임대,LH충북,매입다가구(충북제천시),아파트,충청북도 제천시 바이오밸리로 171,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
31272498,매입임대,LH충북,매입다가구(충북제천시),아파트,충청북도 제천시 바이오밸리로 171,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31272499,매입임대,LH충북,매입다가구(충북제천시),아파트,충청북도 제천시 바이오밸리로 171,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
31272500,매입임대,LH충북,매입다가구(충북제천시),아파트,충청북도 제천시 바이오밸리로 171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31272503,매입임대,LH충북,매입다가구(충북제천시),아파트,충청북도 제천시 바이오밸리로 171,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31272504,매입임대,LH충북,매입다가구(충북제천시),아파트,충청북도 제천시 바이오밸리로 171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31272514,매입임대,LH충북,매입다가구(충북제천시),아파트,충청북도 제천시 바이오밸리로 171,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31272517,매입임대,LH충북,매입다가구(충북제천시),아파트,충청북도 제천시 바이오밸리로 171,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
31272528,매입임대,LH충북,매입다가구(충북제천시),아파트,충청북도 제천시 바이오밸리로 171,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31272529,매입임대,LH충북,매입다가구(충북제천시),아파트,충청북도 제천시 바이오밸리로 171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31272543,매입임대,LH충북,매입다가구(충북제천시),아파트,충청북도 제천시 바이오밸리로 171,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31272545,매입임대,LH충북,매입다가구(충북제천시),아파트,충청북도 제천시 바이오밸리로 171,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31272546,매입임대,LH충북,매입다가구(충북제천시),아파트,충청북도 제천시 바이오밸리로 171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31272547,매입임대,LH충북,매입다가구(충북제천시),아파트,충청북도 제천시 바이오밸리로 171,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31274356,매입임대,LH충북,매입다가구(충북제천시),아파트,충청북도 제천시 바이오밸리로 171,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
31264111,매입임대,LH충북,매입다가구(충북제천시),아파트,충청북도 제천시 신죽하로 83-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
31264120,매입임대,LH충북,매입다가구(충북제천시),아파트,충청북도 제천시 신죽하로 83-20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31264127,매입임대,LH충북,매입다가구(충북제천시),아파트,충청북도 제천시 신죽하로 83-20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
31264128,매입임대,LH충북,매입다가구(충북제천시),아파트,충청북도 제천시 신죽하로 83-20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
31264129,매입임대,LH충북,매입다가구(충북제천시),아파트,충청북도 제천시 신죽하로 83-20,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
