단지_일련번호,임대주택유형,공급기관명,주택명,주택유형,도로명주소,총세대수,10대미만(여자),10대미만(남자),10대(여자),10대(남자),20대(여자),20대(남자),30대(여자),30대(남자),40대(여자),40대(남자),50대(여자),50대(남자),60대(여자),60대(남자),70대(여자),70대(남자),80대(여자),80대(남자),90대(여자),90대(남자),100대(여자),100대(남자)
30700797,매입임대(단지유형),LH대구경북,아름들이,다가구주택,경상북도 경산시 경산로 153,136,4,0,1,3,2,2,2,1,0,2,4,1,2,1,0,1,0,0,0,0,0,0
30700798,매입임대(단지유형),LH대구경북,아름들이,다가구주택,경상북도 경산시 경산로 153-1,136,1,2,1,1,3,3,0,1,4,1,3,1,0,0,0,0,0,0,0,0,0,0
30700641,매입임대,LH대구경북,매입다가구(경북경산시),다가구주택,경상북도 경산시 경산로13길 17-6,0,0,0,2,2,0,1,0,0,1,3,1,0,1,1,0,1,1,0,0,0,0,0
30700643,매입임대,LH대구경북,매입다가구(경북경산시),다가구주택,경상북도 경산시 경안로27길 7,0,1,0,2,3,2,4,0,2,4,0,2,1,1,1,1,2,1,1,0,0,0,0
30700642,매입임대,LH대구경북,매입다가구(경북경산시),다가구주택,경상북도 경산시 경안로27길 7-1,0,0,0,1,4,3,3,0,0,4,2,2,0,1,1,2,0,1,1,0,0,0,0
30700644,매입임대,LH대구경북,매입다가구(경북경산시),다가구주택,경상북도 경산시 경안로33길 36-2,0,0,0,0,0,1,0,0,0,1,1,0,2,1,2,1,0,2,0,0,0,0,0
30966449,매입임대,LH대구경북,매입다가구(경북경산시),다가구주택,경상북도 경산시 경안로36길 3,0,0,0,0,0,1,1,1,2,1,1,2,1,0,5,2,1,3,0,0,0,0,0
30700645,매입임대,LH대구경북,매입다가구(경북경산시),다가구주택,경상북도 경산시 경안로67길 2-5,0,0,1,0,0,1,1,2,0,0,1,3,0,0,1,1,1,0,1,0,0,0,0
30700646,매입임대,LH대구경북,매입다가구(경북경산시),다가구주택,경상북도 경산시 경청로217길 11-5,0,0,0,0,1,1,2,0,1,0,0,2,1,0,1,1,2,0,0,0,0,0,0
30700647,매입임대,LH대구경북,매입다가구(경북경산시),다가구주택,경상북도 경산시 경청로217길 11-9,0,0,3,1,3,0,1,1,0,2,0,1,2,1,1,1,0,0,0,0,0,0,0
31249151,매입임대,LH대구경북,매입다가구(경북경산시),아파트,경상북도 경산시 경청로222길 34,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
31249489,매입임대,LH대구경북,매입다가구(경북경산시),아파트,경상북도 경산시 경청로222길 34,0,0,0,0,0,0,0,1,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0
31250248,매입임대,LH대구경북,매입다가구(경북경산시),아파트,경상북도 경산시 경청로222길 34,0,0,0,0,0,2,1,2,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0
31251573,매입임대,LH대구경북,매입다가구(경북경산시),아파트,경상북도 경산시 경청로222길 34,0,2,0,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
30700198,건설임대,LH대구경북,경산백천주공,아파트,경상북도 경산시 경청로222길 7,627,8,9,24,21,66,87,39,44,61,49,91,96,130,101,95,36,91,21,17,1,0,0
30700799,매입임대(단지유형),LH대구경북,아름들이,다가구주택,경상북도 경산시 계양로 50,136,3,3,3,0,0,1,6,2,1,2,2,1,2,0,0,0,0,0,0,0,0,0
30700800,매입임대(단지유형),LH대구경북,아름들이,다가구주택,경상북도 경산시 계양로 50,136,2,1,4,4,2,1,2,2,4,3,1,0,1,0,1,1,0,0,0,0,0,0
31200703,매입임대,LH대구경북,매입다가구(경북경산시),다가구주택,경상북도 경산시 계양로16길 45,0,0,2,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
31200685,매입임대,LH대구경북,매입다가구(경북경산시),다가구주택,경상북도 경산시 계양로16길 47,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
