단지_일련번호,임대주택유형,공급기관명,주택명,주택유형,도로명주소,총세대수,10대미만(여자),10대미만(남자),10대(여자),10대(남자),20대(여자),20대(남자),30대(여자),30대(남자),40대(여자),40대(남자),50대(여자),50대(남자),60대(여자),60대(남자),70대(여자),70대(남자),80대(여자),80대(남자),90대(여자),90대(남자),100대(여자),100대(남자)
30700050,건설임대,LH강원,강릉교동 주공2차아파트,아파트,강원도 강릉시 가작로 85,688,25,26,125,102,144,164,39,41,156,105,198,173,156,142,104,47,65,22,11,3,0,0
30700048,건설임대,LH강원,입암주공3단지아파트,아파트,강원도 강릉시 강변로 510,596,0,1,12,17,23,28,14,29,29,36,47,64,90,85,105,56,108,27,25,6,0,0
30999087,건설임대,LH강원,강릉회산(2) 국민임대주택,아파트,강원도 강릉시 강변로 58,624,36,55,28,46,63,70,113,100,91,106,119,70,117,75,63,42,25,9,7,1,1,0
30699531,건설임대,LH강원,강릉회산주공아파트,아파트,강원도 강릉시 강변로 94,307,13,15,68,74,53,54,15,29,98,68,72,52,92,52,41,34,17,9,5,0,3,0
30819526,매입임대,LH강원,매입다가구(강원강릉시),다가구주택,강원도 강릉시 강변로172번길 5,0,2,2,0,1,4,9,2,1,3,0,4,2,3,1,0,0,2,0,0,0,0,0
30819550,매입임대,LH강원,매입다가구(강원강릉시),다가구주택,강원도 강릉시 강변로172번길 5,0,0,2,2,3,0,3,1,1,1,1,1,0,1,3,1,4,0,0,0,1,0,0
30819537,매입임대,LH강원,매입다가구(강원강릉시),다가구주택,강원도 강릉시 강변로172번안길 15-9,0,0,0,2,3,3,1,1,0,2,1,2,2,0,0,1,1,2,0,0,0,0,0
31015250,매입임대,LH강원,매입다가구(강원강릉시),다가구주택,강원도 강릉시 강변북길 259,0,0,0,3,6,4,1,0,0,4,1,3,3,1,1,1,0,2,0,0,0,0,0
31015243,매입임대,LH강원,매입다가구(강원강릉시),다가구주택,강원도 강릉시 강변북길 261,0,2,0,4,4,5,7,1,0,4,2,1,1,1,2,1,1,0,0,0,0,0,0
31015248,매입임대,LH강원,매입다가구(강원강릉시),다가구주택,강원도 강릉시 강변북길 263,0,3,0,2,1,7,7,1,1,3,1,4,0,1,1,0,0,0,0,0,0,0,0
31015240,매입임대,LH강원,매입다가구(강원강릉시),다가구주택,강원도 강릉시 강변북길 265,0,0,1,4,1,10,2,0,0,4,2,3,3,1,1,1,1,1,0,0,0,0,0
31015238,매입임대,LH강원,매입다가구(강원강릉시),다가구주택,강원도 강릉시 강변북길 267,0,0,2,7,6,4,4,1,0,1,2,4,2,2,0,1,0,0,1,0,0,0,0
