단지_일련번호,임대주택유형,공급기관명,주택명,주택유형,도로명주소,총세대수,10대미만(여자),10대미만(남자),10대(여자),10대(남자),20대(여자),20대(남자),30대(여자),30대(남자),40대(여자),40대(남자),50대(여자),50대(남자),60대(여자),60대(남자),70대(여자),70대(남자),80대(여자),80대(남자),90대(여자),90대(남자),100대(여자),100대(남자)
30699739,건설임대,LH전북,고창읍내 휴먼시아,아파트,전라북도 고창군 고창읍 성산로 19,586,52,46,130,117,115,145,75,50,119,111,151,130,85,78,51,43,51,21,16,3,0,0
31027805,매입임대(단지유형),LH전북,경암에코빌,다세대주택,전라북도 군산시 경촌1길 47-1,17,3,3,3,4,4,1,2,2,4,3,0,0,3,0,0,1,0,0,0,0,0,0
31027852,매입임대(단지유형),LH전북,경암에코빌,다세대주택,전라북도 군산시 경촌1길 47-1,17,2,0,1,0,2,0,1,0,2,2,0,1,1,1,3,0,0,1,0,0,0,0
30699681,매입임대(단지유형),LH전북,경암부향하나로,아파트,전라북도 군산시 경촌1길 56,717,14,13,31,22,45,45,47,50,53,59,78,103,135,113,79,57,59,12,12,3,0,0
30700354,건설임대,LH전북,군산미장 휴먼시아,아파트,전라북도 군산시 경포천로 34,1349,89,82,184,183,183,205,174,147,203,196,234,177,286,172,147,85,72,30,11,7,1,0
30700123,건설임대,LH전북,군산구암 휴먼시아,아파트,전라북도 군산시 궁멀길 55-8,406,56,51,96,90,46,76,75,55,98,92,73,56,70,55,44,32,16,6,8,2,0,0
30699441,매입임대(단지유형),LH전북,대야보라무지개아파트,아파트,전라북도 군산시 대야면 수림로 7-10,10,5,1,4,7,1,0,3,3,5,4,2,3,0,0,2,1,0,0,0,0,0,0
30701084,매입임대,LH전북,매입다가구(전북군산시),다가구주택,전라북도 군산시 동리2길 9,0,0,0,1,0,1,1,0,3,2,2,1,1,1,2,1,2,0,0,0,0,0,1
30699705,매입임대(단지유형),LH전북,산북부향하나로1차,아파트,전라북도 군산시 동아로 12,221,2,1,5,6,6,5,7,23,5,17,26,35,22,33,9,11,6,5,0,0,0,0
4201,건설임대,군산시,산북근로자임대아파트,아파트,전라북도 군산시 동아로 121,100,0,0,0,0,0,0,7,4,4,5,12,14,2,10,0,5,0,0,0,0,0,0
