행정기관코드,행정기관,총 인구수,연령구간인구수,0~9세,10~19세,20~29세,30~39세,40~49세,50~59세,60~69세,70~79세,80~89세,90~99세,100세 이상,남 인구수,남 연령구간인구수,남 0~9세,남 10~19세,남 20~29세,남 30~39세,남 40~49세,남 50~59세,남 60~69세,남 70~79세,남 80~89세,남 90~99세,남 100세 이상,여 인구수,여 연령구간인구수,여 0~9세,여 10~19세,여 20~29세,여 30~39세,여 40~49세,여 50~59세,여 60~69세,여 70~79세,여 80~89세,여 90~99세,여 100세 이상
4400000000,충청남도  ,"2,118,510","2,118,510","178,041","204,790","242,676","273,689","328,422","340,033","268,081","169,133","98,993","13,753",899,"1,080,425","1,080,425","91,181","106,302","133,793","146,984","175,047","179,246","133,578","76,267","34,588","3,233",206,"1,038,085","1,038,085","86,860","98,488","108,883","126,705","153,375","160,787","134,503","92,866","64,405","10,520",693
4413000000,충청남도 천안시 ,"655,192","655,192","63,588","69,274","95,552","106,271","111,527","102,401","60,133","29,487","14,674","2,119",166,"333,991","333,991","32,412","35,945","49,989","56,405","57,507","52,623","30,301","13,259","5,023",483,44,"321,201","321,201","31,176","33,329","45,563","49,866","54,020","49,778","29,832","16,228","9,651","1,636",122
4413100000,충청남도 천안시 동남구 ,"258,857","258,857","21,265","26,774","35,457","34,034","43,292","44,099","29,672","15,244","7,800","1,137",83,"131,186","131,186","10,914","13,918","18,808","17,852","22,266","22,578","14,890","6,976","2,706",257,21,"127,671","127,671","10,351","12,856","16,649","16,182","21,026","21,521","14,782","8,268","5,094",880,62
4413125000,충청남도 천안시 동남구 목천읍,"24,163","24,163","1,830","2,852","2,752","2,558","4,608","4,340","2,698","1,507",897,121,0,"12,369","12,369",931,"1,503","1,518","1,346","2,406","2,326","1,347",665,299,28,0,"11,794","11,794",899,"1,349","1,234","1,212","2,202","2,014","1,351",842,598,93,0
4413131000,충청남도 천안시 동남구 풍세면,"4,160","4,160",150,247,386,323,467,808,885,512,329,53,0,"2,243","2,243",81,128,244,193,289,445,485,258,108,12,0,"1,917","1,917",69,119,142,130,178,363,400,254,221,41,0
4413132000,충청남도 천안시 동남구 광덕면,"4,322","4,322",121,199,379,307,463,900,940,569,380,62,2,"2,177","2,177",61,119,209,165,252,474,497,265,119,16,0,"2,145","2,145",60,80,170,142,211,426,443,304,261,46,2
4413133000,충청남도 천안시 동남구 북면,"4,344","4,344",150,247,381,335,531,900,887,517,344,51,1,"2,237","2,237",73,126,232,196,287,497,446,249,122,9,0,"2,107","2,107",77,121,149,139,244,403,441,268,222,42,1
4413134000,충청남도 천안시 동남구 성남면,"3,281","3,281",86,183,260,206,342,653,733,486,289,40,3,"1,714","1,714",43,91,148,130,212,366,394,230,93,6,1,"1,567","1,567",43,92,112,76,130,287,339,256,196,34,2
4413135000,충청남도 천안시 동남구 수신면,"2,320","2,320",60,92,201,178,241,451,492,326,253,24,2,"1,259","1,259",29,52,119,116,164,268,266,146,94,5,0,"1,061","1,061",31,40,82,62,77,183,226,180,159,19,2
4413136000,충청남도 천안시 동남구 병천면,"6,139","6,139",270,354,766,591,750,"1,200","1,099",625,405,71,8,"3,241","3,241",129,187,503,363,433,609,585,272,143,16,1,"2,898","2,898",141,167,263,228,317,591,514,353,262,55,7
4413137000,충청남도 천안시 동남구 동면,"2,170","2,170",31,85,137,107,182,475,486,364,256,43,4,"1,162","1,162",16,54,86,61,126,278,264,171,96,9,1,"1,008","1,008",15,31,51,46,56,197,222,193,160,34,3
4413151000,충청남도 천안시 동남구 중앙동,"5,579","5,579",177,310,560,505,712,"1,106","1,145",714,303,36,11,"2,944","2,944",94,165,302,297,409,640,573,333,116,11,4,"2,635","2,635",83,145,258,208,303,466,572,381,187,25,7
4413152000,충청남도 천안시 동남구 문성동,"3,702","3,702",95,182,501,409,481,719,709,400,179,25,2,"1,955","1,955",49,91,257,249,281,405,381,167,64,11,0,"1,747","1,747",46,91,244,160,200,314,328,233,115,14,2
4413153000,충청남도 천안시 동남구 원성1동,"8,945","8,945",445,725,"1,123",921,"1,275","1,797","1,420",806,372,52,9,"4,659","4,659",250,425,635,510,675,936,692,389,131,14,2,"4,286","4,286",195,300,488,411,600,861,728,417,241,38,7
4413154000,충청남도 천안시 동남구 원성2동,"9,527","9,527",306,732,"1,173",937,"1,390","1,947","1,507",987,488,55,5,"4,908","4,908",155,399,657,573,729,"1,010",724,456,191,12,2,"4,619","4,619",151,333,516,364,661,937,783,531,297,43,3
4413155000,충청남도 천안시 동남구 봉명동,"17,457","17,457","1,052","1,432","2,733","2,356","2,860","3,270","2,251","1,022",406,66,9,"8,925","8,925",540,765,"1,428","1,299","1,484","1,674","1,137",450,133,13,2,"8,532","8,532",512,667,"1,305","1,057","1,376","1,596","1,114",572,273,53,7
4413156000,충청남도 천안시 동남구 일봉동,"24,757","24,757","2,364","3,294","3,018","2,756","4,659","4,218","2,529","1,276",559,79,5,"12,381","12,381","1,203","1,696","1,674","1,288","2,330","2,141","1,265",577,187,16,4,"12,376","12,376","1,161","1,598","1,344","1,468","2,329","2,077","1,264",699,372,63,1
4413157000,충청남도 천안시 동남구 신방동,"45,253","45,253","5,020","5,960","6,227","7,134","9,053","6,775","3,081","1,253",653,94,3,"23,045","23,045","2,611","3,115","3,368","3,741","4,567","3,433","1,488",517,181,23,1,"22,208","22,208","2,409","2,845","2,859","3,393","4,486","3,342","1,593",736,472,71,2
4413158000,충청남도 천안시 동남구 청룡동,"55,993","55,993","6,253","7,037","7,284","8,712","10,186","8,383","4,844","2,155",963,166,10,"27,984","27,984","3,193","3,600","3,810","4,374","5,060","4,173","2,417",976,342,37,2,"28,009","28,009","3,060","3,437","3,474","4,338","5,126","4,210","2,427","1,179",621,129,8
4413159000,충청남도 천안시 동남구 신안동,"36,745","36,745","2,855","2,843","7,576","5,699","5,092","6,157","3,966","1,725",724,99,9,"17,983","17,983","1,456","1,402","3,618","2,951","2,562","2,903","1,929",855,287,19,1,"18,762","18,762","1,399","1,441","3,958","2,748","2,530","3,254","2,037",870,437,80,8
4413300000,충청남도 천안시 서북구 ,"396,335","396,335","42,323","42,500","60,095","72,237","68,235","58,302","30,461","14,243","6,874",982,83,"202,805","202,805","21,498","22,027","31,181","38,553","35,241","30,045","15,411","6,283","2,317",226,23,"193,530","193,530","20,825","20,473","28,914","33,684","32,994","28,257","15,050","7,960","4,557",756,60
4413325000,충청남도 천안시 서북구 성환읍,"24,912","24,912","1,367","2,394","2,881","2,302","3,955","4,325","3,814","2,459","1,229",157,29,"12,919","12,919",711,"1,275","1,623","1,281","2,189","2,338","1,888","1,114",454,37,9,"11,993","11,993",656,"1,119","1,258","1,021","1,766","1,987","1,926","1,345",775,120,20
4413325300,충청남도 천안시 서북구 성거읍,"22,308","22,308","2,030","2,466","2,586","3,142","4,215","3,724","2,305","1,178",573,86,3,"11,637","11,637","1,009","1,258","1,431","1,680","2,272","2,014","1,212",534,206,21,0,"10,671","10,671","1,021","1,208","1,155","1,462","1,943","1,710","1,093",644,367,65,3
4413325600,충청남도 천안시 서북구 직산읍,"19,464","19,464","1,433","1,920","2,395","2,725","3,528","3,467","2,150","1,146",620,76,4,"10,571","10,571",740,"1,015","1,439","1,618","2,013","1,882","1,117",498,230,19,0,"8,893","8,893",693,905,956,"1,107","1,515","1,585","1,033",648,390,57,4
4413331000,충청남도 천안시 서북구 입장면,"8,730","8,730",322,593,947,744,"1,150","1,838","1,560",951,529,82,14,"4,677","4,677",162,324,568,470,683,"1,011",796,434,195,32,2,"4,053","4,053",160,269,379,274,467,827,764,517,334,50,12
4413351000,충청남도 천안시 서북구 성정1동,"16,358","16,358",823,"1,113","2,451","2,266","2,526","3,212","2,232","1,192",480,55,8,"8,611","8,611",431,546,"1,335","1,324","1,392","1,726","1,126",538,175,15,3,"7,747","7,747",392,567,"1,116",942,"1,134","1,486","1,106",654,305,40,5
4413352000,충청남도 천안시 서북구 성정2동,"25,861","25,861","1,046","1,477","6,500","5,658","3,809","3,578","2,354",972,394,67,6,"13,777","13,777",542,764,"3,246","3,412","2,143","1,919","1,193",425,121,12,0,"12,084","12,084",504,713,"3,254","2,246","1,666","1,659","1,161",547,273,55,6
4413353000,충청남도 천안시 서북구 쌍용1동,"14,308","14,308",944,"1,284","2,523","1,954","1,994","2,626","1,864",739,317,62,1,"7,043","7,043",506,648,"1,276","1,053",980,"1,211",913,330,109,17,0,"7,265","7,265",438,636,"1,247",901,"1,014","1,415",951,409,208,45,1
4413354000,충청남도 천안시 서북구 쌍용2동,"38,505","38,505","3,655","5,136","6,031","5,403","6,869","6,699","2,942","1,124",578,63,5,"18,927","18,927","1,819","2,723","3,127","2,682","3,221","3,197","1,469",485,186,15,3,"19,578","19,578","1,836","2,413","2,904","2,721","3,648","3,502","1,473",639,392,48,2
4413355000,충청남도 천안시 서북구 쌍용3동,"19,227","19,227","1,533","2,443","2,723","2,452","3,287","3,534","1,837",872,470,74,2,"9,292","9,292",753,"1,312","1,432","1,206","1,550","1,676",901,325,125,11,1,"9,935","9,935",780,"1,131","1,291","1,246","1,737","1,858",936,547,345,63,1
4413356000,충청남도 천안시 서북구 백석동,"41,057","41,057","5,944","5,690","5,182","7,266","7,774","5,592","2,280",876,388,63,2,"20,537","20,537","2,991","2,949","2,679","3,501","3,931","2,802","1,161",404,103,15,1,"20,520","20,520","2,953","2,741","2,503","3,765","3,843","2,790","1,119",472,285,48,1
4413356500,충청남도 천안시 서북구 불당동,"69,350","69,350","10,622","9,228","8,778","15,038","13,737","8,218","2,423",848,385,70,3,"34,773","34,773","5,417","4,724","4,353","7,488","6,715","4,296","1,259",381,127,12,1,"34,577","34,577","5,205","4,504","4,425","7,550","7,022","3,922","1,164",467,258,58,2
4413358000,충청남도 천안시 서북구 부성1동,"41,649","41,649","3,601","3,968","9,067","8,020","6,795","5,941","2,506","1,127",547,72,5,"21,477","21,477","1,852","2,049","4,594","4,500","3,463","3,058","1,252",502,191,13,3,"20,172","20,172","1,749","1,919","4,473","3,520","3,332","2,883","1,254",625,356,59,2
4413359000,충청남도 천안시 서북구 부성2동,"54,606","54,606","9,003","4,788","8,031","15,267","8,596","5,548","2,194",759,364,55,1,"28,564","28,564","4,565","2,440","4,078","8,338","4,689","2,915","1,124",313,95,7,0,"26,042","26,042","4,438","2,348","3,953","6,929","3,907","2,633","1,070",446,269,48,1
4415000000,충청남도 공주시 ,"105,611","105,611","6,095","8,489","11,508","9,884","13,613","18,775","17,719","11,416","7,076",976,60,"52,952","52,952","3,174","4,390","6,388","5,308","7,174","9,742","8,838","5,200","2,463",262,13,"52,659","52,659","2,921","4,099","5,120","4,576","6,439","9,033","8,881","6,216","4,613",714,47
4415025000,충청남도 공주시 유구읍,"7,565","7,565",278,429,521,520,821,"1,389","1,700","1,106",711,83,7,"3,823","3,823",157,219,324,316,457,690,869,510,257,20,4,"3,742","3,742",121,210,197,204,364,699,831,596,454,63,3
4415031000,충청남도 공주시 이인면,"3,363","3,363",115,143,230,212,288,632,730,558,399,51,5,"1,711","1,711",52,91,125,122,183,363,377,258,119,21,0,"1,652","1,652",63,52,105,90,105,269,353,300,280,30,5
4415032000,충청남도 공주시 탄천면,"2,984","2,984",70,135,186,187,232,518,636,536,423,57,4,"1,544","1,544",38,65,117,114,147,304,338,256,153,12,0,"1,440","1,440",32,70,69,73,85,214,298,280,270,45,4
4415033000,충청남도 공주시 계룡면,"5,681","5,681",189,293,353,332,537,"1,063","1,337",886,603,83,5,"2,891","2,891",94,151,189,184,326,605,688,420,210,22,2,"2,790","2,790",95,142,164,148,211,458,649,466,393,61,3
4415034000,충청남도 공주시 반포면,"4,278","4,278",177,216,353,316,498,982,940,495,260,40,1,"2,264","2,264",105,124,209,190,269,518,500,233,106,10,0,"2,014","2,014",72,92,144,126,229,464,440,262,154,30,1
4415036000,충청남도 공주시 의당면,"4,705","4,705",215,378,454,411,594,955,803,514,327,53,1,"2,448","2,448",102,191,285,221,351,513,427,239,109,10,0,"2,257","2,257",113,187,169,190,243,442,376,275,218,43,1
4415037000,충청남도 공주시 정안면,"4,714","4,714",128,231,290,280,439,847,"1,088",736,588,83,4,"2,441","2,441",70,126,182,168,280,443,577,348,224,23,0,"2,273","2,273",58,105,108,112,159,404,511,388,364,60,4
4415038000,충청남도 공주시 우성면,"5,325","5,325",166,300,412,352,571,976,"1,070",820,571,80,7,"2,764","2,764",89,144,261,208,352,559,549,384,190,28,0,"2,561","2,561",77,156,151,144,219,417,521,436,381,52,7
4415039000,충청남도 공주시 사곡면,"2,984","2,984",83,158,194,156,273,546,640,499,388,43,4,"1,497","1,497",44,77,103,100,161,310,326,224,141,10,1,"1,487","1,487",39,81,91,56,112,236,314,275,247,33,3
4415040000,충청남도 공주시 신풍면,"3,264","3,264",86,89,182,196,310,642,846,522,337,51,3,"1,455","1,455",45,44,107,103,133,280,372,235,116,20,0,"1,809","1,809",41,45,75,93,177,362,474,287,221,31,3
