행정기관코드,행정기관,총 인구수,연령구간인구수,0~9세,10~19세,20~29세,30~39세,40~49세,50~59세,60~69세,70~79세,80~89세,90~99세,100세 이상,남 인구수,남 연령구간인구수,남 0~9세,남 10~19세,남 20~29세,남 30~39세,남 40~49세,남 50~59세,남 60~69세,남 70~79세,남 80~89세,남 90~99세,남 100세 이상,여 인구수,여 연령구간인구수,여 0~9세,여 10~19세,여 20~29세,여 30~39세,여 40~49세,여 50~59세,여 60~69세,여 70~79세,여 80~89세,여 90~99세,여 100세 이상
4300000000,충청북도  ,"1,596,710","1,596,710","126,863","151,372","198,370","197,266","242,139","274,160","213,335","119,441","64,343","8,864",557,"809,114","809,114","64,830","78,834","110,253","104,224","125,534","141,029","106,787","53,560","21,920","1,985",158,"787,596","787,596","62,033","72,538","88,117","93,042","116,605","133,131","106,548","65,881","42,423","6,879",399
4311000000,충청북도 청주시 ,"841,540","841,540","75,999","87,099","119,323","119,369","136,581","137,507","92,570","46,565","23,071","3,266",190,"423,859","423,859","38,740","45,377","65,000","62,224","69,077","68,890","45,375","20,750","7,713",663,50,"417,681","417,681","37,259","41,722","54,323","57,145","67,504","68,617","47,195","25,815","15,358","2,603",140
4311100000,충청북도 청주시 상당구 ,"182,516","182,516","15,462","19,383","23,367","21,619","29,365","31,895","22,317","12,031","6,075",946,56,"90,910","90,910","7,859","10,100","12,707","10,971","14,633","15,997","11,056","5,311","2,040",225,11,"91,606","91,606","7,603","9,283","10,660","10,648","14,732","15,898","11,261","6,720","4,035",721,45
4311131000,충청북도 청주시 상당구 낭성면,"2,277","2,277",42,60,179,136,186,467,577,353,234,41,2,"1,189","1,189",25,31,102,79,117,246,326,170,84,9,0,"1,088","1,088",17,29,77,57,69,221,251,183,150,32,2
4311132000,충청북도 청주시 상당구 미원면,"5,104","5,104",114,225,357,285,427,993,"1,225",822,546,102,8,"2,604","2,604",58,122,207,186,261,529,652,371,184,34,0,"2,500","2,500",56,103,150,99,166,464,573,451,362,68,8
4311133000,충청북도 청주시 상당구 가덕면,"3,992","3,992",104,134,334,256,384,903,900,573,357,46,1,"2,044","2,044",58,66,193,146,231,500,476,256,110,8,0,"1,948","1,948",46,68,141,110,153,403,424,317,247,38,1
4311134000,충청북도 청주시 상당구 남일면,"6,996","6,996",460,443,779,724,838,"1,368","1,240",636,443,59,6,"3,550","3,550",230,219,447,400,449,702,648,289,146,18,2,"3,446","3,446",230,224,332,324,389,666,592,347,297,41,4
4311135000,충청북도 청주시 상당구 문의면,"4,127","4,127",118,209,323,257,438,796,836,612,458,76,4,"2,139","2,139",59,106,192,156,276,447,443,279,158,22,1,"1,988","1,988",59,103,131,101,162,349,393,333,300,54,3
4311152500,충청북도 청주시 상당구 중앙동,"5,852","5,852",236,446,823,597,786,"1,021",919,651,333,36,4,"2,894","2,894",128,242,443,315,408,494,446,285,126,7,0,"2,958","2,958",108,204,380,282,378,527,473,366,207,29,4
4311154500,충청북도 청주시 상당구 성안동,"7,086","7,086",249,421,980,730,903,"1,211","1,297",802,418,68,7,"3,619","3,619",143,213,548,424,507,625,607,357,170,23,2,"3,467","3,467",106,208,432,306,396,586,690,445,248,45,5
4311162000,충청북도 청주시 상당구 탑대성동,"9,227","9,227",458,721,"1,132",907,"1,293","1,710","1,505",980,444,73,4,"4,543","4,543",244,358,638,505,659,841,692,432,160,14,0,"4,684","4,684",214,363,494,402,634,869,813,548,284,59,4
4311167000,충청북도 청주시 상당구 영운동,"11,210","11,210",743,993,"1,396","1,300","1,657","1,962","1,686","1,003",416,53,1,"5,532","5,532",373,500,741,695,871,966,814,412,148,12,0,"5,678","5,678",370,493,655,605,786,996,872,591,268,41,1
4311168000,충청북도 청주시 상당구 금천동,"30,401","30,401","2,627","3,859","3,968","3,382","5,448","5,182","3,311","1,815",702,103,4,"14,856","14,856","1,329","1,972","2,092","1,682","2,612","2,576","1,524",809,238,21,1,"15,545","15,545","1,298","1,887","1,876","1,700","2,836","2,606","1,787","1,006",464,82,3
4311169000,충청북도 청주시 상당구 용담.명암.산성동,"13,797","13,797","1,611","1,980","1,618","1,651","2,610","2,162","1,186",651,289,37,2,"6,801","6,801",820,"1,018",866,789,"1,234","1,109",566,289,102,8,0,"6,996","6,996",791,962,752,862,"1,376","1,053",620,362,187,29,2
4311172000,충청북도 청주시 상당구 용암1동,"49,226","49,226","5,026","6,049","6,771","6,760","8,714","8,272","4,669","1,916",886,156,7,"24,771","24,771","2,571","3,230","3,725","3,356","4,271","4,142","2,364",828,257,25,2,"24,455","24,455","2,455","2,819","3,046","3,404","4,443","4,130","2,305","1,088",629,131,5
4311173000,충청북도 청주시 상당구 용암2동,"33,221","33,221","3,674","3,843","4,707","4,634","5,681","5,848","2,966","1,217",549,96,6,"16,368","16,368","1,821","2,023","2,513","2,238","2,737","2,820","1,498",534,157,24,3,"16,853","16,853","1,853","1,820","2,194","2,396","2,944","3,028","1,468",683,392,72,3
