행정기관코드,행정기관,총 인구수,연령구간인구수,0~9세,10~19세,20~29세,30~39세,40~49세,50~59세,60~69세,70~79세,80~89세,90~99세,100세 이상,남 인구수,남 연령구간인구수,남 0~9세,남 10~19세,남 20~29세,남 30~39세,남 40~49세,남 50~59세,남 60~69세,남 70~79세,남 80~89세,남 90~99세,남 100세 이상,여 인구수,여 연령구간인구수,여 0~9세,여 10~19세,여 20~29세,여 30~39세,여 40~49세,여 50~59세,여 60~69세,여 70~79세,여 80~89세,여 90~99세,여 100세 이상
4211052000,강원도 춘천시 교동,"3,600","3,600",110,195,834,422,387,527,522,378,199,24,2,"1,824","1,824",72,106,437,236,214,276,232,176,68,5,2,"1,776","1,776",38,89,397,186,173,251,290,202,131,19,0
4211053000,강원도 춘천시 조운동,"2,977","2,977",92,148,420,316,370,529,515,348,196,41,2,"1,443","1,443",44,76,216,162,210,272,244,153,55,10,1,"1,534","1,534",48,72,204,154,160,257,271,195,141,31,1
4211054500,강원도 춘천시 약사명동,"2,347","2,347",95,124,274,228,273,422,409,303,172,44,3,"1,143","1,143",49,68,158,125,142,211,203,120,58,7,2,"1,204","1,204",46,56,116,103,131,211,206,183,114,37,1
4211057000,강원도 춘천시 근화동,"8,969","8,969",983,686,"1,066","1,472","1,203","1,296","1,060",753,378,67,5,"4,535","4,535",516,381,569,758,629,719,508,291,138,25,1,"4,434","4,434",467,305,497,714,574,577,552,462,240,42,4
4211058000,강원도 춘천시 소양동,"9,997","9,997",818,769,"1,254","1,323","1,408","1,756","1,318",838,430,72,11,"4,842","4,842",398,415,657,658,716,866,605,350,154,19,4,"5,155","5,155",420,354,597,665,692,890,713,488,276,53,7
4211060000,강원도 춘천시 후평1동,"11,994","11,994",569,890,"1,903","1,391","1,579","2,062","1,846","1,115",542,92,5,"5,908","5,908",296,458,988,764,809,"1,034",856,483,201,18,1,"6,086","6,086",273,432,915,627,770,"1,028",990,632,341,74,4
4211061000,강원도 춘천시 후평2동,"15,195","15,195","1,345","1,517","2,189","2,180","2,251","2,469","1,649",981,515,93,6,"7,280","7,280",692,795,"1,136","1,078","1,055","1,158",762,407,168,28,1,"7,915","7,915",653,722,"1,053","1,102","1,196","1,311",887,574,347,65,5
4211061100,강원도 춘천시 후평3동,"21,405","21,405","1,782","2,083","2,702","2,924","3,174","3,497","2,783","1,537",801,121,1,"10,143","10,143",884,"1,033","1,356","1,482","1,516","1,644","1,299",642,257,29,1,"11,262","11,262",898,"1,050","1,346","1,442","1,658","1,853","1,484",895,544,92,0
4211062000,강원도 춘천시 효자1동,"4,644","4,644",350,412,550,513,710,787,638,440,208,36,0,"2,335","2,335",180,231,312,260,372,383,310,182,92,13,0,"2,309","2,309",170,181,238,253,338,404,328,258,116,23,0
4211063000,강원도 춘천시 효자2동,"11,974","11,974",440,735,"2,614","1,283","1,476","1,848","1,677","1,179",633,81,8,"6,325","6,325",216,392,"1,540",765,811,"1,039",810,491,242,13,6,"5,649","5,649",224,343,"1,074",518,665,809,867,688,391,68,2
4211064000,강원도 춘천시 효자3동,"4,636","4,636",161,247,"1,042",631,524,711,648,412,229,29,2,"2,320","2,320",85,118,505,355,303,352,310,180,102,9,1,"2,316","2,316",76,129,537,276,221,359,338,232,127,20,1
4211065000,강원도 춘천시 석사동,"35,881","35,881","2,744","4,503","5,138","3,943","6,135","6,264","3,764","2,093","1,118",174,5,"17,586","17,586","1,364","2,304","2,689","2,021","2,902","3,142","1,844",860,422,36,2,"18,295","18,295","1,380","2,199","2,449","1,922","3,233","3,122","1,920","1,233",696,138,3
4211066000,강원도 춘천시 퇴계동,"49,642","49,642","4,526","6,122","6,232","6,415","8,568","8,273","5,282","2,605","1,383",227,9,"23,926","23,926","2,330","3,181","3,257","3,063","3,975","3,971","2,508","1,087",503,50,1,"25,716","25,716","2,196","2,941","2,975","3,352","4,593","4,302","2,774","1,518",880,177,8
4211067500,강원도 춘천시 강남동,"16,849","16,849","1,283","1,380","2,214","2,182","2,410","2,955","2,465","1,265",578,112,5,"8,288","8,288",678,712,"1,184","1,128","1,177","1,394","1,160",614,212,28,1,"8,561","8,561",605,668,"1,030","1,054","1,233","1,561","1,305",651,366,84,4
4211070500,강원도 춘천시 신사우동,"20,426","20,426","2,039","2,176","2,476","2,612","3,276","3,121","2,385","1,453",742,125,21,"10,267","10,267","1,053","1,174","1,408","1,274","1,653","1,608","1,134",647,274,29,13,"10,159","10,159",986,"1,002","1,068","1,338","1,623","1,513","1,251",806,468,96,8
4213000000,강원도 원주시 ,"351,979","351,979","28,794","36,301","45,216","45,503","57,450","60,341","43,296","21,562","11,663","1,749",104,"174,701","174,701","14,652","18,865","24,036","23,058","28,384","30,340","21,427","9,482","4,035",399,23,"177,278","177,278","14,142","17,436","21,180","22,445","29,066","30,001","21,869","12,080","7,628","1,350",81
4213025000,강원도 원주시 문막읍,"18,051","18,051","1,253","1,727","2,113","1,979","2,982","3,289","2,431","1,412",750,110,5,"9,201","9,201",626,885,"1,207","1,048","1,555","1,736","1,239",624,253,28,0,"8,850","8,850",627,842,906,931,"1,427","1,553","1,192",788,497,82,5
4213031000,강원도 원주시 소초면,"8,731","8,731",403,551,"1,004",733,"1,038","1,756","1,737",896,532,77,4,"4,571","4,571",208,287,605,412,566,944,914,427,189,17,2,"4,160","4,160",195,264,399,321,472,812,823,469,343,60,2
4213032000,강원도 원주시 호저면,"3,785","3,785",120,162,338,253,341,764,869,493,401,44,0,"1,985","1,985",69,91,198,144,200,433,466,234,140,10,0,"1,800","1,800",51,71,140,109,141,331,403,259,261,34,0
4213033000,강원도 원주시 지정면,"25,156","25,156","4,225","2,078","2,714","6,273","4,163","2,755","1,793",691,397,64,3,"12,427","12,427","2,091","1,030","1,319","3,158","2,171","1,305",902,312,125,14,0,"12,729","12,729","2,134","1,048","1,395","3,115","1,992","1,450",891,379,272,50,3
4213035000,강원도 원주시 부론면,"2,277","2,277",45,95,130,96,183,402,613,406,265,40,2,"1,167","1,167",18,45,80,55,124,221,324,198,90,12,0,"1,110","1,110",27,50,50,41,59,181,289,208,175,28,2
4213036000,강원도 원주시 귀래면,"2,198","2,198",54,72,143,133,174,476,558,344,205,36,3,"1,117","1,117",28,33,72,92,96,255,297,157,80,6,1,"1,081","1,081",26,39,71,41,78,221,261,187,125,30,2
4213037000,강원도 원주시 흥업면,"8,784","8,784",432,635,"1,491",850,"1,182","1,568","1,447",703,422,52,2,"4,640","4,640",217,338,847,471,662,837,778,324,152,13,1,"4,144","4,144",215,297,644,379,520,731,669,379,270,39,1
4213038000,강원도 원주시 판부면,"7,292","7,292",425,692,970,845,"1,190","1,412",990,475,252,41,0,"3,831","3,831",218,374,533,490,602,780,519,231,79,5,0,"3,461","3,461",207,318,437,355,588,632,471,244,173,36,0
4213039000,강원도 원주시 신림면,"3,643","3,643",62,128,225,180,311,786,988,578,338,47,0,"1,874","1,874",33,72,129,111,189,406,515,271,132,16,0,"1,769","1,769",29,56,96,69,122,380,473,307,206,31,0
4213051500,강원도 원주시 중앙동,"2,833","2,833",59,111,195,217,300,620,640,370,261,55,5,"1,505","1,505",35,61,105,113,191,381,359,158,85,17,0,"1,328","1,328",24,50,90,104,109,239,281,212,176,38,5
4213052000,강원도 원주시 원인동,"5,287","5,287",237,378,771,541,659,"1,037",863,486,282,29,4,"2,548","2,548",120,203,402,270,340,505,401,198,96,11,2,"2,739","2,739",117,175,369,271,319,532,462,288,186,18,2
4213053000,강원도 원주시 개운동,"13,006","13,006",744,"1,351","1,690","1,268","1,797","2,488","1,912","1,109",565,77,5,"6,250","6,250",360,745,870,635,838,"1,217",881,495,194,15,0,"6,756","6,756",384,606,820,633,959,"1,271","1,031",614,371,62,5
4213054100,강원도 원주시 명륜1동,"8,849","8,849",412,808,"1,262",795,"1,194","1,803","1,369",765,380,57,4,"4,273","4,273",199,399,696,406,553,864,666,335,139,14,2,"4,576","4,576",213,409,566,389,641,939,703,430,241,43,2
4213054200,강원도 원주시 명륜2동,"15,913","15,913",811,"1,789","2,182","1,452","2,498","3,151","2,223","1,056",654,95,2,"7,694","7,694",380,902,"1,154",736,"1,200","1,567","1,082",451,202,19,1,"8,219","8,219",431,887,"1,028",716,"1,298","1,584","1,141",605,452,76,1
4213055000,강원도 원주시 단구동,"43,047","43,047","3,429","5,284","6,274","5,421","7,909","7,401","4,165","2,048",971,137,8,"21,184","21,184","1,767","2,759","3,400","2,727","3,733","3,648","1,990",807,315,35,3,"21,863","21,863","1,662","2,525","2,874","2,694","4,176","3,753","2,175","1,241",656,102,5
4213056000,강원도 원주시 일산동,"8,823","8,823",406,686,"1,690",920,"1,076","1,475","1,318",768,405,72,7,"4,332","4,332",217,388,826,508,539,707,613,347,161,24,2,"4,491","4,491",189,298,864,412,537,768,705,421,244,48,5
4213057500,강원도 원주시 학성동,"5,054","5,054",182,317,608,444,658,977,957,553,302,53,3,"2,516","2,516",99,165,341,243,365,495,452,223,123,10,0,"2,538","2,538",83,152,267,201,293,482,505,330,179,43,3
4213059000,강원도 원주시 단계동,"27,656","27,656","2,006","2,440","4,321","3,881","4,037","5,262","3,516","1,344",723,116,10,"13,442","13,442","1,053","1,265","2,237","2,037","1,848","2,431","1,687",604,256,23,1,"14,214","14,214",953,"1,175","2,084","1,844","2,189","2,831","1,829",740,467,93,9
4213060000,강원도 원주시 우산동,"13,775","13,775","1,111","1,286","1,956","1,706","2,160","2,345","1,779",921,441,66,4,"7,202","7,202",571,711,"1,094",898,"1,137","1,259",930,407,179,15,1,"6,573","6,573",540,575,862,808,"1,023","1,086",849,514,262,51,3
4213061000,강원도 원주시 태장1동,"9,790","9,790",834,"1,163","1,031","1,107","1,728","1,641","1,244",665,342,32,3,"4,923","4,923",450,608,550,539,887,860,622,274,125,8,0,"4,867","4,867",384,555,481,568,841,781,622,391,217,24,3
4213062000,강원도 원주시 태장2동,"25,217","25,217","1,899","2,784","3,014","2,917","4,288","4,618","3,152","1,583",850,109,3,"12,554","12,554",988,"1,450","1,610","1,506","2,161","2,333","1,528",672,283,22,1,"12,663","12,663",911,"1,334","1,404","1,411","2,127","2,285","1,624",911,567,87,2
4213063500,강원도 원주시 봉산동,"8,439","8,439",307,738,983,705,"1,116","1,655","1,472",880,499,75,9,"4,154","4,154",146,408,538,424,570,817,709,363,159,17,3,"4,285","4,285",161,330,445,281,546,838,763,517,340,58,6
4213065000,강원도 원주시 행구동,"7,521","7,521",496,873,913,670,"1,215","1,449","1,045",503,290,61,6,"3,706","3,706",262,439,499,334,567,717,533,238,102,14,1,"3,815","3,815",234,434,414,336,648,732,512,265,188,47,5
4213066000,강원도 원주시 무실동,"33,268","33,268","3,446","4,378","4,109","4,625","6,485","5,142","3,183","1,250",535,110,5,"16,342","16,342","1,764","2,342","2,202","2,193","3,081","2,470","1,539",565,171,14,1,"16,926","16,926","1,682","2,036","1,907","2,432","3,404","2,672","1,644",685,364,96,4
4213067500,강원도 원주시 반곡관설동,"43,584","43,584","5,396","5,775","5,089","7,492","8,766","6,069","3,032","1,263",601,94,7,"21,263","21,263","2,733","2,865","2,522","3,508","4,209","3,152","1,481",567,205,20,1,"22,321","22,321","2,663","2,910","2,567","3,984","4,557","2,917","1,551",696,396,74,6
4215000000,강원도 강릉시 ,"212,929","212,929","13,819","19,592","25,082","21,971","32,537","36,745","32,465","19,428","9,606","1,580",104,"105,604","105,604","7,131","10,290","13,705","11,492","16,618","18,358","15,569","8,676","3,414",324,27,"107,325","107,325","6,688","9,302","11,377","10,479","15,919","18,387","16,896","10,752","6,192","1,256",77
4215025000,강원도 강릉시 주문진읍,"16,290","16,290",611,"1,011","1,453","1,166","2,016","3,058","3,363","2,261","1,129",199,23,"7,992","7,992",324,539,828,644,"1,120","1,545","1,580",967,394,47,4,"8,298","8,298",287,472,625,522,896,"1,513","1,783","1,294",735,152,19
4215031000,강원도 강릉시 성산면,"3,402","3,402",127,190,304,200,400,699,676,443,308,50,5,"1,741","1,741",71,101,193,113,232,356,359,213,95,7,1,"1,661","1,661",56,89,111,87,168,343,317,230,213,43,4
4215032000,강원도 강릉시 왕산면,"1,605","1,605",31,44,100,74,121,340,449,285,140,21,0,861,861,23,21,58,54,77,186,235,145,58,4,0,744,744,8,23,42,20,44,154,214,140,82,17,0
4215033000,강원도 강릉시 구정면,"4,102","4,102",202,279,349,328,480,736,853,512,293,64,6,"2,100","2,100",112,153,218,169,275,391,431,241,96,12,2,"2,002","2,002",90,126,131,159,205,345,422,271,197,52,4
4215034000,강원도 강릉시 강동면,"4,365","4,365",105,208,423,299,453,803,935,667,392,73,7,"2,295","2,295",57,112,266,194,303,448,470,287,132,22,4,"2,070","2,070",48,96,157,105,150,355,465,380,260,51,3
4215035000,강원도 강릉시 옥계면,"3,604","3,604",123,168,263,241,334,721,829,567,315,40,3,"1,838","1,838",65,100,156,146,198,403,422,243,96,9,0,"1,766","1,766",58,68,107,95,136,318,407,324,219,31,3
4215036000,강원도 강릉시 사천면,"4,510","4,510",200,225,427,387,578,844,943,535,310,58,3,"2,330","2,330",105,124,256,209,324,443,486,255,118,9,1,"2,180","2,180",95,101,171,178,254,401,457,280,192,49,2
4215037000,강원도 강릉시 연곡면,"6,625","6,625",396,498,504,601,977,"1,168","1,284",753,385,55,4,"3,307","3,307",194,265,274,319,534,567,627,370,139,15,3,"3,318","3,318",202,233,230,282,443,601,657,383,246,40,1
4215051000,강원도 강릉시 홍제동,"15,436","15,436","1,436","1,537","1,801","2,130","2,653","2,388","1,859","1,059",495,74,4,"7,558","7,558",750,787,923,"1,084","1,278","1,175",893,471,180,16,1,"7,878","7,878",686,750,878,"1,046","1,375","1,213",966,588,315,58,3
4215052000,강원도 강릉시 중앙동,"5,116","5,116",188,307,610,461,642,817,991,676,334,85,5,"2,422","2,422",91,144,310,256,329,425,444,291,111,20,1,"2,694","2,694",97,163,300,205,313,392,547,385,223,65,4
4215054000,강원도 강릉시 옥천동,"3,388","3,388",103,175,308,292,426,610,685,546,216,27,0,"1,734","1,734",54,101,172,167,255,331,309,246,96,3,0,"1,654","1,654",49,74,136,125,171,279,376,300,120,24,0
4215055000,강원도 강릉시 교1동,"26,116","26,116","1,862","3,203","3,514","2,654","4,620","4,454","3,054","1,771",852,125,7,"12,793","12,793",974,"1,647","1,901","1,338","2,138","2,238","1,432",758,343,24,0,"13,323","13,323",888,"1,556","1,613","1,316","2,482","2,216","1,622","1,013",509,101,7
4215056000,강원도 강릉시 교2동,"7,904","7,904",393,653,917,764,"1,079","1,446","1,411",812,364,57,8,"3,936","3,936",196,342,494,428,539,739,665,381,139,11,2,"3,968","3,968",197,311,423,336,540,707,746,431,225,46,6
4215057100,강원도 강릉시 포남1동,"10,565","10,565",460,790,"1,311",933,"1,454","2,029","1,908","1,145",464,66,5,"5,224","5,224",241,415,703,520,766,993,857,518,194,17,0,"5,341","5,341",219,375,608,413,688,"1,036","1,051",627,270,49,5
4215057200,강원도 강릉시 포남2동,"13,297","13,297",617,"1,265","1,707","1,292","1,978","2,537","2,241","1,084",490,86,0,"6,545","6,545",318,683,906,706,999,"1,206","1,049",502,166,10,0,"6,752","6,752",299,582,801,586,979,"1,331","1,192",582,324,76,0
4215058000,강원도 강릉시 초당동,"4,863","4,863",306,422,585,541,741,964,698,357,213,35,1,"2,389","2,389",128,225,349,286,351,468,344,155,75,8,0,"2,474","2,474",178,197,236,255,390,496,354,202,138,27,1
4215059000,강원도 강릉시 송정동,"8,975","8,975",787,942,"1,021","1,142","1,486","1,480","1,226",554,284,52,1,"4,361","4,361",388,496,560,556,720,674,611,242,101,13,0,"4,614","4,614",399,446,461,586,766,806,615,312,183,39,1
4215060000,강원도 강릉시 내곡동,"16,840","16,840","1,513","1,643","2,635","2,266","2,676","2,520","2,030",992,489,74,2,"8,350","8,350",774,833,"1,411","1,125","1,373","1,205","1,000",446,170,13,0,"8,490","8,490",739,810,"1,224","1,141","1,303","1,315","1,030",546,319,61,2
4215061500,강원도 강릉시 강남동,"18,337","18,337","1,000","1,664","2,022","1,711","2,684","3,212","2,824","2,073",991,143,13,"9,162","9,162",481,903,"1,141",935,"1,437","1,626","1,333",913,358,31,4,"9,175","9,175",519,761,881,776,"1,247","1,586","1,491","1,160",633,112,9
4215064500,강원도 강릉시 성덕동,"28,905","28,905","2,617","3,588","3,428","3,452","5,329","4,585","3,162","1,731",874,132,7,"14,269","14,269","1,394","1,902","1,841","1,708","2,638","2,255","1,523",721,262,21,4,"14,636","14,636","1,223","1,686","1,587","1,744","2,691","2,330","1,639","1,010",612,111,3
4215066500,강원도 강릉시 경포동,"8,684","8,684",742,780,"1,400","1,037","1,410","1,334","1,044",605,268,64,0,"4,397","4,397",391,397,745,535,732,684,499,311,91,12,0,"4,287","4,287",351,383,655,502,678,650,545,294,177,52,0
4217000000,강원도 동해시 ,"90,366","90,366","6,794","8,909","9,335","9,454","14,732","15,637","13,301","8,016","3,665",494,29,"45,769","45,769","3,495","4,651","5,462","4,984","7,679","8,059","6,407","3,613","1,306",104,9,"44,597","44,597","3,299","4,258","3,873","4,470","7,053","7,578","6,894","4,403","2,359",390,20
4217051000,강원도 동해시 천곡동,"30,468","30,468","2,898","3,278","3,351","3,724","5,191","5,051","4,188","1,878",796,112,1,"15,142","15,142","1,491","1,651","1,930","1,909","2,546","2,414","2,035",871,271,24,0,"15,326","15,326","1,407","1,627","1,421","1,815","2,645","2,637","2,153","1,007",525,88,1
4217052000,강원도 동해시 송정동,"4,186","4,186",181,275,591,332,561,730,724,498,250,43,1,"2,280","2,280",85,157,410,199,316,410,355,234,104,9,1,"1,906","1,906",96,118,181,133,245,320,369,264,146,34,0
4217053000,강원도 동해시 북삼동,"19,620","19,620","1,589","2,667","2,173","2,065","3,799","3,515","2,078","1,180",484,70,0,"10,140","10,140",828,"1,442","1,279","1,072","1,884","1,887","1,008",546,180,14,0,"9,480","9,480",761,"1,225",894,993,"1,915","1,628","1,070",634,304,56,0
4217054000,강원도 동해시 부곡동,"5,325","5,325",211,376,494,425,738,949,"1,083",707,294,45,3,"2,603","2,603",114,187,276,231,407,453,514,313,99,7,2,"2,722","2,722",97,189,218,194,331,496,569,394,195,38,1
4217055000,강원도 동해시 동호동,"5,224","5,224",321,446,487,471,758,979,852,644,242,18,6,"2,651","2,651",157,237,281,261,432,520,383,284,90,5,1,"2,573","2,573",164,209,206,210,326,459,469,360,152,13,5
4217057000,강원도 동해시 발한동,"3,652","3,652",125,173,283,252,456,613,799,621,287,39,4,"1,837","1,837",62,92,172,153,279,321,354,292,98,13,1,"1,815","1,815",63,81,111,99,177,292,445,329,189,26,3
4217059000,강원도 동해시 묵호동,"3,199","3,199",98,170,196,205,423,510,681,595,283,33,5,"1,578","1,578",57,92,103,117,257,277,316,228,118,13,0,"1,621","1,621",41,78,93,88,166,233,365,367,165,20,5
4217060000,강원도 동해시 북평동,"11,961","11,961","1,065","1,125","1,237","1,432","1,976","2,063","1,602",908,492,59,2,"6,111","6,111",554,574,697,744,"1,067","1,086",797,423,163,6,0,"5,850","5,850",511,551,540,688,909,977,805,485,329,53,2
4217063000,강원도 동해시 망상동,"3,720","3,720",188,199,288,324,472,654,691,548,311,40,5,"1,867","1,867",86,111,171,171,275,349,340,242,111,8,3,"1,853","1,853",102,88,117,153,197,305,351,306,200,32,2
4217065000,강원도 동해시 삼화동,"3,011","3,011",118,200,235,224,358,573,603,437,226,35,2,"1,560","1,560",61,108,143,127,216,342,305,180,72,5,1,"1,451","1,451",57,92,92,97,142,231,298,257,154,30,1
4219000000,강원도 태백시 ,"43,254","43,254","2,733","3,939","3,677","4,014","6,558","7,540","7,535","4,894","2,047",255,62,"21,847","21,847","1,407","2,058","2,088","2,097","3,485","4,015","3,694","2,184",739,54,26,"21,407","21,407","1,326","1,881","1,589","1,917","3,073","3,525","3,841","2,710","1,308",201,36
4219051500,강원도 태백시 황지동,"6,539","6,539",513,587,616,643,957,"1,141","1,091",661,277,39,14,"3,244","3,244",268,317,359,329,483,565,515,291,101,9,7,"3,295","3,295",245,270,257,314,474,576,576,370,176,30,7
4219052500,강원도 태백시 황연동,"4,537","4,537",201,329,348,314,616,842,982,640,219,38,8,"2,326","2,326",101,180,205,176,341,458,497,275,83,7,3,"2,211","2,211",100,149,143,138,275,384,485,365,136,31,5
4219053500,강원도 태백시 삼수동,"6,074","6,074",411,519,394,590,933,"1,001","1,069",773,332,44,8,"3,054","3,054",214,259,233,288,528,565,490,347,117,10,3,"3,020","3,020",197,260,161,302,405,436,579,426,215,34,5
4219054000,강원도 태백시 상장동,"13,785","13,785","1,184","1,694","1,429","1,615","2,623","2,182","1,697",944,367,42,8,"6,977","6,977",600,888,793,811,"1,342","1,155",823,428,125,7,5,"6,808","6,808",584,806,636,804,"1,281","1,027",874,516,242,35,3
4219058500,강원도 태백시 문곡소도동,"3,976","3,976",168,277,285,294,542,778,893,513,199,22,5,"1,999","1,999",86,126,149,170,293,401,447,237,85,3,2,"1,977","1,977",82,151,136,124,249,377,446,276,114,19,3
4219059500,강원도 태백시 장성동,"3,538","3,538",133,234,305,273,399,764,699,464,235,25,7,"1,750","1,750",68,111,167,160,208,402,357,199,74,2,2,"1,788","1,788",65,123,138,113,191,362,342,265,161,23,5
4219060500,강원도 태백시 구문소동,"2,651","2,651",79,189,162,159,287,444,605,488,213,21,4,"1,381","1,381",47,118,99,85,176,251,306,217,75,5,2,"1,270","1,270",32,71,63,74,111,193,299,271,138,16,2
4219061500,강원도 태백시 철암동,"2,154","2,154",44,110,138,126,201,388,499,411,205,24,8,"1,116","1,116",23,59,83,78,114,218,259,190,79,11,2,"1,038","1,038",21,51,55,48,87,170,240,221,126,13,6
4221000000,강원도 속초시 ,"81,792","81,792","5,881","7,594","8,840","9,265","12,521","15,146","12,080","6,734","3,105",591,35,"40,436","40,436","2,979","3,927","4,975","4,923","6,223","7,456","5,850","2,926","1,041",122,14,"41,356","41,356","2,902","3,667","3,865","4,342","6,298","7,690","6,230","3,808","2,064",469,21
4221051000,강원도 속초시 영랑동,"4,665","4,665",188,288,433,443,565,935,994,530,242,44,3,"2,428","2,428",96,161,269,255,316,487,503,246,87,6,2,"2,237","2,237",92,127,164,188,249,448,491,284,155,38,1
4221052000,강원도 속초시 동명동,"3,876","3,876",269,269,334,412,513,774,654,431,187,30,3,"1,947","1,947",143,138,175,216,287,398,318,205,59,7,1,"1,929","1,929",126,131,159,196,226,376,336,226,128,23,2
4221054000,강원도 속초시 금호동,"6,338","6,338",239,469,650,472,818,"1,325","1,178",741,358,84,4,"3,086","3,086",128,237,378,276,415,632,566,313,127,12,2,"3,252","3,252",111,232,272,196,403,693,612,428,231,72,2
4221056000,강원도 속초시 교동,"9,862","9,862",595,935,"1,088",997,"1,459","1,843","1,625",860,374,82,4,"4,829","4,829",301,491,599,557,720,890,777,357,117,18,2,"5,033","5,033",294,444,489,440,739,953,848,503,257,64,2
4221057000,강원도 속초시 노학동,"21,663","21,663","1,438","2,367","2,436","2,271","3,583","4,068","3,004","1,591",752,146,7,"10,705","10,705",714,"1,201","1,372","1,199","1,735","2,016","1,502",694,241,31,0,"10,958","10,958",724,"1,166","1,064","1,072","1,848","2,052","1,502",897,511,115,7
4221058000,강원도 속초시 조양동,"27,647","27,647","2,821","2,874","3,236","3,911","4,681","4,644","3,053","1,618",695,108,6,"13,506","13,506","1,419","1,476","1,799","1,984","2,261","2,207","1,403",685,241,28,3,"14,141","14,141","1,402","1,398","1,437","1,927","2,420","2,437","1,650",933,454,80,3
4221059000,강원도 속초시 청호동,"4,539","4,539",251,259,394,513,544,886,837,498,291,61,5,"2,291","2,291",138,142,230,286,298,466,423,206,87,12,3,"2,248","2,248",113,117,164,227,246,420,414,292,204,49,2
4221060000,강원도 속초시 대포동,"3,202","3,202",80,133,269,246,358,671,735,465,206,36,3,"1,644","1,644",40,81,153,150,191,360,358,220,82,8,1,"1,558","1,558",40,52,116,96,167,311,377,245,124,28,2
4223000000,강원도 삼척시 ,"65,834","65,834","4,000","5,223","7,402","6,073","9,094","11,519","10,797","7,207","3,918",552,49,"33,390","33,390","2,038","2,749","4,186","3,261","5,049","6,125","5,391","3,157","1,315",107,12,"32,444","32,444","1,962","2,474","3,216","2,812","4,045","5,394","5,406","4,050","2,603",445,37
