행정기관코드,행정기관,총 인구수,연령구간인구수,0~9세,10~19세,20~29세,30~39세,40~49세,50~59세,60~69세,70~79세,80~89세,90~99세,100세 이상,남 인구수,남 연령구간인구수,남 0~9세,남 10~19세,남 20~29세,남 30~39세,남 40~49세,남 50~59세,남 60~69세,남 70~79세,남 80~89세,남 90~99세,남 100세 이상,여 인구수,여 연령구간인구수,여 0~9세,여 10~19세,여 20~29세,여 30~39세,여 40~49세,여 50~59세,여 60~69세,여 70~79세,여 80~89세,여 90~99세,여 100세 이상
5000000000,제주특별자치도  ,"670,793","670,793","61,539","71,021","81,705","83,671","112,748","111,667","76,280","44,829","23,203","3,859",271,"337,111","337,111","31,602","37,187","43,286","42,396","58,269","58,111","37,801","20,232","7,646",546,35,"333,682","333,682","29,937","33,834","38,419","41,275","54,479","53,556","38,479","24,597","15,557","3,313",236
5011000000,제주특별자치도 제주시 ,"489,734","489,734","46,661","53,608","62,631","63,545","83,159","80,096","52,516","29,512","15,175","2,661",170,"245,567","245,567","23,972","28,087","33,059","32,198","42,356","41,263","25,976","13,279","4,982",370,25,"244,167","244,167","22,689","25,521","29,572","31,347","40,803","38,833","26,540","16,233","10,193","2,291",145
5011025000,제주특별자치도 제주시 한림읍,"21,202","21,202","1,532","1,782","2,063","2,262","3,482","3,838","2,936","1,953","1,155",173,26,"10,923","10,923",796,"1,003","1,171","1,192","1,916","2,124","1,501",849,334,33,4,"10,279","10,279",736,779,892,"1,070","1,566","1,714","1,435","1,104",821,140,22
5011025300,제주특별자치도 제주시 애월읍,"36,516","36,516","3,418","3,427","3,600","4,469","6,552","6,312","4,254","2,596","1,562",312,14,"18,841","18,841","1,800","1,813","1,969","2,303","3,597","3,387","2,234","1,199",503,32,4,"17,675","17,675","1,618","1,614","1,631","2,166","2,955","2,925","2,020","1,397","1,059",280,10
5011025600,제주특별자치도 제주시 구좌읍,"15,452","15,452",932,"1,145","1,390","1,623","2,352","2,795","2,249","1,604","1,157",199,6,"7,955","7,955",505,595,788,857,"1,399","1,608","1,134",731,309,28,1,"7,497","7,497",427,550,602,766,953,"1,187","1,115",873,848,171,5
5011025900,제주특별자치도 제주시 조천읍,"24,976","24,976","2,125","2,206","2,743","3,018","4,058","4,340","3,140","2,005","1,129",203,9,"12,804","12,804","1,104","1,169","1,516","1,530","2,188","2,343","1,613",926,382,31,2,"12,172","12,172","1,021","1,037","1,227","1,488","1,870","1,997","1,527","1,079",747,172,7
5011031000,제주특별자치도 제주시 한경면,"9,011","9,011",540,583,720,810,"1,418","1,628","1,449",989,748,119,7,"4,536","4,536",278,301,378,411,848,950,716,439,205,10,0,"4,475","4,475",262,282,342,399,570,678,733,550,543,109,7
5011032000,제주특별자치도 제주시 추자면,"1,696","1,696",68,93,108,121,204,322,334,266,147,33,0,912,912,33,47,56,77,131,214,174,130,47,3,0,784,784,35,46,52,44,73,108,160,136,100,30,0
5011033000,제주특별자치도 제주시 우도면,"1,792","1,792",92,99,177,193,288,362,254,171,132,24,0,938,938,41,50,99,110,193,195,145,68,33,4,0,854,854,51,49,78,83,95,167,109,103,99,20,0
5011051000,제주특별자치도 제주시 일도1동,"2,665","2,665",106,147,259,234,366,541,542,304,126,31,9,"1,406","1,406",51,75,145,129,220,324,276,130,43,10,3,"1,259","1,259",55,72,114,105,146,217,266,174,83,21,6
5011052000,제주특별자치도 제주시 일도2동,"33,362","33,362","2,893","3,868","4,454","3,984","5,179","5,587","4,029","2,262",961,131,14,"16,405","16,405","1,474","2,020","2,361","2,015","2,562","2,693","1,910","1,004",342,21,3,"16,957","16,957","1,419","1,848","2,093","1,969","2,617","2,894","2,119","1,258",619,110,11
5011053000,제주특별자치도 제주시 이도1동,"7,676","7,676",530,749,"1,060",909,"1,081","1,350","1,033",581,322,56,5,"3,816","3,816",278,397,517,488,556,671,518,268,112,11,0,"3,860","3,860",252,352,543,421,525,679,515,313,210,45,5
5011054000,제주특별자치도 제주시 이도2동,"50,074","50,074","4,819","6,306","7,544","6,697","8,457","7,796","4,853","2,387","1,040",166,9,"24,629","24,629","2,517","3,255","3,840","3,321","4,118","3,821","2,274","1,109",357,17,0,"25,445","25,445","2,302","3,051","3,704","3,376","4,339","3,975","2,579","1,278",683,149,9
5011055000,제주특별자치도 제주시 삼도1동,"13,671","13,671","1,136","1,417","1,783","1,526","2,220","2,185","1,585","1,215",537,64,3,"6,703","6,703",576,679,937,775,"1,132","1,121",726,529,220,8,0,"6,968","6,968",560,738,846,751,"1,088","1,064",859,686,317,56,3
5011056000,제주특별자치도 제주시 삼도2동,"8,100","8,100",475,705,"1,021",920,"1,235","1,507","1,137",693,340,56,11,"4,203","4,203",255,377,575,514,674,826,574,280,115,11,2,"3,897","3,897",220,328,446,406,561,681,563,413,225,45,9
5011057000,제주특별자치도 제주시 용담1동,"7,203","7,203",450,648,910,692,"1,094","1,364","1,010",677,299,54,5,"3,706","3,706",228,344,500,374,597,725,497,319,112,9,1,"3,497","3,497",222,304,410,318,497,639,513,358,187,45,4
5011058000,제주특별자치도 제주시 용담2동,"14,992","14,992","1,136","1,462","1,946","1,670","2,226","2,576","1,993","1,275",600,98,10,"7,561","7,561",568,765,"1,068",893,"1,175","1,335",969,564,214,10,0,"7,431","7,431",568,697,878,777,"1,051","1,241","1,024",711,386,88,10
5011059000,제주특별자치도 제주시 건입동,"9,164","9,164",681,791,"1,118","1,023","1,324","1,560","1,416",820,356,70,5,"4,678","4,678",326,430,611,540,718,828,704,387,121,12,1,"4,486","4,486",355,361,507,483,606,732,712,433,235,58,4
5011060000,제주특별자치도 제주시 화북동,"24,709","24,709","2,611","3,103","3,174","3,071","4,192","4,097","2,489","1,241",608,116,7,"12,314","12,314","1,339","1,662","1,676","1,549","2,123","2,016","1,217",532,187,12,1,"12,395","12,395","1,272","1,441","1,498","1,522","2,069","2,081","1,272",709,421,104,6
5011061000,제주특별자치도 제주시 삼양동,"25,743","25,743","3,818","3,073","2,887","4,120","4,773","3,323","2,062","1,057",517,111,2,"12,945","12,945","1,994","1,606","1,509","2,049","2,427","1,684",987,477,193,19,0,"12,798","12,798","1,824","1,467","1,378","2,071","2,346","1,639","1,075",580,324,92,2
5011062000,제주특별자치도 제주시 봉개동,"5,248","5,248",570,439,688,806,770,776,554,370,234,40,1,"2,742","2,742",312,250,359,427,415,430,291,168,85,5,0,"2,506","2,506",258,189,329,379,355,346,263,202,149,35,1
5011063000,제주특별자치도 제주시 아라동,"35,281","35,281","4,430","4,271","4,832","5,565","6,396","4,903","2,821","1,304",626,122,11,"17,556","17,556","2,222","2,081","2,410","2,804","3,195","2,587","1,447",585,205,18,2,"17,725","17,725","2,208","2,190","2,422","2,761","3,201","2,316","1,374",719,421,104,9
5011064000,제주특별자치도 제주시 오라동,"15,703","15,703","2,300","1,720","1,884","2,670","2,777","2,143","1,230",616,292,65,6,"7,919","7,919","1,137",963,"1,026","1,296","1,409","1,057",635,283,103,9,1,"7,784","7,784","1,163",757,858,"1,374","1,368","1,086",595,333,189,56,5
5011065000,제주특별자치도 제주시 연동,"41,528","41,528","3,173","4,290","6,898","5,976","7,195","7,028","4,272","1,858",707,126,5,"20,316","20,316","1,612","2,254","3,495","3,055","3,386","3,344","2,038",864,244,24,0,"21,212","21,212","1,561","2,036","3,403","2,921","3,809","3,684","2,234",994,463,102,5
5011066000,제주특별자치도 제주시 노형동,"54,309","54,309","5,253","7,623","7,933","6,872","9,900","9,305","4,417","1,976",873,155,2,"26,710","26,710","2,745","4,027","4,183","3,326","4,500","4,622","2,130",870,288,19,0,"27,599","27,599","2,508","3,596","3,750","3,546","5,400","4,683","2,287","1,106",585,136,2
5011067000,제주특별자치도 제주시 외도동,"21,866","21,866","2,854","2,906","2,473","3,273","4,339","3,071","1,567",856,434,92,1,"10,990","10,990","1,428","1,533","1,344","1,602","2,155","1,627",780,382,130,9,0,"10,876","10,876","1,426","1,373","1,129","1,671","2,184","1,444",787,474,304,83,1
5011068000,제주특별자치도 제주시 이호동,"4,583","4,583",413,443,604,608,731,803,524,280,156,21,0,"2,374","2,374",201,244,327,325,409,415,276,118,58,1,0,"2,209","2,209",212,199,277,283,322,388,248,162,98,20,0
5011069000,제주특별자치도 제주시 도두동,"3,212","3,212",306,312,362,433,550,584,366,156,117,24,2,"1,685","1,685",152,147,199,236,313,316,210,68,40,4,0,"1,527","1,527",154,165,163,197,237,268,156,88,77,20,2
5013000000,제주특별자치도 서귀포시 ,"181,059","181,059","14,878","17,413","19,074","20,126","29,589","31,571","23,764","15,317","8,028","1,198",101,"91,544","91,544","7,630","9,100","10,227","10,198","15,913","16,848","11,825","6,953","2,664",176,10,"89,515","89,515","7,248","8,313","8,847","9,928","13,676","14,723","11,939","8,364","5,364","1,022",91
5013025000,제주특별자치도 서귀포시 대정읍,"21,316","21,316","1,770","2,434","1,799","2,048","3,926","3,554","2,615","1,849","1,132",170,19,"10,397","10,397",934,"1,250",963,947,"1,942","1,867","1,287",809,373,22,3,"10,919","10,919",836,"1,184",836,"1,101","1,984","1,687","1,328","1,040",759,148,16
