행정기관코드,행정기관,총 인구수,연령구간인구수,0~9세,10~19세,20~29세,30~39세,40~49세,50~59세,60~69세,70~79세,80~89세,90~99세,100세 이상,남 인구수,남 연령구간인구수,남 0~9세,남 10~19세,남 20~29세,남 30~39세,남 40~49세,남 50~59세,남 60~69세,남 70~79세,남 80~89세,남 90~99세,남 100세 이상,여 인구수,여 연령구간인구수,여 0~9세,여 10~19세,여 20~29세,여 30~39세,여 40~49세,여 50~59세,여 60~69세,여 70~79세,여 80~89세,여 90~99세,여 100세 이상
4700000000,경상북도  ,"2,648,760","2,648,760","195,734","229,926","287,508","299,401","387,360","463,020","394,228","239,890","132,711","18,026",956,"1,333,815","1,333,815","100,944","121,160","162,195","159,494","202,378","239,096","195,058","106,122","43,462","3,701",205,"1,314,945","1,314,945","94,790","108,766","125,313","139,907","184,982","223,924","199,170","133,768","89,249","14,325",751
4711000000,경상북도 포항시 ,"504,829","504,829","41,051","47,402","57,136","61,152","77,843","91,331","75,646","36,114","14,968","2,084",102,"255,144","255,144","21,277","24,942","32,622","32,176","39,108","45,808","37,162","16,815","4,830",377,27,"249,685","249,685","19,774","22,460","24,514","28,976","38,735","45,523","38,484","19,299","10,138","1,707",75
4711100000,경상북도 포항시 남구 ,"232,216","232,216","18,179","21,544","26,659","27,935","35,978","42,140","35,492","16,828","6,540",870,51,"119,635","119,635","9,420","11,368","15,601","15,029","18,564","21,852","17,574","7,984","2,088",140,15,"112,581","112,581","8,759","10,176","11,058","12,906","17,414","20,288","17,918","8,844","4,452",730,36
4711125000,경상북도 포항시 남구 구룡포읍,"7,746","7,746",162,262,517,485,788,"1,516","1,898","1,339",682,92,5,"3,902","3,902",79,148,309,277,491,877,921,563,219,15,3,"3,844","3,844",83,114,208,208,297,639,977,776,463,77,2
4711125300,경상북도 포항시 남구 연일읍,"31,052","31,052","2,537","3,773","3,697","3,307","5,287","6,098","4,019","1,609",648,71,6,"15,845","15,845","1,338","1,963","2,133","1,661","2,530","3,158","2,053",793,208,7,1,"15,207","15,207","1,199","1,810","1,564","1,646","2,757","2,940","1,966",816,440,64,5
4711125600,경상북도 포항시 남구 오천읍,"54,687","54,687","5,945","5,817","6,264","8,481","10,056","8,441","6,011","2,466","1,069",123,14,"28,945","28,945","3,047","3,097","3,692","4,581","5,495","4,490","3,064","1,115",339,22,3,"25,742","25,742","2,898","2,720","2,572","3,900","4,561","3,951","2,947","1,351",730,101,11
4711131000,경상북도 포항시 남구 대송면,"3,596","3,596",85,159,298,279,347,737,895,527,232,36,1,"1,872","1,872",42,83,172,172,212,398,468,258,62,5,0,"1,724","1,724",43,76,126,107,135,339,427,269,170,31,1
4711132000,경상북도 포항시 남구 동해면,"9,942","9,942",580,803,"1,019",954,"1,312","1,836","1,763","1,114",487,71,3,"5,012","5,012",298,414,564,525,694,953,898,497,155,13,1,"4,930","4,930",282,389,455,429,618,883,865,617,332,58,2
4711133000,경상북도 포항시 남구 장기면,"4,156","4,156",77,134,211,187,319,725,963,847,601,88,4,"2,047","2,047",43,65,129,110,215,399,482,389,195,20,0,"2,109","2,109",34,69,82,77,104,326,481,458,406,68,4
4711135000,경상북도 포항시 남구 호미곶면,"1,922","1,922",34,78,105,88,178,353,453,383,221,28,1,926,926,18,47,62,52,121,194,219,151,59,3,0,996,996,16,31,43,36,57,159,234,232,162,25,1
4711152500,경상북도 포항시 남구 상대동,"25,285","25,285","1,275","1,582","3,291","3,063","3,452","4,695","4,996","2,283",564,83,1,"13,028","13,028",667,827,"1,877","1,765","1,881","2,282","2,334","1,177",202,16,0,"12,257","12,257",608,755,"1,414","1,298","1,571","2,413","2,662","1,106",362,67,1
4711154500,경상북도 포항시 남구 해도동,"17,632","17,632",657,845,"1,781","1,745","2,258","3,500","4,084","2,102",590,65,5,"9,053","9,053",341,461,"1,045","1,028","1,271","1,776","1,861","1,037",223,9,1,"8,579","8,579",316,384,736,717,987,"1,724","2,223","1,065",367,56,4
4711155000,경상북도 포항시 남구 송도동,"12,757","12,757",449,744,"1,100","1,094","1,489","2,478","3,106","1,685",531,76,5,"6,420","6,420",248,393,621,645,814,"1,256","1,470",775,183,13,2,"6,337","6,337",201,351,479,449,675,"1,222","1,636",910,348,63,3
4711156000,경상북도 포항시 남구 청림동,"4,841","4,841",241,276,610,551,540,874,956,578,190,23,2,"2,601","2,601",120,147,389,327,325,472,468,274,74,3,2,"2,240","2,240",121,129,221,224,215,402,488,304,116,20,0
4711157000,경상북도 포항시 남구 제철동,"2,944","2,944",177,204,683,364,355,508,382,189,76,6,0,"1,756","1,756",98,106,541,232,192,267,201,91,27,1,0,"1,188","1,188",79,98,142,132,163,241,181,98,49,5,0
4711158000,경상북도 포항시 남구 효곡동,"30,613","30,613","3,671","3,798","3,620","3,958","5,187","5,605","3,582",854,280,56,2,"15,548","15,548","1,879","2,007","2,129","1,886","2,341","2,848","1,913",468,68,8,1,"15,065","15,065","1,792","1,791","1,491","2,072","2,846","2,757","1,669",386,212,48,1
