행정기관코드,행정기관,총 인구수,연령구간인구수,0~9세,10~19세,20~29세,30~39세,40~49세,50~59세,60~69세,70~79세,80~89세,90~99세,100세 이상,남 인구수,남 연령구간인구수,남 0~9세,남 10~19세,남 20~29세,남 30~39세,남 40~49세,남 50~59세,남 60~69세,남 70~79세,남 80~89세,남 90~99세,남 100세 이상,여 인구수,여 연령구간인구수,여 0~9세,여 10~19세,여 20~29세,여 30~39세,여 40~49세,여 50~59세,여 60~69세,여 70~79세,여 80~89세,여 90~99세,여 100세 이상
2800000000,인천광역시  ,"2,950,063","2,950,063","236,555","278,178","405,158","414,252","487,282","515,113","351,033","174,370","75,383","11,815",924,"1,478,307","1,478,307","121,360","143,138","211,467","214,096","248,912","257,668","173,935","79,206","25,702","2,580",243,"1,471,756","1,471,756","115,195","135,040","193,691","200,156","238,370","257,445","177,098","95,164","49,681","9,235",681
2811000000,인천광역시 중구 ,"138,535","138,535","12,184","12,543","19,306","21,283","24,393","20,029","15,393","9,156","3,571",598,79,"71,667","71,667","6,265","6,511","9,747","11,489","13,372","10,956","7,631","4,238","1,282",150,26,"66,868","66,868","5,919","6,032","9,559","9,794","11,021","9,073","7,762","4,918","2,289",448,53
2811052000,인천광역시 중구 연안동,"6,460","6,460",262,384,656,645,900,"1,356","1,259",649,287,58,4,"3,493","3,493",141,183,389,379,538,783,649,309,105,16,1,"2,967","2,967",121,201,267,266,362,573,610,340,182,42,3
2811053000,인천광역시 중구 신포동,"5,216","5,216",236,362,553,500,836,913,816,620,313,60,7,"2,628","2,628",135,187,299,270,453,490,385,276,114,16,3,"2,588","2,588",101,175,254,230,383,423,431,344,199,44,4
2811054000,인천광역시 중구 신흥동,"13,442","13,442",913,"1,148","1,641","1,682","2,092","2,293","1,940","1,183",464,81,5,"6,801","6,801",457,591,866,888,"1,100","1,216",974,520,170,17,2,"6,641","6,641",456,557,775,794,992,"1,077",966,663,294,64,3
2811056000,인천광역시 중구 도원동,"4,129","4,129",148,309,431,426,596,749,719,522,191,35,3,"2,104","2,104",64,177,238,241,332,396,338,235,70,13,0,"2,025","2,025",84,132,193,185,264,353,381,287,121,22,3
2811057000,인천광역시 중구 율목동,"3,464","3,464",129,217,384,326,501,651,620,437,161,33,5,"1,783","1,783",74,105,212,188,275,364,307,200,53,5,0,"1,681","1,681",55,112,172,138,226,287,313,237,108,28,5
2811058500,인천광역시 중구 동인천동,"6,016","6,016",202,304,647,696,795,"1,139","1,095",723,335,68,12,"3,182","3,182",90,160,357,413,480,663,554,335,110,17,3,"2,834","2,834",112,144,290,283,315,476,541,388,225,51,9
2811060000,인천광역시 중구 북성동,"2,957","2,957",95,162,305,263,407,542,559,418,170,27,9,"1,526","1,526",63,79,175,154,223,309,270,178,61,12,2,"1,431","1,431",32,83,130,109,184,233,289,240,109,15,7
2811061000,인천광역시 중구 송월동,"4,621","4,621",213,346,529,470,628,861,783,540,205,34,12,"2,286","2,286",109,170,285,265,348,442,357,232,62,9,7,"2,335","2,335",104,176,244,205,280,419,426,308,143,25,5
2811062000,인천광역시 중구 영종동,"15,531","15,531",968,"1,235","2,158","2,236","2,561","2,722","2,182",973,407,76,13,"8,623","8,623",500,655,"1,243","1,333","1,517","1,536","1,184",489,145,16,5,"6,908","6,908",468,580,915,903,"1,044","1,186",998,484,262,60,8
