시군구,번지,도로조건,계약면적(㎡),전월세구분,계약년월,계약일,보증금(만원),월세(만원),건축년도,도로명
경기도 용인기흥구 동백동,6**,-,34,전세,202006,15,"        10,000",             0,2009,
경기도 용인기흥구 동백동,6**,-,47.61,월세,202006,9,           100,            20,2006,
경기도 용인기흥구 동백동,6**,-,47.61,전세,202006,9,"        12,000",             0,2006,
경기도 용인기흥구 동백동,6**,12m미만,52.8,전세,202006,8,"        15,000",             0,2007,평촌1로8번길
경기도 용인기흥구 동백동,6**,12m미만,52.8,전세,202006,16,"        10,500",             0,2007,평촌1로8번길
경기도 용인기흥구 동백동,7*,8m미만,53.46,전세,202006,17,"        10,000",             0,1999,향린2로
경기도 용인기흥구 동백동,6**,-,54.88,전세,202006,6,"        10,000",             0,2007,
경기도 용인기흥구 동백동,6**,12m미만,55,전세,202006,22,"        11,500",             0,2007,평촌2로1번길
경기도 용인기흥구 동백동,6**,12m미만,56,전세,202006,23,"        11,000",             0,2007,평촌2로2번길
경기도 용인기흥구 동백동,6**,12m미만,58.2,전세,202006,12,"        13,000",             0,2007,평촌2로1번길
경기도 용인기흥구 동백동,6**,12m미만,59.67,월세,202006,30,           510,            14,2007,평촌1로1번길
경기도 용인기흥구 동백동,6**,12m미만,59.67,월세,202006,30,"         9,000",            20,2007,평촌1로1번길
경기도 용인기흥구 동백동,6**,12m미만,59.67,월세,202006,30,"         9,000",            20,2007,평촌1로1번길
경기도 용인기흥구 동백동,6**,12m미만,60,월세,202006,12,"         3,000",            45,2008,평촌1로1번길
경기도 용인기흥구 동백동,6**,12m미만,60,전세,202006,12,"        10,000",             0,2006,평촌2로1번길
경기도 용인기흥구 동백동,6**,12m미만,60,전세,202006,25,"        11,000",             0,2008,평촌1로8번길
경기도 용인기흥구 동백동,6**,25m미만,60,전세,202006,29,"        12,000",             0,2006,평촌2로2번길
경기도 용인기흥구 동백동,6**,12m미만,60,전세,202006,29,"        12,000",             0,2007,평촌1로
경기도 용인기흥구 동백동,6**,12m미만,60,전세,202006,30,"        10,000",             0,2006,평촌2로1번길
경기도 용인기흥구 동백동,6**,-,60,전세,202006,30,"        13,500",             0,2008,
경기도 용인기흥구 동백동,6**,12m미만,60.24,전세,202006,4,"        15,000",             0,2007,평촌1로8번길
경기도 용인기흥구 동백동,6**,-,64,전세,202006,9,"        12,500",             0,2007,
경기도 용인기흥구 동백동,6**,12m미만,65.41,전세,202006,9,"        10,000",             0,2007,평촌2로
경기도 용인기흥구 동백동,6**,12m미만,67,전세,202006,29,"        12,500",             0,2007,평촌2로1번길
경기도 용인기흥구 동백동,6**,25m미만,67.58,월세,202006,4,"         3,000",            60,2007,평촌2로1번길
경기도 용인기흥구 동백동,6**,12m미만,67.95,월세,202006,6,"         4,000",            40,2007,평촌2로1번길
경기도 용인기흥구 동백동,6**,12m미만,68,월세,202006,2,"         1,000",            68,2011,평촌1로8번길
경기도 용인기흥구 동백동,6**,12m미만,68.32,월세,202006,24,"         3,000",            45,2007,평촌2로1번길
경기도 용인기흥구 동백동,6**,12m미만,68.63,전세,202006,22,"        12,000",             0,2006,평촌2로1번길
경기도 용인기흥구 동백동,6**,-,69.83,월세,202006,17,           460,            13,2007,
경기도 용인기흥구 동백동,6**,-,69.83,월세,202006,17,"         8,000",            20,2007,
경기도 용인기흥구 동백동,7*,8m미만,84.88,전세,202006,22,"        45,000",             0,,향린1로88번길
경기도 용인기흥구 동백동,7*,-,84.88,전세,202006,22,"        45,000",             0,2020,
경기도 용인기흥구 동백동,6**,12m미만,100,월세,202006,11,"        12,500",            40,2011,평촌3로
경기도 용인기흥구 동백동,6**,12m미만,105.6,월세,202006,22,"        14,000",            13,2007,평촌1로8번길
경기도 용인기흥구 동백동,6**,12m미만,115.44,전세,202006,17,"        20,000",             0,2006,평촌1로8번길
경기도 용인기흥구 동백동,7*,8m미만,185.22,전세,202006,17,"        50,000",             0,1999,향린2로
경기도 용인기흥구 동백동,7*,8m미만,209.48,전세,202006,10,"        50,000",             0,2019,향린2로
경기도 용인기흥구 마북동,3**,8m미만,20,전세,202006,2,"         7,000",             0,,용구대로2360번길
경기도 용인기흥구 마북동,3**,8m미만,40,월세,202006,12,"         1,000",            53,2015,용구대로2360번길
경기도 용인기흥구 마북동,5**,12m미만,60.49,월세,202006,12,"        12,500",            12,2016,용구대로2394번길
경기도 용인기흥구 마북동,5**,12m미만,60.49,전세,202006,12,"        15,000",             0,2016,용구대로2394번길
경기도 용인기흥구 마북동,3**,8m미만,64.22,전세,202006,17,"        20,000",             0,2015,용구대로2360번길
경기도 용인기흥구 마북동,2**,12m미만,134.92,월세,202006,4,           500,            37,2014,마북로105번길
경기도 용인기흥구 보라동,3**,8m미만,24,월세,202006,18,           500,            45,2017,용구대로1890번길
경기도 용인기흥구 보라동,3**,-,26.94,전세,202006,12,"        12,000",             0,2016,
경기도 용인기흥구 보라동,5**,12m미만,30,전세,202006,5,"         6,300",             0,2008,한보라2로14번길
경기도 용인기흥구 보라동,5**,12m미만,30,전세,202006,11,"         8,000",             0,2017,한보라2로28번길
경기도 용인기흥구 보라동,5**,12m미만,30,전세,202006,16,"         6,000",             0,2009,한보라2로48번길
경기도 용인기흥구 보라동,3**,-,49.9,전세,202006,20,"        12,000",             0,2011,
경기도 용인기흥구 보라동,5**,12m미만,60,전세,202006,20,"        12,000",             0,2007,한보라2로14번길
경기도 용인기흥구 보라동,5**,12m미만,85,월세,202006,22,"        10,000",            45,2009,한보라2로48번길
경기도 용인기흥구 보정동,3**,8m미만,26.5,월세,202006,26,           100,            28,1978,이현로30번길
경기도 용인기흥구 보정동,1***,25m미만,27,월세,202006,23,"         1,000",            40,2010,신촌로73번길
경기도 용인기흥구 보정동,1***,12m미만,30,월세,202006,9,           500,            50,2007,죽전로15번길
경기도 용인기흥구 보정동,1***,12m미만,45,월세,202006,6,"         1,000",            60,2005,죽전로15번길
경기도 용인기흥구 보정동,1***,12m미만,48,월세,202006,2,"         5,000",            55,2006,죽전로15번길
경기도 용인기흥구 보정동,1***,25m미만,55,월세,202006,15,"        12,000",            25,2008,신촌로
경기도 용인기흥구 보정동,1***,12m미만,55,전세,202006,15,"        15,000",             0,2005,신촌로51번길
경기도 용인기흥구 보정동,1***,12m미만,55.7,전세,202006,17,"        17,000",             0,2007,죽전로15번길
경기도 용인기흥구 보정동,1***,12m미만,60,월세,202006,9,"         3,000",            70,2009,신촌로73번길
경기도 용인기흥구 보정동,1***,25m미만,60,월세,202006,9,"         5,000",            75,2008,죽현로
경기도 용인기흥구 보정동,1***,-,60,전세,202006,6,"        17,000",             0,2007,
경기도 용인기흥구 보정동,1***,-,64.51,월세,202006,20,"         9,000",            30,2009,
경기도 용인기흥구 보정동,1***,12m미만,65,전세,202006,9,"        18,000",             0,2006,죽전로15번길
경기도 용인기흥구 보정동,1***,12m미만,112.1,전세,202006,4,"        30,000",             0,2006,죽전로15번길
경기도 용인기흥구 상갈동,4**,12m미만,18,월세,202006,15,"         1,000",            40,2003,금화로12번길
경기도 용인기흥구 상갈동,4**,12m미만,18,월세,202006,23,           100,            29,2003,금화로12번길
경기도 용인기흥구 상갈동,4**,12m미만,18,전세,202006,9,"         3,000",             0,2002,금화로105번길
경기도 용인기흥구 상갈동,4**,12m미만,19.8,월세,202006,10,"         2,000",            20,2003,금화로105번길
경기도 용인기흥구 상갈동,4**,12m미만,20,월세,202006,6,           200,            26,2002,금화로105번길
경기도 용인기흥구 상갈동,4**,12m미만,20,월세,202006,12,           100,            27,2002,금화로105번길
경기도 용인기흥구 상갈동,1**,12m미만,24.66,월세,202006,26,           200,            30,2003,상갈로31번길
경기도 용인기흥구 상갈동,4**,12m미만,25,전세,202006,25,"         4,000",             0,2002,금화로105번길
경기도 용인기흥구 상갈동,4**,12m미만,26.4,월세,202006,6,           500,            35,2002,금화로105번길
경기도 용인기흥구 상갈동,4**,12m미만,29.6,월세,202006,6,           500,            40,2002,금화로105번길
경기도 용인기흥구 상갈동,4**,12m미만,30,월세,202006,12,           300,            25,2003,금화로105번길
경기도 용인기흥구 상갈동,4**,25m미만,32,전세,202006,24,"         3,800",             0,2001,금화로
경기도 용인기흥구 상갈동,4**,12m미만,33,월세,202006,12,"         3,500",            15,2002,금화로12번길
경기도 용인기흥구 상갈동,1**,8m미만,35,전세,202006,23,"         4,000",             0,1997,상갈로45번길
경기도 용인기흥구 상갈동,4**,25m미만,36,월세,202006,25,"         3,000",            35,2001,금화로
경기도 용인기흥구 상갈동,1**,12m미만,45,전세,202006,30,"         4,000",             0,1994,갈천로
경기도 용인기흥구 상갈동,1**,-,47.45,전세,202006,23,"        11,500",             0,2015,
경기도 용인기흥구 상하동,4**,8m미만,29.7,전세,202006,16,"         8,500",             0,2014,어정로
경기도 용인기흥구 상하동,6**,12m미만,46,전세,202006,26,"         9,000",             0,2010,강남동로114번길
경기도 용인기흥구 서천동,2**,8m미만,22,전세,202006,12,"         8,000",             0,1999,서그내로
경기도 용인기흥구 서천동,7**,-,22,전세,202006,20,"         6,000",             0,2013,
경기도 용인기흥구 서천동,3**,12m미만,23,월세,202006,17,           500,            40,2017,서그내로16번길
경기도 용인기흥구 서천동,3**,-,25.73,전세,202006,3,"         5,000",             0,,
경기도 용인기흥구 서천동,3**,-,25.92,월세,202006,8,           200,            18,1998,
경기도 용인기흥구 서천동,3**,-,25.92,전세,202006,8,"         7,500",             0,1998,
경기도 용인기흥구 서천동,7**,12m미만,28,월세,202006,13,"         5,000",            15,2013,서천동로43번길
경기도 용인기흥구 서천동,2**,-,29.58,월세,202006,29,"         4,000",            25,2016,
경기도 용인기흥구 서천동,2**,-,29.58,월세,202006,29,"         4,000",            25,2016,
경기도 용인기흥구 서천동,2**,-,30,전세,202006,1,"        12,000",             0,,
경기도 용인기흥구 서천동,2**,-,30,전세,202006,1,"        12,000",             0,,
경기도 용인기흥구 서천동,7**,12m미만,30,전세,202006,23,"         7,500",             0,2013,서천서로20번길
경기도 용인기흥구 서천동,7**,12m미만,32.5,전세,202006,9,"         7,000",             0,2013,서천동로43번길
경기도 용인기흥구 서천동,2**,8m미만,33,전세,202006,23,"         9,000",             0,2016,서그내로49번길
경기도 용인기흥구 서천동,7**,12m미만,35,전세,202006,9,"         9,000",             0,2013,서천동로43번길
경기도 용인기흥구 서천동,7**,12m미만,35,전세,202006,19,"         9,000",             0,2014,서천동로43번길
경기도 용인기흥구 서천동,7**,12m미만,40,전세,202006,29,"        11,000",             0,2013,서천서로20번길
경기도 용인기흥구 서천동,2**,25m미만,41.9,월세,202006,9,"         1,000",            60,1996,서그내로
경기도 용인기흥구 서천동,7**,12m미만,42.9,전세,202006,27,"        12,000",             0,2014,서천동로43번길
경기도 용인기흥구 서천동,7**,-,46.2,전세,202006,20,"        12,000",             0,2014,
경기도 용인기흥구 서천동,7**,-,48,월세,202006,3,"        10,000",            15,2014,
경기도 용인기흥구 서천동,7**,12m미만,48,월세,202006,20,"         1,000",            60,2013,서천서로12번길
경기도 용인기흥구 서천동,7**,-,48,전세,202006,6,"        14,000",             0,2013,
경기도 용인기흥구 서천동,7**,12m미만,48,전세,202006,20,"        12,000",             0,2014,서천서로20번길
경기도 용인기흥구 서천동,7**,-,48,전세,202006,26,"        14,000",             0,2015,
경기도 용인기흥구 서천동,2**,8m미만,49.58,전세,202006,19,"        14,000",             0,2016,서그내로53번길
경기도 용인기흥구 서천동,7**,12m미만,70,월세,202006,9,"        12,000",            39,2015,서천동로43번길
경기도 용인기흥구 서천동,7**,12m미만,73.43,전세,202006,16,"        24,000",             0,2016,서천동로21번길
경기도 용인기흥구 서천동,7**,12m미만,83,전세,202006,20,"        20,000",             0,,서천서로20번길
경기도 용인기흥구 서천동,7**,12m미만,98.36,전세,202006,12,"        31,000",             0,2016,서천동로21번길
경기도 용인기흥구 서천동,7**,12m미만,108.97,전세,202006,9,"        23,000",             0,2015,서천동로21번길
경기도 용인기흥구 신갈동,4*,8m미만,25,월세,202006,8,           300,            30,2003,신갈로84번길
경기도 용인기흥구 신갈동,4*,8m미만,30,전세,202006,1,"         4,000",             0,1995,신갈로96번길
경기도 용인기흥구 신갈동,3*,12m미만,33,월세,202006,17,           500,            50,1995,신구로53번길
경기도 용인기흥구 신갈동,1*,8m미만,38,월세,202006,8,"         7,000",            20,2013,신갈로124번길
경기도 용인기흥구 신갈동,3*,12m미만,40,전세,202006,3,"         7,000",             0,1997,신구로43번길
경기도 용인기흥구 신갈동,3*,-,40,전세,202006,5,"         7,000",             0,1997,
경기도 용인기흥구 신갈동,3*,12m미만,40,전세,202006,18,"         4,000",             0,1997,신구로43번길
경기도 용인기흥구 신갈동,3*,12m미만,40.77,전세,202006,6,"         7,000",             0,1997,신구로43번길
경기도 용인기흥구 신갈동,3*,-,40.77,전세,202006,6,"         7,000",             0,1997,
경기도 용인기흥구 신갈동,3*,12m미만,40.77,전세,202006,17,"         4,000",             0,1997,신구로43번길
경기도 용인기흥구 신갈동,3*,-,43.05,전세,202006,30,"         7,000",             0,1997,
경기도 용인기흥구 신갈동,1*,12m미만,45,월세,202006,1,"         1,000",            50,2005,신갈로124번길
경기도 용인기흥구 신갈동,3*,-,45,월세,202006,10,           500,            45,1997,
경기도 용인기흥구 신갈동,4*,12m미만,50,전세,202006,15,"         7,000",             0,2000,신구로43번길
경기도 용인기흥구 신갈동,4*,-,60,전세,202006,19,"        20,000",             0,2017,
경기도 용인기흥구 신갈동,4*,8m미만,68,전세,202006,17,"         9,000",             0,1979,신갈로84번길
경기도 용인기흥구 신갈동,4*,8m미만,68,전세,202006,17,"         9,000",             0,1979,신갈로84번길
경기도 용인기흥구 신갈동,4*,8m미만,70,월세,202006,29,"         2,000",            50,2002,신갈로96번길
경기도 용인기흥구 언남동,3**,8m미만,30,전세,202006,15,"         4,900",             0,2000,용인향교로20번길
경기도 용인기흥구 언남동,3**,8m미만,40,전세,202006,8,"         5,000",             0,2000,용인향교로20번길
경기도 용인기흥구 언남동,3**,-,52.95,월세,202006,15,"         1,600",            19,2015,
경기도 용인기흥구 언남동,3**,-,52.95,전세,202006,15,"        13,000",             0,2015,
경기도 용인기흥구 언남동,2**,8m미만,70.55,월세,202006,8,"         8,000",            10,1994,용인향교로20번길
경기도 용인기흥구 영덕동,1***,25m미만,17,전세,202006,4,"         5,500",             0,2012,흥덕4로30번길
경기도 용인기흥구 영덕동,1***,25m미만,17,전세,202006,4,"         5,500",             0,2012,흥덕4로30번길
경기도 용인기흥구 영덕동,1***,12m미만,19,월세,202006,16,           500,            30,2015,흥덕중앙로196번길
경기도 용인기흥구 영덕동,5**,8m미만,20,월세,202006,6,"         1,000",            37,2012,흥덕2로
경기도 용인기흥구 영덕동,1***,12m미만,20,전세,202006,29,"         4,000",             0,2013,흥덕4로15번길
경기도 용인기흥구 영덕동,1***,12m미만,23,월세,202006,6,           500,            33,2015,흥덕4로15번길
경기도 용인기흥구 영덕동,1***,-,23,전세,202006,15,"         6,000",             0,2012,
경기도 용인기흥구 영덕동,1***,12m미만,23,전세,202006,17,           500,             0,2012,흥덕중앙로196번길
경기도 용인기흥구 영덕동,9**,12m미만,24,전세,202006,15,"         5,600",             0,2011,중부대로55번길
경기도 용인기흥구 영덕동,1***,12m미만,25,전세,202006,3,"         6,000",             0,2012,흥덕4로15번길
경기도 용인기흥구 영덕동,1***,25m미만,25,전세,202006,3,"         6,000",             0,2015,흥덕4로30번길
경기도 용인기흥구 영덕동,1***,25m미만,25,전세,202006,16,"         5,000",             0,2014,흥덕4로30번길
경기도 용인기흥구 영덕동,1***,12m미만,25,전세,202006,20,"         6,000",             0,2012,흥덕4로16번길
경기도 용인기흥구 영덕동,1***,25m미만,25,전세,202006,24,"         5,500",             0,2011,흥덕4로15번길
경기도 용인기흥구 영덕동,1***,25m미만,27,전세,202006,15,"         5,500",             0,2011,흥덕4로15번길
경기도 용인기흥구 영덕동,1***,25m미만,27,전세,202006,17,"         5,500",             0,2011,흥덕4로15번길
경기도 용인기흥구 영덕동,1***,12m미만,30,월세,202006,10,           500,            40,2012,흥덕중앙로196번길
경기도 용인기흥구 영덕동,1***,12m미만,33,월세,202006,30,           500,            40,2012,흥덕4로30번길
경기도 용인기흥구 영덕동,1***,12m미만,33,전세,202006,8,"        10,000",             0,2012,흥덕4로15번길
경기도 용인기흥구 영덕동,1***,-,35,월세,202006,11,"         5,000",            25,2015,
경기도 용인기흥구 영덕동,1***,12m미만,35,월세,202006,27,"         1,000",            58,2012,흥덕중앙로196번길
경기도 용인기흥구 영덕동,1***,12m미만,35,전세,202006,6,"        10,000",             0,2013,흥덕4로30번길
경기도 용인기흥구 영덕동,1***,-,35,전세,202006,12,"        11,000",             0,2013,
경기도 용인기흥구 영덕동,1***,-,40,월세,202006,29,           500,            40,,
경기도 용인기흥구 영덕동,1***,-,40,전세,202006,6,"        11,000",             0,2010,
경기도 용인기흥구 영덕동,1***,12m미만,40,전세,202006,23,"         8,400",             0,2015,흥덕중앙로196번길
경기도 용인기흥구 영덕동,1***,12m미만,40,전세,202006,23,"        10,000",             0,2015,흥덕중앙로196번길
경기도 용인기흥구 영덕동,1***,25m미만,45,전세,202006,4,"        12,000",             0,2015,흥덕4로15번길
경기도 용인기흥구 영덕동,1***,12m미만,49,전세,202006,5,"        10,000",             0,2013,흥덕4로30번길
경기도 용인기흥구 영덕동,1***,25m미만,49.5,전세,202006,5,"        13,500",             0,2017,흥덕4로30번길
경기도 용인기흥구 영덕동,1***,12m미만,50,월세,202006,8,"         3,000",            35,,흥덕4로30번길
경기도 용인기흥구 영덕동,1***,12m미만,50,전세,202006,12,"        14,000",             0,2014,흥덕중앙로196번길
경기도 용인기흥구 영덕동,1***,25m미만,52.8,전세,202006,8,"        12,000",             0,2011,흥덕4로16번길
경기도 용인기흥구 영덕동,9**,-,52.9,월세,202006,11,"         1,600",            19,2009,
경기도 용인기흥구 영덕동,9**,-,52.9,전세,202006,11,"        13,000",             0,2009,
경기도 용인기흥구 영덕동,1***,25m미만,55,전세,202006,3,"        13,500",             0,2012,흥덕4로15번길
경기도 용인기흥구 영덕동,1***,12m미만,55,전세,202006,4,"        14,500",             0,2010,흥덕1로48번길
경기도 용인기흥구 영덕동,9**,25m미만,55,전세,202006,11,"        14,000",             0,2009,흥덕2로75번길
경기도 용인기흥구 영덕동,1***,12m미만,55,전세,202006,18,"        10,000",             0,2015,흥덕4로15번길
경기도 용인기흥구 영덕동,1***,12m미만,56,전세,202006,8,"        12,000",             0,2014,흥덕중앙로196번길
경기도 용인기흥구 영덕동,1***,12m미만,56,전세,202006,20,"         9,400",             0,2014,흥덕4로16번길
경기도 용인기흥구 영덕동,9**,25m미만,57,전세,202006,8,"        13,000",             0,2009,흥덕2로75번길
경기도 용인기흥구 영덕동,1***,12m미만,60,전세,202006,16,"        15,000",             0,2014,흥덕4로15번길
경기도 용인기흥구 영덕동,9**,12m미만,60,전세,202006,17,"        15,000",             0,2010,흥덕2로65번길
경기도 용인기흥구 영덕동,9**,12m미만,66,월세,202006,20,"        13,500",             5,2012,흥덕2로65번길
경기도 용인기흥구 영덕동,9**,12m미만,66,월세,202006,29,"        10,000",            20,2011,흥덕2로75번길
경기도 용인기흥구 영덕동,9**,25m미만,69,전세,202006,19,"        13,000",             0,2010,흥덕2로75번길
경기도 용인기흥구 영덕동,1***,25m미만,70,월세,202006,27,"         2,000",            70,2014,흥덕4로15번길
경기도 용인기흥구 영덕동,1***,12m미만,70,전세,202006,3,"        20,000",             0,2015,석현로16번길
경기도 용인기흥구 영덕동,9**,-,70,전세,202006,8,"        15,500",             0,2010,
경기도 용인기흥구 영덕동,1***,-,70,전세,202006,24,"        18,000",             0,2017,
경기도 용인기흥구 영덕동,1***,12m미만,72,전세,202006,10,"        17,000",             0,2012,흥덕4로30번길
경기도 용인기흥구 영덕동,1***,-,79.2,전세,202006,12,"        15,000",             0,2011,
경기도 용인기흥구 영덕동,1***,25m미만,92.91,전세,202006,23,"        20,000",             0,2012,흥덕중앙로196번길
경기도 용인기흥구 영덕동,1***,12m미만,95,월세,202006,26,"        10,000",            50,2015,석현로16번길
경기도 용인기흥구 영덕동,1***,-,106,전세,202006,15,"        20,000",             0,2012,
경기도 용인기흥구 영덕동,1***,12m미만,112.87,전세,202006,10,"        25,000",             0,2009,흥덕1로48번길
경기도 용인기흥구 중동,9*,-,91.37,전세,202006,20,"        38,000",             0,2018,
경기도 용인기흥구 중동,*,8m미만,92.85,전세,202006,6,"        30,000",             0,2017,동백중앙로16번길
경기도 용인기흥구 중동,*,-,92.85,전세,202006,12,"        29,000",             0,2017,
경기도 용인기흥구 중동,8**,12m미만,102.18,전세,202006,25,"        32,000",             0,2012,동백5로105번길
경기도 용인기흥구 중동,9*,-,106.53,전세,202006,17,"        42,000",             0,2015,
경기도 용인기흥구 지곡동,6**,12m미만,33,월세,202006,15,           500,            50,2015,지삼로
경기도 용인기흥구 청덕동,5**,12m미만,29,전세,202006,22,"         8,000",             0,2010,구성로279번길
경기도 용인기흥구 청덕동,5**,12m미만,30,전세,202006,12,"         6,500",             0,2016,구성로279번길
경기도 용인기흥구 청덕동,5**,12m미만,30,전세,202006,12,"         6,500",             0,2016,구성로279번길
경기도 용인기흥구 청덕동,5**,-,35,월세,202006,1,"         8,000",            15,2016,
경기도 용인기흥구 청덕동,5**,25m미만,53,전세,202006,23,"        13,000",             0,2012,구성2로5번길
경기도 용인기흥구 청덕동,5**,12m미만,65,전세,202006,30,"        15,000",             0,2012,구성로279번길
경기도 용인기흥구 청덕동,5**,12m미만,65,전세,202006,30,"        15,000",             0,2012,구성로279번길
경기도 용인기흥구 청덕동,5**,12m미만,103.87,전세,202006,25,"        13,000",             0,2015,구성로279번길
경기도 용인기흥구 청덕동,5**,12m미만,155.93,전세,202006,29,"        23,000",             0,2013,구성로279번길
경기도 용인기흥구 하갈동,3**,8m미만,157.11,전세,202006,6,"        39,000",             0,,청명산로
경기도 용인수지구 고기동,4**,8m미만,74.08,전세,202006,12,"        30,000",             0,2005,이종무로128번길
경기도 용인수지구 고기동,1**,8m미만,84.34,전세,202006,13,"        49,000",             0,2019,고기로377번길
경기도 용인수지구 고기동,6**,8m미만,91.14,전세,202006,14,"        25,000",             0,2016,샘말로155번길
경기도 용인수지구 고기동,2**,8m미만,91.75,전세,202006,7,"        15,000",             0,2005,고기로377번길
경기도 용인수지구 고기동,5**,8m미만,96.91,전세,202006,1,"        35,000",             0,2018,이종무로170번길
경기도 용인수지구 고기동,1**,8m미만,126.82,전세,202006,7,"        35,000",             0,2016,고기로377번길
경기도 용인수지구 고기동,1**,8m미만,126.82,전세,202006,7,"        35,000",             0,2016,고기로377번길
경기도 용인수지구 고기동,3**,-,137.94,전세,202006,20,"        27,000",             0,2010,
경기도 용인수지구 고기동,2**,8m미만,149.68,월세,202006,10,"         8,000",           100,2000,고기로377번길
경기도 용인수지구 고기동,2**,8m미만,149.68,월세,202006,10,"         8,000",           100,2000,고기로377번길
경기도 용인수지구 고기동,4**,-,167.28,전세,202006,25,"        30,000",             0,,
경기도 용인수지구 동천동,9**,12m미만,20,월세,202006,10,"         1,000",            35,2012,동천로113번길
경기도 용인수지구 동천동,8**,-,25,월세,202006,6,"         5,000",            20,2010,
경기도 용인수지구 동천동,9**,12m미만,25,월세,202006,13,"         1,000",            40,2015,동천로113번길
경기도 용인수지구 동천동,8**,12m미만,26,월세,202006,4,           500,            42,2008,수풍로117번길
경기도 용인수지구 동천동,8**,25m미만,30,월세,202006,13,"         4,000",            25,2006,수풍로
경기도 용인수지구 동천동,8**,-,30,월세,202006,17,"         3,000",            20,2006,
경기도 용인수지구 동천동,8**,25m미만,30,전세,202006,9,"         7,000",             0,2005,수풍로116번길
경기도 용인수지구 동천동,9**,12m미만,40,월세,202006,2,"        12,000",            20,2015,동천로113번길
경기도 용인수지구 동천동,8**,25m미만,40,전세,202006,25,"        11,000",             0,2004,수풍로117번길
경기도 용인수지구 동천동,8**,25m미만,45,월세,202006,5,"         4,000",            50,2006,수풍로
경기도 용인수지구 동천동,8**,12m미만,45,월세,202006,15,"         4,500",            40,2012,문인로54번길
경기도 용인수지구 동천동,8**,12m미만,45,월세,202006,25,"         2,000",            60,2005,수풍로
경기도 용인수지구 동천동,9**,12m미만,45,전세,202006,6,"        11,000",             0,2014,동천로113번길
경기도 용인수지구 동천동,8**,12m미만,45,전세,202006,9,"        12,000",             0,2005,수풍로127번길
경기도 용인수지구 동천동,8**,12m미만,45,전세,202006,20,"        11,500",             0,2008,수풍로117번길
경기도 용인수지구 동천동,8**,-,46,월세,202006,24,"        10,000",            30,2018,
경기도 용인수지구 동천동,8**,-,46,월세,202006,24,"        10,000",            30,2018,
경기도 용인수지구 동천동,5**,-,46.98,월세,202006,15,"         3,000",            60,2019,
경기도 용인수지구 동천동,8**,25m미만,48,월세,202006,26,"         2,000",            50,2006,수풍로
경기도 용인수지구 동천동,9**,12m미만,48,전세,202006,23,"        17,000",             0,2016,동천로113번길
경기도 용인수지구 동천동,8**,25m미만,50,월세,202006,6,"         2,000",            55,2006,수풍로117번길
경기도 용인수지구 동천동,9**,12m미만,50,전세,202006,1,"        18,000",             0,2017,동천로113번길
경기도 용인수지구 동천동,8**,25m미만,56.61,전세,202006,24,"        20,000",             0,2018,수풍로116번길
경기도 용인수지구 동천동,4**,12m미만,64.61,전세,202006,30,"        11,500",             0,2014,동천로
경기도 용인수지구 동천동,9**,12m미만,99.1,월세,202006,19,"         3,000",            60,2015,동천로113번길
경기도 용인수지구 동천동,7**,8m미만,150,전세,202006,2,"        25,000",             0,,
경기도 용인수지구 상현동,1***,25m미만,55,전세,202006,10,"        20,000",             0,2014,광교호수로378번길
경기도 용인수지구 상현동,1***,12m미만,198.77,전세,202006,20,"        50,000",             0,2018,광교호수로404번길
경기도 용인수지구 상현동,1***,12m미만,247,전세,202006,30,"        17,500",             0,2014,광교호수로378번길
경기도 용인수지구 성복동,7**,12m미만,19.8,전세,202006,19,"        10,000",             0,2012,성복2로76번길
경기도 용인수지구 성복동,7**,-,20,전세,202006,13,"         7,000",             0,2004,
경기도 용인수지구 성복동,5**,-,60,전세,202006,1,"        13,000",             0,2007,
경기도 용인수지구 성복동,5**,8m미만,149.42,전세,202006,4,"        42,000",             0,2016,성복2로301번길
경기도 용인수지구 신봉동,9**,-,19.8,전세,202006,12,"         6,000",             0,2012,
경기도 용인수지구 신봉동,4*,8m미만,20,전세,202006,22,"         8,500",             0,2013,신봉1로
경기도 용인수지구 신봉동,9**,-,20,전세,202006,24,"         6,500",             0,2012,
경기도 용인수지구 신봉동,2**,8m미만,25,전세,202006,29,"         9,500",             0,2015,신봉2로114번길
경기도 용인수지구 신봉동,9**,12m미만,26.4,월세,202006,10,"         1,000",            45,2012,신봉2로
경기도 용인수지구 신봉동,9**,12m미만,26.4,월세,202006,16,"         1,000",            45,2012,신봉2로
경기도 용인수지구 신봉동,9**,12m미만,27,월세,202006,28,           500,            45,2011,신봉2로
경기도 용인수지구 신봉동,6**,8m미만,36.3,월세,202006,18,"         1,000",            50,1997,신봉1로344번길
경기도 용인수지구 신봉동,9**,12m미만,36.3,전세,202006,24,"        10,500",             0,2012,신봉2로
경기도 용인수지구 신봉동,9**,12m미만,42.9,전세,202006,20,"        10,000",             0,2012,신봉2로
경기도 용인수지구 신봉동,9**,25m미만,45,전세,202006,9,"        12,000",             0,2012,신봉2로
경기도 용인수지구 신봉동,8**,25m미만,50,월세,202006,10,"         5,000",            25,2008,수지로227번길
경기도 용인수지구 신봉동,2**,8m미만,50,월세,202006,24,"         9,000",            25,2015,신봉2로114번길
경기도 용인수지구 죽전동,1***,8m미만,18,전세,202006,3,"         6,000",             0,2010,대지로127번길
경기도 용인수지구 죽전동,1***,12m미만,19,월세,202006,17,           100,            33,2007,현암로89번길
