시군구,번지,도로조건,계약면적(㎡),전월세구분,계약년월,계약일,보증금(만원),월세(만원),건축년도,도로명
강원도 속초시 조양동,1***,12m미만,40,전세,202005,11,"         6,000",             0,2018,선사로4길
강원도 속초시 조양동,1***,8m미만,40,전세,202005,21,"         5,000",             0,2017,선사로2길
강원도 속초시 조양동,1***,8m미만,40,전세,202005,23,"         5,000",             0,2018,선사로1길
강원도 속초시 조양동,1***,12m미만,44,전세,202005,13,"         6,500",             0,2015,선사로5길
강원도 속초시 조양동,1***,8m미만,45,전세,202005,17,"         6,000",             0,2018,선사로1길
강원도 속초시 중앙동,4**,8m미만,67.13,전세,202005,1,"         3,000",             0,1983,중앙시장로7길
강원도 속초시 청학동,4**,8m미만,33,전세,202005,21,"         5,000",             0,2019,수복로143번길
강원도 속초시 청호동,4**,8m미만,48,전세,202005,4,"         8,000",             0,1996,청호로
강원도 속초시 청호동,1***,12m미만,48.46,전세,202005,26,"         3,675",             0,1985,청호로
강원도 양구군 양구읍 상리,2**,25m미만,99.17,전세,202005,27,"         4,000",             0,1990,사명길
강원도 양구군 양구읍 송청리,1**,12m미만,30,월세,202005,27,           300,            25,2018,황강길
강원도 양구군 양구읍 학조리,6**,8m미만,99.44,전세,202005,18,"         6,000",             0,2006,학안로
강원도 양양군 현북면 도리,3**,8m미만,114.04,월세,202005,19,"         3,000",            50,2013,버들골길
강원도 영월군 무릉도원면 두산리,9**,8m미만,17,월세,202005,28,             0,            30,2008,청옥계곡길
강원도 원주시 개운동,3**,8m미만,23.14,전세,202005,24,"         6,000",             0,2016,남원로606번길
강원도 원주시 개운동,3**,8m미만,59.61,전세,202005,28,"         5,000",             0,1984,치악로1735번길
강원도 원주시 개운동,3**,25m미만,209.91,전세,202005,22,"        16,000",             0,2019,행구로
강원도 원주시 관설동,1***,12m미만,24,전세,202005,25,"         3,000",             0,2009,라옹정길
강원도 원주시 관설동,1***,25m미만,32,전세,202005,6,"         3,000",             0,2004,나비허리길
강원도 원주시 관설동,1***,12m미만,33,전세,202005,18,"         5,500",             0,2019,치악로
강원도 원주시 관설동,1***,12m미만,35,월세,202005,2,           200,            31,2009,관설안길
강원도 원주시 관설동,1***,12m미만,35,월세,202005,30,           300,            40,2017,치악로
강원도 원주시 관설동,1***,12m미만,35,전세,202005,25,"         5,500",             0,2015,라옹정길
강원도 원주시 관설동,1***,12m미만,38,월세,202005,26,           200,            37,2014,라옹정길
강원도 원주시 관설동,1***,12m미만,45,전세,202005,12,"         4,000",             0,2005,관설안길
강원도 원주시 관설동,1***,12m미만,56,전세,202005,30,"         6,000",             0,,치악고교길
강원도 원주시 관설동,1***,12m미만,58,전세,202005,7,"         6,000",             0,2006,라옹정길
강원도 원주시 관설동,1***,12m미만,63,전세,202005,19,"         5,000",             0,2007,치악고교길
강원도 원주시 관설동,1***,12m미만,63,전세,202005,30,"         5,000",             0,2007,치악고교길
강원도 원주시 관설동,1***,-,64,전세,202005,20,"         6,300",             0,2014,
강원도 원주시 관설동,1***,12m미만,72.5,월세,202005,26,           300,            40,2011,라옹정길
강원도 원주시 관설동,1***,-,73.15,전세,202005,25,"         6,000",             0,2006,
강원도 원주시 관설동,1***,25m미만,73.15,전세,202005,25,"         6,000",             0,2006,단관길
강원도 원주시 관설동,1***,8m미만,76.05,월세,202005,24,           500,            30,1985,치악로
강원도 원주시 관설동,1***,12m미만,89.67,전세,202005,23,"        10,000",             0,2007,치악고교길
강원도 원주시 관설동,1***,12m미만,98.21,전세,202005,25,"         5,500",             0,2015,라옹정길
강원도 원주시 관설동,1***,12m미만,99,전세,202005,4,"        10,000",             0,2012,시청로
강원도 원주시 관설동,1***,12m미만,115.2,월세,202005,25,"         1,000",            45,2004,라옹정길
강원도 원주시 관설동,1***,12m미만,121.44,월세,202005,24,"         3,500",            35,2007,관설안길
강원도 원주시 관설동,1***,12m미만,125.28,전세,202005,19,"         9,000",             0,2011,관설안길
강원도 원주시 단계동,8**,12m미만,20,전세,202005,28,"         3,000",             0,1995,이화6길
강원도 원주시 단계동,9**,8m미만,25,월세,202005,29,"         1,000",            10,1997,이화3길
강원도 원주시 단계동,8**,12m미만,30,월세,202005,5,           100,            25,2005,이화6길
강원도 원주시 단계동,9**,12m미만,30,월세,202005,28,           100,            25,1995,이화4길
강원도 원주시 단계동,4**,8m미만,32.82,전세,202005,30,"         4,000",             0,2019,봉화로
강원도 원주시 단계동,9**,8m미만,33,월세,202005,16,           500,            24,2002,이화3길
강원도 원주시 단계동,9**,12m미만,33,월세,202005,25,           200,            31,2002,이화4길
강원도 원주시 단계동,9**,25m미만,33,월세,202005,29,           100,            20,1995,무실로
강원도 원주시 단계동,8**,12m미만,33,전세,202005,1,"         3,000",             0,1994,금불4길
강원도 원주시 단계동,9**,25m미만,33,전세,202005,9,"         6,000",             0,2019,이화2길
강원도 원주시 단계동,9**,12m미만,33,전세,202005,30,"         3,000",             0,2003,이화4길
강원도 원주시 단계동,9**,12m미만,40,월세,202005,10,           300,            45,2010,이화1길
강원도 원주시 단계동,9*,8m미만,41.52,전세,202005,26,"         5,000",             0,,원문로100번길
강원도 원주시 단계동,9**,25m미만,45,월세,202005,15,           300,            35,2016,무실로
강원도 원주시 단계동,8**,12m미만,45,전세,202005,28,"         3,000",             0,1994,금불4길
강원도 원주시 단계동,1***,25m미만,50,월세,202005,20,           300,            43,2016,바우골길
강원도 원주시 단계동,8**,12m미만,56.95,월세,202005,27,           500,            30,1995,금불3길
강원도 원주시 단계동,1***,12m미만,61.31,월세,202005,11,           350,            40,2008,백간공원길
강원도 원주시 단계동,9**,12m미만,66.09,월세,202005,29,           300,            44,2019,이화3길
강원도 원주시 단계동,9**,12m미만,67,전세,202005,14,"         3,500",             0,1997,이화4길
강원도 원주시 단계동,8**,12m미만,79.27,전세,202005,27,"         6,000",             0,,이화6길
강원도 원주시 단계동,8**,8m미만,80,전세,202005,11,"         9,000",             0,1993,금불1길
강원도 원주시 단계동,8**,8m미만,80,전세,202005,25,"         9,000",             0,1993,금불1길
강원도 원주시 단계동,9**,12m미만,100.29,월세,202005,25,           500,            50,1995,이화3길
강원도 원주시 단계동,9**,12m미만,137.98,전세,202005,14,"        11,000",             0,2002,이화4길
강원도 원주시 단계동,9**,12m미만,137.98,전세,202005,14,"        11,000",             0,2002,이화4길
강원도 원주시 단구동,1**,8m미만,20,월세,202005,11,           200,            30,2019,홍판서길
강원도 원주시 단구동,1***,12m미만,21,월세,202005,16,           200,            25,2017,남원로442번길
강원도 원주시 단구동,1***,12m미만,23.14,전세,202005,11,"         5,000",             0,2010,앙월길
강원도 원주시 단구동,6*,8m미만,25.6,전세,202005,29,"         4,000",             0,2019,치악로1524번길
강원도 원주시 단구동,1***,12m미만,29,전세,202005,24,"         3,500",             0,2008,천매봉길
강원도 원주시 단구동,1***,12m미만,29.8,월세,202005,27,           100,            25,2003,천매봉길
강원도 원주시 단구동,1**,8m미만,30,월세,202005,7,           500,            45,2019,단사정길
강원도 원주시 단구동,1***,25m미만,30,월세,202005,28,            50,            28,2003,남원로442번길
강원도 원주시 단구동,6*,8m미만,30,전세,202005,17,"         3,000",             0,2017,치악로1534번길
강원도 원주시 단구동,6*,8m미만,30,전세,202005,23,"         3,300",             0,,치악로1534번길
강원도 원주시 단구동,1***,25m미만,31,월세,202005,28,           100,            22,2002,남원로442번길
강원도 원주시 단구동,6*,8m미만,31,전세,202005,6,"         3,000",             0,2017,치악로1534번길
강원도 원주시 단구동,1***,12m미만,32.12,전세,202005,4,"         4,000",             0,2017,토지길
강원도 원주시 단구동,1***,12m미만,33,월세,202005,22,           300,            33,2019,토지길
강원도 원주시 단구동,1***,12m미만,33,월세,202005,27,           100,            30,,구곡길
강원도 원주시 단구동,1***,25m이상,33,전세,202005,21,"         5,000",             0,2019,늘품로
강원도 원주시 단구동,1***,12m미만,33,전세,202005,23,"         3,000",             0,2006,구곡길
강원도 원주시 단구동,1***,12m미만,34.13,전세,202005,24,"         3,500",             0,2007,천매봉길
강원도 원주시 단구동,1***,12m미만,36,월세,202005,29,           200,            30,2017,치악로1534번길
강원도 원주시 단구동,1*,25m이상,38,전세,202005,19,"         6,500",             0,2020,치악로
강원도 원주시 단구동,1***,12m미만,38.9,전세,202005,27,"         8,000",             0,2016,동부순환로
강원도 원주시 단구동,1***,12m미만,41,전세,202005,27,"         3,000",             0,2007,토지길
강원도 원주시 단구동,1***,12m미만,42.9,월세,202005,29,           500,            41,2016,앙월길
강원도 원주시 단구동,1**,8m미만,45,전세,202005,8,"         4,000",             0,2019,단사정길
강원도 원주시 단구동,1***,12m미만,46.2,전세,202005,18,"         5,000",             0,1998,천매봉길
강원도 원주시 단구동,1***,12m미만,46.25,월세,202005,20,           300,            34,2019,치악로
강원도 원주시 단구동,1***,12m미만,46.62,전세,202005,20,"         6,000",             0,2008,천매봉길
강원도 원주시 단구동,1***,12m미만,46.73,전세,202005,15,"         4,000",             0,2010,구곡길
강원도 원주시 단구동,1**,-,47.67,전세,202005,21,"         7,000",             0,2020,홍판서길
강원도 원주시 단구동,1***,12m미만,49,월세,202005,26,"         2,000",            20,2006,토지길
강원도 원주시 단구동,1**,8m미만,49.58,월세,202005,26,           500,            45,2020,홍판서길
강원도 원주시 단구동,1***,12m미만,50.18,전세,202005,19,"         5,000",             0,2007,천매봉길
강원도 원주시 단구동,1**,-,51.17,전세,202005,20,"         5,000",             0,2020,홍판서길
강원도 원주시 단구동,1***,-,52.48,전세,202005,4,"         6,000",             0,2007,
강원도 원주시 단구동,6**,8m미만,52.8,전세,202005,23,"         6,000",             0,,서원대로463번길
강원도 원주시 단구동,1***,12m미만,52.8,전세,202005,30,"         5,000",             0,2006,구곡길
강원도 원주시 단구동,1***,12m미만,54,전세,202005,8,"         6,000",             0,2004,천매봉길
강원도 원주시 단구동,1**,-,55,전세,202005,21,"         7,000",             0,,홍판서길
강원도 원주시 단구동,1**,-,55,전세,202005,26,"         6,000",             0,2020,홍판서길
강원도 원주시 단구동,9**,8m미만,56.04,전세,202005,22,"         4,000",             0,2020,귀론길
강원도 원주시 단구동,1***,12m미만,57,전세,202005,20,"         3,000",             0,2002,구곡길
강원도 원주시 단구동,9**,-,58,전세,202005,22,"         3,500",             0,2020,귀론길
강원도 원주시 단구동,9**,-,59.92,전세,202005,18,"         4,000",             0,2020,귀론길
강원도 원주시 단구동,1***,25m이상,60,전세,202005,31,"         8,000",             0,2016,치악로
강원도 원주시 단구동,1***,12m미만,66,전세,202005,12,"         5,000",             0,2006,구곡길
강원도 원주시 단구동,1**,8m미만,66,전세,202005,23,"         6,000",             0,2019,단사정길
강원도 원주시 단구동,1**,8m미만,72.03,전세,202005,17,"         8,000",             0,,치악로1580번길
강원도 원주시 단구동,7**,25m이상,81.07,월세,202005,11,           500,            30,1991,치악로
강원도 원주시 단구동,7**,25m이상,82,전세,202005,11,"         7,000",             0,1991,치악로
강원도 원주시 단구동,1***,12m미만,83.34,월세,202005,25,"         5,000",            25,2002,천매봉길
강원도 원주시 단구동,6*,8m미만,85.41,전세,202005,29,"         8,000",             0,2017,치악로1534번길
강원도 원주시 단구동,6*,8m미만,85.41,전세,202005,30,"         8,500",             0,2017,치악로1534번길
강원도 원주시 단구동,1***,12m미만,87.77,전세,202005,14,"         7,500",             0,2002,토지길
강원도 원주시 단구동,1***,12m미만,89,월세,202005,13,"         1,000",            60,2016,토지길
강원도 원주시 단구동,1***,12m미만,100.01,전세,202005,19,"        13,000",             0,2020,앙월길
강원도 원주시 단구동,1***,12m미만,100.01,전세,202005,29,"        13,000",             0,2020,앙월길
강원도 원주시 단구동,1***,12m미만,105.05,전세,202005,18,"         7,500",             0,2002,토지길
강원도 원주시 단구동,1***,12m미만,107.56,전세,202005,30,"         8,000",             0,2008,천매봉길
강원도 원주시 단구동,1***,25m미만,120.25,월세,202005,21,"         1,000",            45,2006,단관길
강원도 원주시 단구동,1***,12m미만,129.58,전세,202005,2,"         9,000",             0,2008,토지길
강원도 원주시 단구동,1***,12m미만,190.38,전세,202005,6,"        16,000",             0,2003,구곡길
강원도 원주시 명륜동,6**,8m미만,27,전세,202005,22,"         3,000",             0,2014,황소마을길
강원도 원주시 명륜동,8**,12m미만,35,전세,202005,29,"         3,000",             0,2000,남원로469번길
강원도 원주시 명륜동,8**,12m미만,35.59,월세,202005,1,           300,            35,2016,소방서길
강원도 원주시 명륜동,4**,25m미만,60.51,월세,202005,14,           200,            30,1986,남원로527번길
강원도 원주시 명륜동,4**,12m미만,89.56,전세,202005,25,"         8,000",             0,1987,남원로527번길
강원도 원주시 무실동,8**,8m미만,23.14,월세,202005,18,"         1,000",            20,2005,은행정길
강원도 원주시 무실동,1***,12m미만,29.7,전세,202005,12,"         3,000",             0,2004,섬밭들1길
강원도 원주시 무실동,1***,12m미만,30,월세,202005,20,           300,            30,2017,봉바위길
강원도 원주시 무실동,1***,12m미만,33,전세,202005,9,"         4,500",             0,2017,섬밭들1길
강원도 원주시 무실동,1***,12m미만,33.05,전세,202005,6,"         4,900",             0,2017,섬밭들1길
강원도 원주시 무실동,1***,25m미만,39.67,월세,202005,4,           500,            45,2016,솔우물1길
강원도 원주시 무실동,1***,12m미만,40,월세,202005,23,           300,            40,2010,만대공원길
강원도 원주시 무실동,1***,12m미만,45,월세,202005,1,           500,            40,2015,솔우물2길
강원도 원주시 무실동,1***,12m미만,45,월세,202005,20,           400,            50,2013,무실본동길
강원도 원주시 무실동,1***,25m미만,48.45,월세,202005,9,           500,            55,2014,솔우물2길
강원도 원주시 무실동,1***,12m미만,49.58,전세,202005,8,"         8,000",             0,,솔우물2길
강원도 원주시 무실동,1***,12m미만,50,전세,202005,7,"         5,000",             0,2011,섬밭들2길
강원도 원주시 무실동,1***,12m미만,54,전세,202005,8,"         6,500",             0,2012,만대공원길
강원도 원주시 무실동,1***,12m미만,54.6,월세,202005,11,"         4,000",            25,2015,솔우물2길
강원도 원주시 무실동,1***,25m미만,56.19,전세,202005,30,"         9,000",             0,2015,솔우물2길
강원도 원주시 무실동,1***,12m미만,60,전세,202005,20,"         9,000",             0,2015,솔우물2길
강원도 원주시 무실동,1***,12m미만,63,전세,202005,16,"         8,000",             0,2016,섬밭들1길
강원도 원주시 무실동,1***,25m미만,64.62,전세,202005,1,"         8,000",             0,2015,솔우물1길
강원도 원주시 무실동,1***,12m미만,66,전세,202005,9,"        10,000",             0,2016,솔우물2길
강원도 원주시 무실동,1***,12m미만,71.16,월세,202005,22,           500,            47,2011,만대공원길
강원도 원주시 무실동,1***,12m미만,72.19,전세,202005,22,"         6,000",             0,2015,솔우물2길
강원도 원주시 무실동,1***,25m미만,80,월세,202005,16,             0,            30,2006,만대로
강원도 원주시 무실동,1***,12m미만,90,월세,202005,30,           300,            30,2008,섬밭들1길
강원도 원주시 무실동,1***,12m미만,104.17,전세,202005,11,"        10,000",             0,2005,섬밭들1길
강원도 원주시 무실동,1***,12m미만,128.9,전세,202005,13,"        13,000",             0,2015,솔우물2길
강원도 원주시 무실동,1***,-,146.34,전세,202005,9,"         8,000",             0,2014,
강원도 원주시 문막읍 건등리,1***,12m미만,35,전세,202005,8,"         5,000",             0,2020,건등로
강원도 원주시 문막읍 건등리,1***,8m미만,95.31,전세,202005,31,"         8,000",             0,2017,건등로
